name,lat,lon,type
"Bourton Clump long barrow",51.989846,-1.756522,scheduled_monument
"Condicote bowl barrow",51.959298,-1.785677,scheduled_monument
"Moated site at Aston Magna",52.018538,-1.706238,scheduled_monument
"The Hill medieval dispersed settlement and an early post-medieval settlement 400m east of Ashycroft",55.085566,-2.673486,scheduled_monument
"Hall Hills medieval dispersed settlement 370m WNW of St Cuthbert's Church",55.065145,-2.687078,scheduled_monument
"Medieval dispersed settlement 210m WNW of Lukes Cottage",55.051602,-2.685625,scheduled_monument
"The Loan medieval bastle and post-medieval cottage",55.099056,-2.689352,scheduled_monument
"Lynestead medieval pele tower, early post-medieval farmstead and an associated corn drying kiln",55.098243,-2.711842,scheduled_monument
"Medieval dispersed settlement at Askerton Park 170m WSW of Parkgate Bridge",55.026979,-2.696875,scheduled_monument
"Early post-medieval dispersed settlement on Mount Hulie",55.062203,-2.651863,scheduled_monument
"Prehistoric enclosure, field system and cairnfield, and medieval and early post-medieval settlements and field systems 600m SSW of Blacklyne House",55.120259,-2.719650,scheduled_monument
"Duke Pit fan house",54.547352,-3.594257,scheduled_monument
"Two bowl barrows at Gibbet Firs, 950m south west and 1080m south west of Palmers Ford Works",50.796963,-1.863380,scheduled_monument
"Bowl barrow on East Parley Common 610m south west of Fir Grove Farm",50.795492,-1.852033,scheduled_monument
"Bowl barrow 250m north east of Monmouth's Ash Farm",50.866530,-1.911320,scheduled_monument
"Bowl barrow 90m north east of Monmouth's Ash Farm",50.864930,-1.911338,scheduled_monument
"Three bowl barrows in Avon Heath Country Park, two 620m and one 700m north west of Matcham's House",50.817373,-1.821416,scheduled_monument
"Bowl barrow 200m north east of Holy Trinity Church",50.747409,-2.735906,scheduled_monument
"Bowl barrow on Hammiton Hill 220m south west of Hammiton Farm",50.718738,-2.695297,scheduled_monument
"Bowl barrow on Batcombe Down 450m south west of The Friary of St Francis",50.834825,-2.528958,scheduled_monument
"Langton Cross: a wayside cross 850m south west of Tatton House",50.640501,-2.533009,scheduled_monument
"Bowl barrow on Eype Down 275m east of Frogmore Farm",50.729882,-2.797394,scheduled_monument
"Three bowl barrows north east of Thorncombe Beacon, 160m, 190m and 400m south west of Down House",50.722370,-2.797875,scheduled_monument
"Cawsand Fort",50.332507,-4.202757,scheduled_monument
"Bowl barrow 100m south west of Callestick Vean",50.296437,-5.130019,scheduled_monument
"Two bowl barrows 275m south west of Higher Callestick Farm",50.305934,-5.138115,scheduled_monument
"Bowl barrow 425m south west of Higher Callestick Farm",50.303553,-5.136989,scheduled_monument
"Bell barrow 520m west of Pendown",50.296449,-5.153837,scheduled_monument
"Bowl barrow 425m north east of Polvenna",50.317226,-5.105885,scheduled_monument
"Caer Dane",50.327599,-5.123959,scheduled_monument
"Coatham Mundeville medieval village, fishpond and areas of rig and furrow",54.578285,-1.559230,scheduled_monument
"Hermit Dam moated site",53.374404,-0.734464,scheduled_monument
"Churchyard cross in St David's churchyard",51.976019,-2.755609,scheduled_monument
"Churchyard cross in St John the Baptist's churchyard",51.932307,-2.766553,scheduled_monument
"Churchyard cross in St Denys's churchyard",52.093965,-2.211300,scheduled_monument
"Churchyard cross in St Mary the Virgin's churchyard",52.139947,-2.223207,scheduled_monument
"Churchyard cross in St Nicholas's churchyard",52.028022,-2.204196,scheduled_monument
"Churchyard cross in St Dubricius's churchyard",51.854144,-2.645818,scheduled_monument
"Churchyard cross in St Swithin's churchyard",51.843282,-2.684071,scheduled_monument
"Ganarew Cross",51.843344,-2.679572,scheduled_monument
"Churchyard cross in St Michael's churchyard",51.898035,-2.793292,scheduled_monument
"Churchyard cross in St Mary's churchyard",51.926153,-2.845850,scheduled_monument
"Churchyard cross in St Bartholomew's churchyard",52.094332,-2.605724,scheduled_monument
"Churchyard cross in St Peter's churchyard",52.087821,-2.635103,scheduled_monument
"Churchyard cross in St John the Baptist's churchyard",52.067833,-2.608254,scheduled_monument
"Churchyard cross in St Andrew's churchyard",52.038851,-2.644687,scheduled_monument
"Churchyard cross in Holy Rood churchyard",52.033684,-2.627382,scheduled_monument
"Churchyard cross in St Michael's churchyard",51.995068,-2.565539,scheduled_monument
"Churchyard cross in St Mary the Virgin's churchyard",52.121117,-2.558151,scheduled_monument
"Churchyard cross in St Mary the Virgin's churchyard",51.913811,-2.585249,scheduled_monument
"Churchyard cross in St Michael and All Angels' churchyard",51.934624,-2.581753,scheduled_monument
"Churchyard cross in St Michael's churchyard",51.997410,-2.749837,scheduled_monument
"Churchyard cross in St Kenelm's churchyard",52.187526,-2.084530,scheduled_monument
"Churchyard cross in St Mary's churchyard",51.919260,-2.960197,scheduled_monument
"Churchyard cross in St Mary's churchyard",52.136149,-3.081685,scheduled_monument
"Churchyard cross in St Mary's churchyard",52.157620,-2.976517,scheduled_monument
"Churchyard cross in St Mary the Virgin's churchyard",52.204440,-3.038067,scheduled_monument
"Churchyard cross in St Michael's churchyard",52.237640,-3.039413,scheduled_monument
"Churchyard cross in St John the Baptist and St Alkmund's churchyard",52.281352,-2.843321,scheduled_monument
"Three Roman period native settlements and later droveway 750m south west of Torleehouse",55.550094,-2.147867,scheduled_monument
"Roman period native scooped enclosure, 930m north east of Langlee",55.508114,-2.044859,scheduled_monument
"Unenclosed Bronze Age hut circle and clearance cairn 800m ESE of Langlee",55.501231,-2.045104,scheduled_monument
"Prehistoric enclosure south west of Brands Hill and 870m east of Langlee",55.502724,-2.043571,scheduled_monument
"Bronze Age unenclosed settlement and field system with burial cairns south west of Brands Hill, 350m ENE of Langlee",55.505743,-2.042877,scheduled_monument
"Roman period native settlement 340m east of Hethpool Linn",55.549702,-2.152320,scheduled_monument
"Bowl barrow 700m north of Woodford Mill",52.372744,-0.571133,scheduled_monument
"A prehistoric settlement with cairns and a historic tin mill, streamwork and buildings lying adjacent to the Langcombe Brook",50.485547,-3.967861,scheduled_monument
"Two cairns and a cist on the western slope of Great Gnats' Head",50.495566,-3.958294,scheduled_monument
"A stone alignment, kerbed cairn, prehistoric settlement, four pillow mounds, a vermin trap and animal runs 720m south west of Great Trowlesworthy Tor",50.457670,-4.009688,scheduled_monument
"A prehistoric and historic archaeological landscape within Merrivale Newtake",50.566984,-4.040687,scheduled_monument
"Civil War redoubt on Beacon Hill, 550m north west of The Firs",53.073813,-0.778939,scheduled_monument
"Queen's Sconce",53.068866,-0.821496,scheduled_monument
"Civil War gun battery 50m south west of St Peters and St Paul's Church",52.974334,-1.016641,scheduled_monument
"Civil War redoubt 580m ENE of sugar refinery",53.089992,-0.807988,scheduled_monument
"Wolstonbury Camp: a Ram's Hill type enclosure on Wolstonbury Hill and associated later remains",50.909377,-0.174922,scheduled_monument
"Wayside cross-head in Phillack churchyard, south west of the church",50.195530,-5.412771,scheduled_monument
"Churchyard cross in the cemetery at St Teath, 60m north west of the church",50.593285,-4.737064,scheduled_monument
"Wayside cross in Newlyn churchyard, south of the church",50.107393,-5.551741,scheduled_monument
"Wayside cross in Madron churchyard, west of the church",50.131504,-5.564949,scheduled_monument
"Churchyard cross in St Ia's churchyard",50.212519,-5.479890,scheduled_monument
"Standing stone in the churchyard of the parish church of Mabe, 10m south west of the church",50.149707,-5.140581,scheduled_monument
"Wayside cross in Gwinear churchyard, 5m north of the church",50.187544,-5.370502,scheduled_monument
"Polmenor Cross in Gwinear churchyard, 12m north of the church",50.187596,-5.370589,scheduled_monument
"Churchyard cross in Phillack churchyard, south of the church",50.195562,-5.412605,scheduled_monument
"An early Christian memorial stone and a wayside cross in Phillack churchyard, south east of the church",50.195730,-5.412099,scheduled_monument
"Bowl barrow 150m south of Treworthal Farm",50.339121,-5.114314,scheduled_monument
"Bowl barrow 400m south of Higher Reen Farm",50.341062,-5.130128,scheduled_monument
"Group of three bowl barrows 150m east of Rosehill Farm",50.344712,-5.113120,scheduled_monument
"Twelve Barrows: a linear barrow group 300m east of Higher Hendra",50.357365,-5.102853,scheduled_monument
"St Piran's Round",50.348207,-5.123330,scheduled_monument
"Bishop's Waltham Palace and associated fishponds",50.952610,-1.216323,scheduled_monument
"Prehistoric linear boundary and cairns south west of The Bar, Bryher",49.954380,-6.349272,scheduled_monument
"Post-medieval watch house and Coastguard lookout on Watch Hill, Bryher",49.955563,-6.351303,scheduled_monument
"Post-medieval pilot lookout on Timmy's Hill, Bryher",49.952144,-6.354662,scheduled_monument
"Gig shed on the north coast of Great Porth, Bryher",49.950598,-6.357242,scheduled_monument
"Prehistoric cliff castle and cairns on Shipman Head, Bryher",49.963175,-6.359942,scheduled_monument
"Lighthouse-builders' operational base on Rosevear",49.870294,-6.400579,scheduled_monument
"Prehistoric field systems, settlement and cairns, with post-medieval boundary and shelter on Northwethel",49.965999,-6.330498,scheduled_monument
"Prehistoric field system and cairn, early and later medieval religious complex, post-medieval lookout and quarantine station on St Helen's",49.971067,-6.324410,scheduled_monument
"Prehistoric cairn group on Great Hill, Tean",49.968654,-6.310452,scheduled_monument
"Prehistoric cairns, prehistoric to post-medieval settlements and field systems, an early Christian focus, post-medieval kelp pits and quay on Tean and Old Man",49.967799,-6.313375,scheduled_monument
"Prehistoric field system and settlement in southern Appletree Bay, Tresco",49.940514,-6.334859,scheduled_monument
"Oliver's Battery, Tresco",49.940676,-6.331750,scheduled_monument
"Prehistoric field system and settlement north of Appletree Point, Tresco",49.949245,-6.339130,scheduled_monument
"Prehistoric cairn group on Abbey Hill, Tresco",49.947715,-6.336009,scheduled_monument
"St Nicholas' Priory, Tresco",49.947469,-6.330311,scheduled_monument
"Early medieval cemetery 40m north of St Nicholas's Priory, Tresco",49.947856,-6.330304,scheduled_monument
"Post-medieval animal-driven crushing mill 270m south west of Blockhouse Cottage, Tresco",49.956055,-6.330985,scheduled_monument
"Prehistoric round cairn 255m south west of Blockhouse Cottages, Tresco",49.956442,-6.331480,scheduled_monument
"Post-medieval smugglers' cache at 'Smugglers' Tresco",49.957109,-6.327579,scheduled_monument
"Bowl barrow 80m south west of Hampson Cottage",50.800299,-3.827859,scheduled_monument
"Churchyard cross, St Bartholomew's Church",52.663630,-2.303553,scheduled_monument
"Section of linear boundary dyke between Sylvan Dale and Warren Farm, north west of Coldwold Farm",53.959723,-0.715357,scheduled_monument
"Round barrow at Cold Moor End, 310m north east of High West Cote",54.396763,-1.157590,scheduled_monument
"Bell barrow and two bowl barrows on Old Knowle, 835m NNW of Whitcombe Vale Farm",50.689292,-2.285936,scheduled_monument
"Coal workings at Dewley Pits, 650m south west of Black Callerton",55.013456,-1.739262,scheduled_monument
"Long barrow on Keysley Down, 1020m NNE of Chapel Field Barn",51.105790,-2.173720,scheduled_monument
"Clitheroe Castle; medieval enclosure castle",53.870493,-2.393381,scheduled_monument
"Section of an early medieval boundary ditch known as the Nico Ditch on Denton golf course 320m south west of Lodge Farm",53.461145,-2.145409,scheduled_monument
"Cross in St Lawrence's churchyard",51.384391,-2.911725,scheduled_monument
"Stanwick Late Iron Age oppidum, Iron Age and medieval settlement, early Christian church and sculpture and post-medieval emparkment",54.491290,-1.722215,scheduled_monument
"Romano-British farmstead and field system 320m north east of Rede Bridge",55.145333,-2.210517,scheduled_monument
"Romano-British and medieval settlement, field system, cord rig cultivation, cairnfield and round cairn on Barracker Rigg",55.270691,-2.184976,scheduled_monument
"Churchyard cross in St Andrew's churchyard",51.411650,-2.730204,scheduled_monument
"Grinton ore hearth lead smelt mill, flue, fuel store and associated earthworks",54.363817,-1.924310,scheduled_monument
"Large univallate hillfort and 14th century chapel at St Ann's Hill",51.398333,-0.525554,scheduled_monument
"Brightley Barton camp",50.988829,-3.978303,scheduled_monument
"Standing cross known as Speke's Cross, 500m north east of Eggesford House",50.890216,-3.880987,scheduled_monument
"Tawstock holy well",51.049574,-4.066398,scheduled_monument
"Eggesford Castle, 640m north east of Eggesford House",50.891518,-3.880542,scheduled_monument
"Bowl barrow 140m west of Indicott",51.155080,-4.046156,scheduled_monument
"Bowl barrow in Heathermoor Plantation, 50m north east of Petrockstow Station",50.875445,-4.108933,scheduled_monument
"St John's Holy Well",50.820701,-4.056516,scheduled_monument
"Lenwood bowl barrow, 50m south east of Lenwood Cottage",51.031399,-4.224474,scheduled_monument
"Bowl barrow 35m north east of Mouseberry Cross on Meshaw Moor",50.943854,-3.764517,scheduled_monument
"Hillfort on Whitechapel Moors, 640m north east of Garliford Mill",51.023254,-3.773462,scheduled_monument
"Round barrow cemetery on West Burrow Moor",50.943052,-3.753269,scheduled_monument
"Medieval settlement of Beere",50.812813,-3.863382,scheduled_monument
"Castle 175m north of Stone Barton",50.912087,-3.831824,scheduled_monument
"Wayside cross at Halwill on a roadside 40m south east of the church",50.772765,-4.231580,scheduled_monument
"Churchyard cross 15m south east of St Mary's church",50.761686,-3.467274,scheduled_monument
"Three barrows including Great Halwill Barrow north of Halwill Junction",50.781440,-4.207223,scheduled_monument
"Bowl barrow 240m south west of Lane End",50.778933,-4.225561,scheduled_monument
"Bowl barrow 500m north east of Lane End, Halwill Moor",50.784303,-4.218921,scheduled_monument
"Four bowl barrows on Langaford Moor",50.777703,-4.258639,scheduled_monument
"Durpley Castle",50.890845,-4.233936,scheduled_monument
"Berry Castle hillfort in Huntshaw Wood",50.980242,-4.145279,scheduled_monument
"Court Castle",50.857308,-3.943020,scheduled_monument
"Millsome Castle",50.836335,-3.894939,scheduled_monument
"Hillfort in Ten Oaks Wood",50.934331,-4.048546,scheduled_monument
"Bowl barrow at Codden Beacon",51.047874,-4.023763,scheduled_monument
"Brightley Barton moated site",50.986948,-3.977867,scheduled_monument
"Bowl barrow on East Holme Range, 880m north west of Povington Farm",50.643981,-2.175078,scheduled_monument
"Medieval standing cross 50m west of St Peter's Church",51.146307,-2.503291,scheduled_monument
"Bowl barrow 250m north west of Victoria Farm",51.235743,-2.584150,scheduled_monument
"Moat Farm moated site, 650m west of Goodwyns Farm",52.286956,1.427939,scheduled_monument
"Cross dyke on Steyning Round Hill, 700m south west of Pepperscoombe",50.879977,-0.347495,scheduled_monument
"Bowl barrow 150m north east of Victoria Farm",51.235307,-2.579775,scheduled_monument
"Roman period native settlement on south eastern slope of Hart Heugh, 490m north west of Carey Burn Bridge",55.521376,-2.046664,scheduled_monument
"Roman period native settlements, field system and medieval shieling on the east slope of Brands Hill, 550m west of Middleton Old Town",55.508821,-2.024562,scheduled_monument
"Prehistoric enclosure, associated field system, cairnfield, round houses and medieval shielings on E and SE slopes of Brands Hill",55.506546,-2.033189,scheduled_monument
"Prehistoric cairnfield and unenclosed settlement, Romano-British village and field system and medieval field system on north east slopes of Brands Hill",55.515199,-2.033006,scheduled_monument
"Roman period native settlement and associated field system and trackway on north east slope of Brands Hill",55.510733,-2.033889,scheduled_monument
"Two Bronze Age round cairns and enclosed cremation cemetery 825m north west of Middleton Dean",55.498282,-2.018192,scheduled_monument
"Prehistoric unenclosed hut circle settlement and field system on Snear Hill, 700m west of the western edge of Coronation Wood",55.515737,-2.058138,scheduled_monument
"Roman period native settlement and medieval shieling on east slopes of Brands Hill, 1100m south east of Carey Burn Bridge",55.511165,-2.028997,scheduled_monument
"Prehistoric enclosures, Bronze Age field system, unenclosed round houses and three cairns NW of Langlee Crags, 900m south of Langlee",55.494873,-2.059231,scheduled_monument
"Iron Age defended settlement in Fox Covert",55.590052,-1.954882,scheduled_monument
"Prehistoric unenclosed hut circle and field plot at Lamb Crag",55.496767,-2.041126,scheduled_monument
"Round cairn 790m west of Smithy Strip",55.490232,-1.989876,scheduled_monument
"Roman period native enclosed settlement 360m south east of Broadstruther",55.514468,-2.091914,scheduled_monument
"Moated site 550m south east of Scorborough Hall",53.891110,-0.447224,scheduled_monument
"Medieval shieling 800m east of Woodhead",55.059420,-2.651238,scheduled_monument
"Water mills and quarry at Mortimer's Cross",52.268913,-2.842733,scheduled_monument
"Round cairn on Standon Hill",50.615098,-4.043504,scheduled_monument
"Ring cairn south west of Hound Tor, 215m east of East Lodge",50.595039,-3.780191,scheduled_monument
"Prehistoric and medieval settlements and their field systems at Hound Tor",50.594561,-3.775567,scheduled_monument
"Bowl barrow 580m north east of The Lodge, Brandon",52.449320,0.651372,scheduled_monument
"St Nicholas' Priory",50.721855,-3.534981,scheduled_monument
"Blackdown Rings prehistoric hillfort and medieval castle",50.354326,-3.800101,scheduled_monument
"Raddon Hill: a Neolithic causewayed enclosure and later hillfort",50.816995,-3.583384,scheduled_monument
"East Tanfield deserted medieval village",54.195511,-1.558758,scheduled_monument
"Cross dyke 600m north west of Easthorpe Farm",54.139698,-0.885249,scheduled_monument
"Round barrow 425m north west of Rushwood Hall",54.203095,-1.550844,scheduled_monument
"Round barrow 340m east of Cliffe Hall known as Betty Watson's Hill",54.532192,-1.676304,scheduled_monument
"Round barrow 190m south east of Cliffe Hall",54.531211,-1.678846,scheduled_monument
"Round barrow 250m north east of Comer Lodge",54.229611,-1.505733,scheduled_monument
"Howe Hill motte castle",54.349424,-1.468343,scheduled_monument
"Cup and ring marked rock 40m south east of Hillcourt, Rawdon",53.847121,-1.694756,scheduled_monument
"Carved rock on Pelstone Crag 530m west of Danefield House",53.895475,-1.683782,scheduled_monument
"The remains of a medieval moated manor, priory, settlement and associated features, Cogges",51.781596,-1.476962,scheduled_monument
"Section of Battery Bank on Stokeford Heath",50.694299,-2.190344,scheduled_monument
"Bowl barrow on Farm Heath, 480m south east of Hill Cottages",50.689952,-2.156647,scheduled_monument
"Bowl barrow on Farm Heath, 470m south east of Hill Cottages",50.690532,-2.159481,scheduled_monument
"Section of Battery Bank on South Heath",50.687948,-2.162261,scheduled_monument
"Bell barrow and two bowl barrows 170m north east of Holmebridge Post Office",50.683268,-2.151501,scheduled_monument
"Bowl barrow on Farm Heath, 450m south west of Worgret Heath Farm",50.689201,-2.153233,scheduled_monument
"Two bowl barrows on South Heath, 290m and 370m east of Binnegar Hall",50.684505,-2.161258,scheduled_monument
"Bowl barrow in Sares Wood, 430m south west of Wood Barn",50.731856,-2.288973,scheduled_monument
"Bowl barrow 450m north west of Duck Dairy House",50.724801,-2.373068,scheduled_monument
"Bowl barrow 615m north east of Hardy's Birthplace",50.735211,-2.379853,scheduled_monument
"Beacon mound on Beacon Hill",50.757322,-2.129483,scheduled_monument
"Bowl barrow in Morden Park 350m south west of Hunting Bridge",50.739966,-2.138108,scheduled_monument
"Two bowl barrows on Furze Hill, 800m north east of Miller's Farm",50.782648,-2.118744,scheduled_monument
"Two bowl barrows 760m north east of Miller's Farm",50.781659,-2.118061,scheduled_monument
"Nancor Cross, 400m north west of Nancor",50.299628,-4.887365,scheduled_monument
"Fentongollan Cross, 620m north west of St Michael Penkevil Church",50.245569,-5.009112,scheduled_monument
"Four Hole Cross, 200m north of Lord's Waste Farm",50.545745,-4.582092,scheduled_monument
"The Tristan Stone, early Christian memorial stone and wayside cross, 75m north of Polscoe",50.338752,-4.654148,scheduled_monument
"Wayside cross in St Stithians churchyard",50.190715,-5.179733,scheduled_monument
"Wayside cross in Gwennap churchyard",50.217749,-5.171157,scheduled_monument
"Trevalsa Cross, 350m north-west of Trerice Farm",50.325901,-5.068216,scheduled_monument
"Gorseydale lead mines, 300m north and 650m north west of Moor Farm",53.131458,-1.624520,scheduled_monument
"Westbury village cross",51.236237,-2.716880,scheduled_monument
"Bowl barrow 550m south east of Brimble Pit Pool: one of a group of round barrows north and east of Foxhills Wood",51.250330,-2.701697,scheduled_monument
"Two bowl barrows 850m south east of Brimble Pit Pool: part of a group of round barrows north and east of Foxhills Wood",51.247578,-2.700279,scheduled_monument
"Two bowl barrows 350m south of Brimble Pit Pool: part of a group of round barrows north and east of Foxhills Wood",51.251258,-2.705938,scheduled_monument
"Bowl barrow 100m north east of Home Farm Cottage",51.286430,-2.543381,scheduled_monument
"Bowl barrow 250m south east of Redhill Farm",51.253821,-2.564991,scheduled_monument
"Bowl barrow 400m south of Rookham",51.240569,-2.642987,scheduled_monument
"Bowl barrow 600m south west of the northernmost of The Druses",51.114743,-2.266099,scheduled_monument
"Bowl barrow 760m north west of The Down House",51.112953,-2.258231,scheduled_monument
"Bowl barrow 1.1km ESE of White Sheet Castle",51.108863,-2.265865,scheduled_monument
"Marston Moat",51.193069,-2.334052,scheduled_monument
"Hillfort at Fox Covert, 550m north east of Lamyatt Lodge",51.128130,-2.478528,scheduled_monument
"Two bell barrows and a bowl barrow 370m east of Clover Farm: part of a group of round barrows west of Cranmore railway station",51.182898,-2.490012,scheduled_monument
"Romano-British small town and Late Iron Age settlement at Baldock",51.989009,-0.180947,scheduled_monument
"Churchyard cross base in St John the Baptist's churchyard",52.174453,-0.940868,scheduled_monument
"Churchyard cross base in St Michael's churchyard",52.235471,-0.950751,scheduled_monument
"Radwell Roman villa",52.003935,-0.203157,scheduled_monument
"Roman villa 630m south west of Starveall Farm",51.532312,-1.627865,scheduled_monument
"Medieval settlement and associated ridge and furrow south-west of Eastrop Farm",51.631601,-1.695479,scheduled_monument
"Medieval settlement remains immediately south east of Fresden Farm",51.626292,-1.670580,scheduled_monument
"Liddington Castle",51.515805,-1.700372,scheduled_monument
"Site of watermill 290m south east of West Leaze",51.545488,-1.798742,scheduled_monument
"Churchyard cross, 10m south east of St John the Baptist's Church",51.684124,-1.704471,scheduled_monument
"Grimscar Roman tilery",53.667175,-1.803710,scheduled_monument
"Monastic grange and water control features immediately south of Thrussington Grange",52.758830,-1.047226,scheduled_monument
"Sysonby Grange, 450m west of Sysonby Farm",52.781807,-0.907297,scheduled_monument
"Braybrooke Castle: the remains of a medieval moated manor and medieval settlement remains",52.454268,-0.869977,scheduled_monument
"A late 16th century house, gardens and dovecote, 300m west of Mill Farm",52.440589,-0.698155,scheduled_monument
"Medieval cross 170m south west of Hall Farm",52.239959,-0.710360,scheduled_monument
"Market cross 44m north of the Town Hall",52.306192,-0.592755,scheduled_monument
"Churchyard cross in St Mary the Virgin churchyard",52.306427,-0.592102,scheduled_monument
"Howley Hall; a 16th century country house and gardens",53.722642,-1.614974,scheduled_monument
"Hillfort and lynchets on Castle Hill",51.619083,-1.774570,scheduled_monument
"Hall Place",51.549265,-1.691370,scheduled_monument
"Bowl barrow 210m north east of Rushy Platt Farm",51.552233,-1.804712,scheduled_monument
"Lynchets 850m west of Ridgeway Farm",51.541210,-1.649883,scheduled_monument
"Roman villa 530m west of Stanton House",51.608874,-1.750375,scheduled_monument
"Rectangular earthwork enclosure in Hill Wood, 650m south east of Grimsdyke Farm",51.889804,-1.399858,scheduled_monument
"Wickham Bushes Romano-British settlement",51.376329,-0.759227,scheduled_monument
"Five Napoleonic practice redoubts in both Crowthorne Woods and Bramshill Forest",51.374676,-0.764444,scheduled_monument
"Two sections of Roman road in Bramshill Forest between Roman Star Post and Rapley Lake",51.374093,-0.717679,scheduled_monument
"Napoleonic practice redoubt and later practice trenches on Wagbullock Hill",51.379964,-0.770509,scheduled_monument
"Caesar's Camp hillfort and the remains of a Napoleonic redoubt",51.383956,-0.760170,scheduled_monument
"Churchyard cross in St George's churchyard",52.300187,-2.742917,scheduled_monument
"Churchyard cross in St James's churchyard",52.224244,-2.447042,scheduled_monument
"Churchyard cross 40m north west of St Mary's Church",52.106107,-2.056327,scheduled_monument
"Churchyard cross in St Phillip and St James's churchyard",52.063129,-2.557632,scheduled_monument
"Churchyard cross in St Dubricius's churchyard",51.934321,-2.666037,scheduled_monument
"Churchyard cross in St Mary's churchyard",52.043644,-2.847455,scheduled_monument
"Churchyard cross in St Mary's churchyard",52.053834,-2.905094,scheduled_monument
"Churchyard cross in St Leonard's churchyard",52.064610,-2.932080,scheduled_monument
"Churchyard cross in St Mary the Virgin's churchyard",52.096091,-2.761271,scheduled_monument
"Churchyard cross in St Peter's churchyard",52.092701,-2.727203,scheduled_monument
"Churchyard cross in St Bartholomew's churchyard",52.077631,-2.723048,scheduled_monument
"Churchyard cross in St Margaret of Antioch's churchyard",52.129762,-2.735652,scheduled_monument
"Roman pottery kilns and associated features at Crambeck",54.092805,-0.877179,scheduled_monument
"Allenheads lead ore works",54.804424,-2.220033,scheduled_monument
"Mohopehead leadmine and ore works",54.844269,-2.359698,scheduled_monument
"Abberwick medieval village, tower house and open field system",55.413411,-1.803134,scheduled_monument
"East Matfen medieval village and open field system",55.035916,-1.924978,scheduled_monument
"Stainsby medieval village and open field system",54.534469,-1.282239,scheduled_monument
"Fishpond, enclosures and section of field system 165m north west of Elwick Hall",54.683720,-1.301356,scheduled_monument
"Motte castle 280m south of New Buildings Farm",51.938493,-2.842737,scheduled_monument
"Two bowl barrows at Two Burrows, 500m north and 510m north east of Two Burrows Farm",50.279064,-5.179753,scheduled_monument
"Two bowl barrows 680m north of Upper Herdswick Farm, Barbury Down",51.488725,-1.773989,scheduled_monument
"Earthwork enclosure and dewpond 490m north of Barbury Castle",51.489693,-1.786932,scheduled_monument
"Cross in the churchyard of St Mary",51.662018,-1.789610,scheduled_monument
"Stone circle immediately north east of Day House, Coate",51.539960,-1.739779,scheduled_monument
"Cross in the churchyard of St John the Baptist and St Helen",51.520985,-1.802842,scheduled_monument
"Medieval settlement and associated ridge and furrow, West Leaze",51.545495,-1.802895,scheduled_monument
"Two earthwork enclosures and a linear earthwork 625m north of Barbury Castle",51.491005,-1.786451,scheduled_monument
"Bowl barrow 85m north east of Day House Cottages",51.543182,-1.741188,scheduled_monument
"Wayside cross base in Colan churchyard",50.412730,-5.001932,scheduled_monument
"An early Christian memorial stone in Lewannick churchyard",50.600382,-4.437597,scheduled_monument
"Holy well in Michaelstow churchyard",50.577763,-4.711937,scheduled_monument
"An early Christian memorial stone in St Francis churchyard, Indian Queens",50.395029,-4.933140,scheduled_monument
"The Biscovey Stone, early Christian memorial stone and wayside cross shaft 1m south of St Mary's Church, Par",50.350112,-4.730626,scheduled_monument
"Wayside cross, 6m south of St Mary's Church, Par",50.350065,-4.730735,scheduled_monument
"Bowl barrow 400m north east of Look Farm",50.698117,-2.635410,scheduled_monument
"Bowl barrow on North Hill 750m north east of Marsh Barn",50.713502,-2.738066,scheduled_monument
"Bowl barrow 230m north east of Great Strode House",50.787762,-2.770374,scheduled_monument
"A group of four bowl barrows on Golden Cap 515m south east and 630m south east of St Gabriel's House",50.725502,-2.843520,scheduled_monument
"Three bowl barrows on Tulk's Hill 800m north of East Bexington Farm",50.677899,-2.640827,scheduled_monument
"Barrow cemetery on Hardown Hill 600m west of Butt Farm",50.746882,-2.844173,scheduled_monument
"Bowl barrow 140m south east of Broadwater Cottage",50.758661,-2.595427,scheduled_monument
"Two bowl barrows 280m north of Clyffe House",50.731045,-2.310887,scheduled_monument
"Four bowl barows 710m north, 750m north west and 950m north west of Clyffe House",50.736147,-2.316178,scheduled_monument
"Straw Barrow",50.827610,-2.077116,scheduled_monument
"Two bowl barrows and a disc barrow 960m north west and a bowl barrow 880m north west of Crab Farm",50.831244,-2.075077,scheduled_monument
"Bowl barrow 850m north west of North Farm",51.512328,-1.646415,scheduled_monument
"Highworth circle 520m north west of North Leaze Farm",51.660868,-1.728867,scheduled_monument
"Field system and earthwork enclosure on Burderop Down",51.486820,-1.770052,scheduled_monument
"Highworth circle 470m north east of North Leaze Farm",51.660421,-1.722161,scheduled_monument
"Two Highworth circles 250m and 325m north of Eastrop Farm",51.636877,-1.691166,scheduled_monument
"Four Highworth circles 150m north east of Pickett's Copse",51.614608,-1.713573,scheduled_monument
"Two Highworth circles 600m south east of North Leaze Farm",51.653185,-1.718982,scheduled_monument
"Four Highworth circles east of North Leaze Farm",51.657097,-1.723237,scheduled_monument
"Highworth circle 200m south east of Common Farm",51.635619,-1.695250,scheduled_monument
"Highworth circle 200m north east of Common Farm",51.636984,-1.694634,scheduled_monument
"Linear boundary earthwork west of Liddington Castle",51.515111,-1.703403,scheduled_monument
"Medieval shieling on south bank of White Lyne 130m WSW of confluence with Little Hare Grain",55.116510,-2.669538,scheduled_monument
