name,lat,lon,source,type_raw,subtype,date_bp,gc_distance_km,cluster
La Verna cave,42.979327,-0.796169,wikidata,megalithic_monument,natural_cave,,2039.6,Other
Tapolca Lake Cave,46.88321,17.44346,wikidata,megalithic_monument,natural_cave,,2039.7,Other
Núcleo de arte rupestre de Vale do Forno,41.073183,-7.109308,wikidata,archaeological_site,rock_cut_monumental,,2040.4,Other
Urros,41.162119,-6.840452,pleiades,mine-2,utilitarian,1980,2040.6,Other
Núcleo de arte rupestre da Canada do Amendoal,41.077983,-7.099086,wikidata,archaeological_site,rock_cut_monumental,,2040.6,Other
Potok Cave,46.449390425,14.669057497,wikidata,archaeological_site,natural_cave,,2040.9,Other
Núcleo de arte rupestre da Vermelhosa,41.084158,-7.100152,wikidata,archaeological_site,rock_cut_monumental,,2041.3,Other
Lóczy Cave,46.9690926,17.8736195,wikidata,megalithic_monument,natural_cave,,2042.1,Other
St-Sauveur-des-Pourcils,44.112588,3.400514,pleiades,mine-2,utilitarian,1980,2042.3,Other
Portes,44.270084,4.021968,pleiades,mine,utilitarian,1980,2042.7,Other
Núcleo de arte rupestre de Vale de Cabrões,41.09398,-7.115415,wikidata,archaeological_site,rock_cut_monumental,,2042.8,Other
Bessèges,44.29218,4.095978,pleiades,mine,utilitarian,1980,2043.2,Other
Chauvet Cave,44.387,4.418,curated,modified_cave,modified_cave,36000,2044.9,Other
Sepulturas antropomÃ³rficas de Fonte Fria,41.02264,-7.4211,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2045.7,Other
Sepulturas antropomÃ³rficas da Vale de Perdieiros,41.0205,-7.433,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2045.9,Other
Sepultura antropomÃ³rfica de CÃ´mbaros,41.0264,-7.4213,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2046.1,Other
Creissels,44.0653898,3.0517357,pleiades,cave,natural_cave,,2046.5,Other
Cabeço de Mua,41.247568,-6.756811,pleiades,mine-2,utilitarian,1980,2046.5,Other
Cave of colombo,45.850754,10.960651,wikidata,archaeological_site,natural_cave,,2049.1,Other
Untitled,46.5,14.5,pleiades,mine,utilitarian,1980,2049.4,Other
Untitled,46.5,14.5,pleiades,quarry,utilitarian,2280,2049.4,Other
Untitled,46.5,14.5,pleiades,quarry,utilitarian,1980,2049.4,Other
Untitled,46.5,14.5,pleiades,mine,utilitarian,1980,2049.4,Other
Untitled,46.5,14.5,pleiades,quarry,utilitarian,1980,2049.4,Other
Untitled,46.5,14.5,pleiades,mine,utilitarian,1980,2049.4,Other
Unnamed quarry group,46.5,14.5,pleiades,quarry,utilitarian,1980,2049.4,Other
Grotte de Dargilan,44.196457,3.37782,megalithic_portal,Cave or Rock Shelter,natural_cave,,2051.7,Other
Génolhac,44.350104,3.948074,pleiades,mine,utilitarian,1980,2053.0,Other
Untitled,46.736794,15.629721,pleiades,quarry,utilitarian,1980,2054.7,Other
La Grotte Aven Armand,44.2208849,3.3570454,megalithic_portal,Cave or Rock Shelter,natural_cave,,2054.8,Other
Sima de los Huesos,42.3474,-3.5178,megalithic_portal,Cave or Rock Shelter,natural_cave,,2055.7,Other
Atapuerca Caves,42.35,-3.5194,megalithic_portal,Cave or Rock Shelter,natural_cave,,2056.0,Other
Abrigo rupestre da Solhapa,41.463306,-6.377662,wikidata,archaeological_site,rock_cut_monumental,,2056.1,Other
Grotte de l'Homme Mort,44.219506,3.261671,megalithic_portal,Cave or Rock Shelter,natural_cave,,2057.1,Other
Volzhsky Art Gallery,48.78323,44.74315,wikidata,megalithic_monument,modified_cave,,2057.2,Other
Grotte de la Baumelle,44.221703,3.261527,megalithic_portal,Cave or Rock Shelter,natural_cave,,2057.4,Other
Seixo de Ansiães,41.190076,-7.265485,pleiades,mine-2,utilitarian,1980,2057.6,Other
Grotte Etcheberriko Kharbia,43.121958,-0.918206,megalithic_portal,Cave or Rock Shelter,natural_cave,,2058.0,Other
St-Beauzély,44.164364,2.957802,pleiades,mine-2,utilitarian,1980,2059.3,Other
Valsenestre,44.90922,6.054419,pleiades,mine,utilitarian,1980,2059.5,Other
Grotte Sasisiloaga,43.139509,-0.918702,megalithic_portal,Cave or Rock Shelter,natural_cave,,2059.8,Other
Gouffre de Lecia-Handia,43.064967,-1.208344,megalithic_portal,Cave or Rock Shelter,natural_cave,,2060.5,Other
Cocurès,44.348869,3.621421,pleiades,mine,utilitarian,1980,2061.3,Other
Romeyer,44.778403,5.408175,pleiades,mine,utilitarian,1980,2061.4,Other
La Condamine,44.756522,5.29229,pleiades,villa,utilitarian,1980,2062.0,Other
Gobas de LaÃ±o,42.67544,-2.623,megalithic_portal,Cave or Rock Shelter,natural_cave,,2062.2,Other
Untitled,46.794701,15.513653,pleiades,quarry,utilitarian,1980,2063.0,Other
Grotte des FÃ©es (Lavilledieu),44.58538,4.4539,megalithic_portal,Cave or Rock Shelter,natural_cave,,2064.9,Other
La Queyrie,44.83663,5.506813,pleiades,quarry,utilitarian,1980,2065.1,Other
Troglodytes Grotte,44.611,4.5428,megalithic_portal,Cave or Rock Shelter,natural_cave,,2065.4,Other
Marignac,44.802292,5.333257,pleiades,mine,utilitarian,1980,2065.8,Other
Lourdes grotto in Ossola,45.6887714,9.3470444,wikidata,megalithic_monument,natural_cave,,2066.3,Other
Abauntz cave,43.00151,-1.63333,megalithic_portal,Cave or Rock Shelter,natural_cave,,2066.4,Other
Untitled,46.5,13.5,pleiades,quarry,utilitarian,2280,2068.2,Other
Five Temple Caves,39.653883,94.778565,wikidata,archaeological_site,rock_cut_monumental,,2070.4,Other
Montmirat,44.415808,3.535949,pleiades,mine,utilitarian,1980,2070.6,Other
Villard-Notre-Dame,45.018872,6.042804,pleiades,mine-2,utilitarian,1980,2071.3,Other
CUEVA CON ENT. LS,-30.306889585,-64.102089308,wikidata,archaeological_site,natural_cave,,2071.7,Other
Le Freney,45.0442,6.124785,pleiades,mine,utilitarian,1980,2072.0,Other
Cubières,44.484225,3.756459,pleiades,mine,utilitarian,1980,2072.1,Other
Auris,45.046309,6.086561,pleiades,mine,utilitarian,1980,2073.2,Other
St-Etienne-du-Valdonnez,44.455775,3.56257,pleiades,mine,utilitarian,1980,2074.1,Other
Macedinho,41.405245,-7.104955,pleiades,mine-2,utilitarian,1980,2074.2,Other
Sanctuary of Minerva at Spinera,45.954100038,10.2847574838,pleiades,"sanctuary, archaeological-site",utilitarian,2950,2074.4,Other
CUEVA Y MORTERO LS,-30.316041611,-64.056733424,wikidata,archaeological_site,natural_cave,,2074.8,Other
Villarodin-Bourget,45.207256,6.709531,pleiades,mine,utilitarian,1980,2075.3,Other
CUEVA PINTADA,-31.020416,-65.420665,wikidata,archaeological_site,natural_cave,,2075.3,Other
Bramans,45.223762,6.775785,pleiades,mine,utilitarian,1980,2075.5,Other
Flaviac,44.747032,4.673747,pleiades,mine-2,utilitarian,1980,2076.4,Other
Victumulae,45.505531,7.999899,pleiades,mine-2,utilitarian,2280,2076.9,Other
Sepultura de Vila ChÃ£,41.326758,-7.488206,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2079.0,Other
Treffen,46.668245,13.854454,pleiades,mine,utilitarian,1980,2079.6,Other
Gummern,46.655517,13.768338,pleiades,mine,utilitarian,1980,2079.8,Other
Sotto Roccia shelter II,46.02085,10.351939,megalithic_portal,Cave or Rock Shelter,natural_cave,,2080.1,Other
Grotte de MayriÃ¨re SupÃ©rieure,44.04,1.682,megalithic_portal,Cave or Rock Shelter,natural_cave,,2080.5,Other
Allenc,44.541645,3.661755,pleiades,mine,utilitarian,1980,2080.6,Other
Dolmen du Thyl,45.2247,6.4955,megalithic_portal,Cave or Rock Shelter,natural_cave,,2082.2,Other
Abris sous roche du chÃ¢teau de Bruniquel,44.057,1.667,megalithic_portal,Cave or Rock Shelter,natural_cave,,2082.6,Other
Bruniquel Cave,44.061944,1.676111,megalithic_portal,Cave or Rock Shelter,natural_cave,,2082.9,Other
Peyrus,44.913098,5.1055,pleiades,mine,utilitarian,1980,2083.1,Other
Szemlő-hegy Cave,47.528333333,19.025833333,wikidata,megalithic_monument,natural_cave,,2084.9,Other
Lourdes grotto,46.219810741,11.124620258,wikidata,megalithic_monument,natural_cave,,2085.2,Other
Pál-völgy Cave,47.53327,19.0159,wikidata,megalithic_monument,natural_cave,,2085.6,Other
Sepulturas medievais de QuintÃ£,41.14325,-8.26265,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2086.4,Other
Néron cave,44.8829,4.8475,wikidata,archaeological_site,natural_cave,,2086.4,Other
Abrigos rupestres do Regato das Bouças,41.47046458,-7.27912831,wikidata,archaeological_site,rock_cut_monumental,,2086.6,Other
Duel,46.6988267,13.648147,pleiades,"fortified-settlement, settlement, quarry",utilitarian,1650,2086.8,Other
Grottes d'Isturitz et d'Otsozelaia,43.353132,-1.206031,megalithic_portal,Cave or Rock Shelter,natural_cave,,2090.3,Other
Cuevas de Urdax,43.27677,-1.51251,megalithic_portal,Cave or Rock Shelter,natural_cave,,2091.4,Other
Ciota Ciara,45.7109069,8.3108798,pleiades,cave,natural_cave,250,2091.7,Other
Crussol,44.938143,4.852526,pleiades,mine,utilitarian,1980,2092.1,Other
Caves of Sare,43.2683,-1.57139,wikidata,archaeological_site,natural_cave,,2092.2,Other
Sepulturas rupestres da Portela,41.2063,-8.2547,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2092.6,Other
Grotta dell'Acqua Bianca,45.937280017,9.353473755,wikidata,megalithic_monument,natural_cave,,2092.7,Other
Choranche cave,45.0746,5.39819,wikidata,megalithic_monument,natural_cave,,2093.0,Other
CAMINEGUAS,-30.50978,-64.04177,wikidata,archaeological_site,utilitarian,,2094.0,Other
Caves of Thaïs,45.0601977,5.2463729,wikidata,megalithic_monument,natural_cave,,2095.2,Other
St-Léger-de-Peyre,44.593667,3.302594,pleiades,mine,utilitarian,1980,2095.3,Other
Três Minas,41.492858,-7.506858,pleiades,mine,utilitarian,1980,2096.5,Other
Cave of Canova,45.97874,9.34368,wikidata,megalithic_monument,natural_cave,,2097.3,Other
Grotta Azzurra,45.957112598,9.218545515,wikidata,megalithic_monument,natural_cave,,2097.7,Other
St-Romain-de-Lerps,44.979245,4.796771,pleiades,mine,utilitarian,1980,2097.8,Other
Arditurri,43.272638,-1.796121,pleiades,mine-2,utilitarian,1980,2099.3,Other
Serra de S. Justa,41.190444,-8.508599,pleiades,mine-2,utilitarian,1980,2099.6,Other
Les Cuves Grotte,45.20801,5.65753,megalithic_portal,Cave or Rock Shelter,natural_cave,,2100.7,Other
CUEVA DEL INDIO,-30.767244215,-64.400796391,wikidata,archaeological_site,natural_cave,,2100.9,Other
Szelim cave,47.5903,18.4069,wikidata,megalithic_monument,natural_cave,,2101.2,Other
Les Hurtières,45.287183,5.969157,pleiades,mine,utilitarian,1980,2101.5,Other
La Maladrerie,44.332328,2.032217,pleiades,"settlement, mine-2",utilitarian,1980,2101.6,Other
Grotte Duruthy,43.5162,-1.0269,megalithic_portal,Cave or Rock Shelter,natural_cave,,2102.0,Other
Jales,41.500958,-7.648736,pleiades,mine,utilitarian,1980,2102.1,Other
Grotte De La Ture,45.1992,5.5412,megalithic_portal,Cave or Rock Shelter,natural_cave,,2102.6,Other
Grotte de Bouche Roland,44.47339,2.505935,megalithic_portal,Cave or Rock Shelter,natural_cave,,2103.7,Other
Gisements de Brassempouy,43.63,-0.695,megalithic_portal,Cave or Rock Shelter,natural_cave,,2104.3,Other
Astigarraga cave,43.28065,-1.94756,megalithic_portal,Cave or Rock Shelter,natural_cave,,2104.6,Other
Grotte du Pape,43.629427,-0.71862,megalithic_portal,Cave or Rock Shelter,natural_cave,,2104.9,Other
grotta della Madonnina,46.409413382,11.144047379,wikidata,megalithic_monument,natural_cave,,2105.1,Other
Grotte de la Perte de Cros,44.320223,1.777894,megalithic_portal,Cave or Rock Shelter,natural_cave,,2107.2,Other
Estação de arte rupestre de Lamelas,41.512335,-7.807797,wikidata,archaeological_site,rock_cut_monumental,,2108.6,Other
Pushkin grotto (Kam'yanka),49.035434,32.10484,wikidata,megalithic_monument,natural_cave,,2110.3,Other
Mogao Caves (Dunhuang),40.042,94.809,curated,rock_cut_monumental,rock_cut_monumental,1590,2110.5,Other
Cueva de Askondo,43.130556,-2.668056,megalithic_portal,Cave or Rock Shelter,natural_cave,,2110.6,Other
Sistema del Hayal de Ponata,43.009022,-3.085486,megalithic_portal,Cave or Rock Shelter,natural_cave,,2110.7,Other
Axlor cave,43.12122,-2.7281398,wikidata,archaeological_site,natural_cave,,2111.5,Other
Cishansi Grottoes,34.677788,107.834734,wikidata,archaeological_site,natural_cave,,2112.2,Other
RepolusthÃ¶hle,47.228889,15.3475,megalithic_portal,Cave or Rock Shelter,natural_cave,,2112.9,Other
Macôt-La-Plagne,45.553337,6.672046,pleiades,mine,utilitarian,1980,2112.9,Other
Cloup de Layrou,44.4105,1.9072,megalithic_portal,Cave or Rock Shelter,natural_cave,,2113.1,Other
Villette,45.54698,6.608811,pleiades,mine,utilitarian,1980,2113.7,Other
França,41.959152,-6.603865,pleiades,mine-2,utilitarian,1980,2114.1,Other
Santakutz cave,43.25515873,-2.38349285,wikidata,archaeological_site,natural_cave,,2114.9,Other
Lapa do Santo Rock shelter,-19.477778,-44.038889,megalithic_portal,Cave or Rock Shelter,natural_cave,,2116.1,Other
Praileaitz Cave,43.2771,-2.36795,wikidata,archaeological_site,natural_cave,,2116.7,Other
Longyou Caves,29.0616,119.184,wikidata,archaeological_site,natural_cave,,2117.6,Other
Grotte de Foissac,44.502628,2.006713,megalithic_portal,Cave or Rock Shelter,natural_cave,,2120.1,Other
Peskő Cave,48.048033333,20.4236,wikidata,archaeological_site,natural_cave,,2121.0,Other
Poço das Freitas,41.688742,-7.665115,pleiades,mine,utilitarian,1980,2121.7,Other
Medieval modern mine,46.16558,9.10191,wikidata,archaeological_site,utilitarian,1000,2122.5,Other
Diósgyőrtapolca Cave,48.096808333,20.688472222,wikidata,archaeological_site,natural_cave,,2122.6,Other
Grottes des Echelles,45.4505,5.7923,megalithic_portal,Cave or Rock Shelter,natural_cave,,2123.0,Other
Istállós-kői Cave,48.07166667,20.41888889,wikidata,archaeological_site,natural_cave,,2123.7,Other
Szent István Cave,48.099666666,20.6214,wikidata,megalithic_monument,natural_cave,,2123.9,Other
Anna Cave,48.10506,20.62496,wikidata,megalithic_monument,natural_cave,,2124.4,Other
Complexo Mineiro do Vale Superior do Rio Terva,41.737888,-7.598335,wikidata,archaeological_site,utilitarian,,2124.5,Other
Szeleta Cave,48.1082,20.631616666,wikidata,archaeological_site,natural_cave,,2124.6,Other
Blavozy,45.056886,3.979857,pleiades,mine,utilitarian,1980,2126.6,Other
Grotte du Moulin (Saint-Cirq-Lapopie),44.473702,1.648804,megalithic_portal,Cave or Rock Shelter,natural_cave,,2126.7,Other
Grotte Christian,44.480662,1.650416,megalithic_portal,Cave or Rock Shelter,natural_cave,,2127.4,Other
Grotte de Roland,44.366689,1.193688,megalithic_portal,Cave or Rock Shelter,natural_cave,,2127.9,Other
Grotte Carriot,44.486419,1.643215,megalithic_portal,Cave or Rock Shelter,natural_cave,,2128.2,Other
Annonay,45.240204,4.668358,pleiades,mine,utilitarian,1980,2128.5,Other
Grottes de Marcenac,44.4939,1.6536,megalithic_portal,Cave or Rock Shelter,natural_cave,,2128.7,Other
ABRIGO 1 CUEVA DE LOS INDIOS O,-31.13553889,-64.55001111,wikidata,archaeological_site,natural_cave,,2128.8,Other
LAS CUEVAS 10,-31.13377222,-64.54295833,wikidata,archaeological_site,natural_cave,,2128.9,Other
"Ancient Slavic cave temple, Monastyrok",48.73075,25.85366667,wikidata,temple,rock_cut_monumental,,2128.9,Other
Grotte de la Bigourdane,44.4794,1.58194,megalithic_portal,Cave or Rock Shelter,natural_cave,,2129.1,Other
Grotte des FÃ©es (Curienne),45.556484,6.0004,megalithic_portal,Cave or Rock Shelter,natural_cave,,2129.2,Other
Saint-Christophe Caves,45.5,5.75,wikidata,megalithic_monument,natural_cave,,2129.3,Other
Grotte de Pargouzet,44.489686,1.61152,megalithic_portal,Cave or Rock Shelter,natural_cave,,2129.4,Other
ABRIGO 2 O LAS CUEVAS 9,-31.13377222,-64.53432778,wikidata,archaeological_site,natural_cave,,2129.4,Other
Río Eria,42.259242,-6.13803,pleiades,mine,utilitarian,1980,2129.6,Other
Armintxe Cave,43.361944,-2.508056,megalithic_portal,Cave or Rock Shelter,natural_cave,,2129.7,Other
Grotte du Cantal,44.5069,1.65528,megalithic_portal,Cave or Rock Shelter,natural_cave,,2130.0,Other
Grotte de Pech-Merle,44.5075,1.6444,megalithic_portal,Cave or Rock Shelter,natural_cave,,2130.4,Other
Vimines,45.546291,5.865151,pleiades,mine,utilitarian,1980,2131.4,Other
LAS CUEVAS 5,-31.15028889,-64.51784444,wikidata,archaeological_site,natural_cave,,2131.7,Other
LAS CUEVAS 2,-31.148476,-64.507176,wikidata,archaeological_site,natural_cave,,2132.1,Other
Grotte de Sainte-Eulalie,44.59379,1.87318,megalithic_portal,Cave or Rock Shelter,natural_cave,,2133.2,Other
Verteba Cave,48.78885,25.87149,megalithic_portal,Cave or Rock Shelter,natural_cave,,2135.1,Other
Grotte du Cuzoul des Brasconnies,44.599,1.741,megalithic_portal,Cave or Rock Shelter,natural_cave,,2137.3,Other
Kals,47.001202,12.645139,pleiades,mine-2,utilitarian,1980,2138.5,Other
Untitled,47.5,15.5,pleiades,quarry,utilitarian,1980,2139.5,Other
Matrei,46.996813,12.541439,pleiades,mine,utilitarian,1980,2140.1,Other
In Alpe,47.193251,13.613342,pleiades,mine,utilitarian,1980,2140.7,Other
Sepulturas antropomÃ³rficas de DonÃµes,41.8273,-7.8247,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2141.2,Other
Sepulturas antropomÃ³rficas de Santo AdriÃ£o,41.84162,-7.78837,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2141.4,Other
Venta Laperra,43.3287,-3.03177,megalithic_portal,Cave or Rock Shelter,natural_cave,,2142.0,Other
Grotte de PÃ©gourie,44.62,1.642,megalithic_portal,Cave or Rock Shelter,natural_cave,,2142.2,Other
Virgen,47.003505,12.458477,pleiades,mine,utilitarian,2280,2142.4,Other
Fauteuil de CÃ©sar,44.5153,1.2128,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2142.9,Other
Valduerna,42.382257,-6.163398,pleiades,mine,utilitarian,1980,2143.0,Other
Somorrostro,43.321825,-3.123243,pleiades,mine-2,utilitarian,1980,2144.1,Other
Amanchor Cave,5.865401,7.806925,wikidata,megalithic_monument,natural_cave,,2144.6,Other
Grotte de Cassegros,44.441348,0.858909,megalithic_portal,Cave or Rock Shelter,natural_cave,,2144.9,Other
CUEVA LS,-31.399154,-64.730138,wikidata,archaeological_site,natural_cave,,2145.1,Other
CUEVA4 CON MORTEROS LS,-31.356212,-64.647191,wikidata,archaeological_site,natural_cave,,2145.1,Other
Cordon,45.625125,5.62964,pleiades,mine,utilitarian,1980,2145.4,Other
CUEVA3 LS,-31.344583,-64.617132,wikidata,archaeological_site,natural_cave,,2145.4,Other
Arco Caves,43.25,-3.45,megalithic_portal,Cave or Rock Shelter,natural_cave,,2146.6,Other
La Haza,43.25,-3.45,megalithic_portal,Cave or Rock Shelter,natural_cave,,2146.6,Other
Pondra,43.25,-3.45,megalithic_portal,Cave or Rock Shelter,natural_cave,,2146.6,Other
Mer de Glace ice cave,45.9287656,6.9225683,wikidata,megalithic_monument,natural_cave,,2146.7,Other
Baiyin Huoyanshan National Mine Park,36.65032,104.22717,wikidata,megalithic_monument,utilitarian,,2146.8,Other
Covalanas,43.258889,-3.463889,megalithic_portal,Cave or Rock Shelter,natural_cave,,2148.0,Other
Grotte de Roucadou,44.72087,1.81573,megalithic_portal,Cave or Rock Shelter,natural_cave,,2148.0,Other
CUEVA2 LS,-31.369645,-64.612652,wikidata,archaeological_site,natural_cave,,2148.0,Other
Grotte des Escabasses,44.718618,1.798614,megalithic_portal,Cave or Rock Shelter,natural_cave,,2148.3,Other
Fay,45.661997,5.671117,pleiades,mine,utilitarian,1980,2148.3,Other
La Chapelle-du-Mont-du-Chat,45.705948,5.853167,pleiades,mine,utilitarian,1980,2148.6,Other
As Muradellas Mine,41.931071,-7.736141,pleiades,mine-2,utilitarian,1980,2148.8,Other
Antoger,45.726058,5.918824,pleiades,mine,utilitarian,1980,2149.1,Other
Habitat prÃ©historique sous Abri du Blot,45.14701,3.46413,megalithic_portal,Cave or Rock Shelter,natural_cave,,2149.3,Other
CUEVA5 LS,-31.351668,-64.550778,wikidata,archaeological_site,natural_cave,,2149.3,Other
Abri du Roc de Cavart,44.536,1.049,megalithic_portal,Cave or Rock Shelter,modified_cave,,2149.6,Other
Cullalvera,43.287203,-3.444214,megalithic_portal,Cave or Rock Shelter,natural_cave,,2150.3,Other
Untitled,47.528063,14.908581,pleiades,mine,utilitarian,1980,2153.0,Other
Shuanglong Cave,29.20277778,119.62083333,wikidata,megalithic_monument,natural_cave,,2153.2,Other
Bembibre,42.179181,-7.112788,pleiades,mine-2,utilitarian,1980,2153.3,Other
Yulin Caves,40.059154,95.936136,wikidata,archaeological_site,natural_cave,,2153.7,Other
Binghu Cave,29.1854036,119.6703945,wikidata,megalithic_monument,natural_cave,,2154.1,Other
Beaune-sur-Arzon,45.279466,3.815973,pleiades,mine-2,utilitarian,1980,2154.2,Other
Río Turienzo,42.485816,-6.190975,pleiades,mine,utilitarian,1980,2154.5,Other
Brangues,45.6942008101,5.53948109656,pleiades,quarry,utilitarian,1980,2154.9,Other
Untitled,47.5,14.5,pleiades,quarry,utilitarian,1980,2157.4,Other
Louviño,42.075608,-7.561039,pleiades,mine-2,utilitarian,1980,2157.6,Other
Dafosi Grottoes,35.07346,107.99231,wikidata,archaeological_site,natural_cave,,2157.6,Other
Trept,45.687054,5.321341,pleiades,mine,utilitarian,1980,2159.5,Other
South Grotto Temple,35.3634,107.4486,wikidata,archaeological_site,rock_cut_monumental,,2161.4,Other
Grotte des Merveilles,44.805662,1.625366,megalithic_portal,Cave or Rock Shelter,natural_cave,,2162.0,Other
Le Crêt-du-Maure,45.895203,6.1252,pleiades,mine,utilitarian,1980,2162.0,Other
Río Cabrera,42.444825,-6.591897,pleiades,mine,utilitarian,1980,2163.3,Other
Grotte de Cougnac,44.757109,1.375909,megalithic_portal,Cave or Rock Shelter,natural_cave,,2163.7,Other
Gouffre de Padirac,44.8582,1.7504,megalithic_portal,Cave or Rock Shelter,natural_cave,,2164.1,Other
St-Andéol-le-Château,45.584922,4.696435,pleiades,mine,utilitarian,1980,2164.1,Other
Las Omañas,42.683343,-5.86966,pleiades,mine-2,utilitarian,1980,2164.3,Other
Grotte de Miers,44.854,1.726,megalithic_portal,Cave or Rock Shelter,natural_cave,,2164.4,Other
Kulthöhle Zillis,46.6311,9.44068,wikidata,archaeological_site,natural_cave,,2164.8,Other
Cueva Hornos de la PeÃ±a,43.2613,-4.03002,megalithic_portal,Cave or Rock Shelter,natural_cave,,2165.6,Other
La Leitosa,42.5,-6.5,pleiades,mine,utilitarian,1980,2165.9,Other
Spannagel Cave,47.080277777,11.671666666,wikidata,megalithic_monument,natural_cave,,2166.3,Other
Cueva de Las Monedas,43.28888,-3.9676,megalithic_portal,Cave or Rock Shelter,natural_cave,,2166.5,Other
Cueva de La Pasiega,43.29103,-3.9643,megalithic_portal,Cave or Rock Shelter,natural_cave,,2166.6,Other
"Refuge du Vallon de Réchy - fairy grotto, ruins of the medieval castle",46.24321,7.49918,wikidata,archaeological_site,natural_cave,1000,2166.7,Other
El Castillo (Cantabria),43.292287,-3.965515,megalithic_portal,Cave or Rock Shelter,natural_cave,,2166.8,Other
Massiac,45.250965,3.197007,pleiades,mine,utilitarian,1980,2167.1,Other
Domica,48.4778,20.4703,megalithic_portal,Cave or Rock Shelter,natural_cave,,2167.3,Other
Montagny,45.62842,4.747517,pleiades,mine,utilitarian,1980,2167.5,Other
Gisement de Fieux,44.8767,1.6887,megalithic_portal,Cave or Rock Shelter,natural_cave,,2167.7,Other
"Derotchia Valley Refuge – Fairy Grotto, Ruins of the Medieval Castle",46.24359,7.45237,wikidata,archaeological_site,natural_cave,1000,2167.9,Other
"Einhornhöhle (""Unicorn Cave"")",47.8575,16.0897,wikidata,megalithic_monument,natural_cave,,2168.0,Other
Grotte de Lacave,44.85,1.56,megalithic_portal,Cave or Rock Shelter,natural_cave,,2168.4,Other
La Garma,43.408,-3.661,megalithic_portal,Cave or Rock Shelter,natural_cave,,2169.3,Other
cave paintings above the underground lake,46.25573,7.42956,wikidata,archaeological_site,modified_cave,,2169.7,Other
Matisi Grottoes,38.4843,100.4173,wikidata,archaeological_site,natural_cave,,2170.0,Other
Kraushöhle,47.668,14.8033,wikidata,megalithic_monument,natural_cave,,2170.0,Other
Las Médulas,42.4555079698,-6.76689836696,pleiades,"archaeological-site, mine-2",utilitarian,1980,2170.1,Other
Grotte de Bourgnetou,44.855,1.514,megalithic_portal,Cave or Rock Shelter,natural_cave,,2170.2,Other
Ferrières,45.967755,6.088465,pleiades,mine,utilitarian,1980,2170.6,Other
"National Gallery of art museum , Umuahia",5.5292484,7.518826,wikidata,megalithic_monument,modified_cave,,2170.8,Other
Montalieu,45.814079,5.403811,pleiades,mine,utilitarian,1980,2170.9,Other
CUEVA DEL PUESTO LAS AGUADAS,-31.672555555,-64.734416666,wikidata,archaeological_site,natural_cave,,2171.0,Other
La Garma cave complex,43.43055556,-3.66583333,wikidata,archaeological_site,natural_cave,,2171.8,Other
Grotte du Mammouth,44.80106,1.228729,megalithic_portal,Cave or Rock Shelter,natural_cave,,2172.3,Other
Grotte de la Martine,44.802823,1.214038,megalithic_portal,Cave or Rock Shelter,modified_cave,,2172.9,Other
Grotte du Pigeonnier,44.806154,1.225781,megalithic_portal,Cave or Rock Shelter,natural_cave,,2172.9,Other
Serra de Arga,41.841935,-8.72104,pleiades,mine-2,utilitarian,1980,2172.9,Other
former lead mine with processing plant,46.36341,7.75928,wikidata,archaeological_site,utilitarian,,2173.6,Other
Villebois,45.8489,5.434553,pleiades,mine,utilitarian,1980,2173.8,Other
Tiantishan Grottoes,37.56555556,102.74027778,wikidata,archaeological_site,natural_cave,,2174.1,Other
Chufin,43.22901,-4.41657,megalithic_portal,Cave or Rock Shelter,natural_cave,,2174.3,Other
El Pendo Cueva,43.38848,-3.91224,megalithic_portal,Cave or Rock Shelter,natural_cave,,2175.0,Other
Monumentos Megalíticos e Arte Rupestre do Planalto de Castro Laboreiro,42.065487,-8.111293,wikidata,archaeological_site,rock_cut_monumental,,2175.0,Other
Metro Cave / Te Ananui Cave,-41.93416667,171.48333333,wikidata,megalithic_monument,natural_cave,,2175.3,Other
Untitled,47.5,13.5,pleiades,quarry,utilitarian,1980,2175.8,Other
Untitled,47.5,13.5,pleiades,quarry,utilitarian,1980,2175.8,Other
Untitled,47.5,13.5,pleiades,"mine, quarry",utilitarian,1980,2175.8,Other
Grottes de la Balme,45.8525955,5.3395579,megalithic_portal,Cave or Rock Shelter,natural_cave,,2176.5,Other
Gombasek Cave,48.562438,20.46308,wikidata,megalithic_monument,natural_cave,,2176.6,Other
Cave of Valporquero,42.906211,-5.558997,wikidata,megalithic_monument,natural_cave,,2177.1,Other
Grotte du Roc de Vezac,44.8353,1.16528,megalithic_portal,Cave or Rock Shelter,natural_cave,,2177.6,Other
Abris-sous-roche de Combe-Capelle,44.75274,0.84792,megalithic_portal,Cave or Rock Shelter,natural_cave,,2177.7,Other
Montefurado,42.391373,-7.206702,pleiades,mine-2,utilitarian,1980,2178.0,Other
L’Abergement,46.046053,6.108235,pleiades,mine,utilitarian,2280,2178.4,Other
