name,lat,lon,source,type_raw,subtype,date_bp,gc_distance_km,cluster
Sopena,43.4647222,-3.8044444,megalithic_portal,Cave or Rock Shelter,natural_cave,,2179.6,Other
Allas-les-Mines,44.833605,1.073578,pleiades,villa,utilitarian,1980,2179.9,Other
Altamira Cave,43.378,-4.12,curated,modified_cave,modified_cave,15000,2180.4,Other
Gamssulzenhöhle,47.68,14.295833333,wikidata,archaeological_site,natural_cave,,2180.5,Other
Cueva de CudÃ³n,43.41577,-4.01231,megalithic_portal,Cave or Rock Shelter,natural_cave,,2180.9,Other
Cave of El Soplao,43.29638889,-4.41,wikidata,megalithic_monument,natural_cave,,2181.0,Other
Cave of Chufín,43.290555555,-4.458055555,wikidata,megalithic_monument,natural_cave,,2181.9,Other
Jasovská Cave,48.677222222,20.975833333,wikidata,megalithic_monument,natural_cave,,2182.0,Other
Hauteville-Lompnes,45.976517,5.602513,pleiades,mine,utilitarian,1980,2183.2,Other
Ruiseñada,43.3639,-4.290536,pleiades,mine-2,utilitarian,1980,2184.2,Other
Mont Salève,46.116245,6.166541,pleiades,mine,utilitarian,1980,2184.4,Other
Franclens,46.042471,5.829352,pleiades,quarry,utilitarian,1980,2184.7,Other
Xumishan grottoes,36.27444444,105.98527778,wikidata,archaeological_site,natural_cave,,2185.7,Other
Gravuras Rupestres da Tapada de Ozão e do Monte da Lage,42.010227203,-8.59428215,wikidata,archaeological_site,rock_cut_monumental,,2185.7,Other
Gisement de la Gravette,44.804394,0.732328,megalithic_portal,Cave or Rock Shelter,natural_cave,,2186.2,Other
Grotte de Cussac,44.837,0.858,megalithic_portal,Cave or Rock Shelter,natural_cave,,2186.2,Other
Abri du Pas-EstrÃ©t,44.908208,1.125024,megalithic_portal,Cave or Rock Shelter,natural_cave,,2186.3,Other
Grotte de Puymartin,44.912,1.141,megalithic_portal,Cave or Rock Shelter,modified_cave,,2186.3,Other
Salzofen cave,47.6807,13.936,wikidata,archaeological_site,natural_cave,,2187.2,Other
Cueva de la Loja,43.32876,-4.548351,megalithic_portal,Cave or Rock Shelter,natural_cave,,2188.6,Other
"Our Lady of Lourdes Grotto, Heiligenkreuz (Lower Austria)",48.05486,16.12958,wikidata,megalithic_monument,natural_cave,,2188.7,Other
North Grotto Temple,35.611,107.5322,wikidata,archaeological_site,rock_cut_monumental,,2189.2,Other
Grotte dite Sous le Grand Lac,44.927543,1.072055,megalithic_portal,Cave or Rock Shelter,natural_cave,,2189.8,Other
Ochtinská Aragonite Cave,48.664719444,20.309169444,wikidata,megalithic_monument,natural_cave,,2189.9,Other
Gisement de Limeuil,44.883,0.89,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.1,Other
Grotte de Bernifal,44.931,1.068,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.2,Other
La Combe cave,44.9152,1.0093,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.2,Other
Grotte de Commarque,44.942204,1.101688,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.5,Other
Cueva de Subores,43.319745,-4.643183,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.6,Other
Grotte du Roc de Marsal,44.909587,0.96984,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.7,Other
Abri de Laussel,44.947222,1.106944,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.9,Other
Grotte de la Mouthe,44.924733,1.020722,megalithic_portal,Cave or Rock Shelter,natural_cave,,2190.9,Other
Abri du Cap-Blanc,44.945719,1.097247,megalithic_portal,Cave or Rock Shelter,natural_cave,,2191.0,Other
Abri de la GrÃ¨ze,44.945591,1.090238,megalithic_portal,Cave or Rock Shelter,natural_cave,,2191.2,Other
Font-de-Gaume,44.9352,1.0288,megalithic_portal,Cave or Rock Shelter,natural_cave,,2191.7,Other
Grotte d'Abzac,44.934,1.017,megalithic_portal,Cave or Rock Shelter,natural_cave,,2191.9,Other
Grotte de la Croze,44.934,1.017,megalithic_portal,Cave or Rock Shelter,natural_cave,,2191.9,Other
Cueva de LlonÃ­n,43.332951,-4.653482,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.3,Other
Grotte des Combarelles 1,44.9436,1.0421,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.3,Other
Grotte des Combarelles II,44.944,1.042,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.3,Other
Limeuil Jardin MusÃ©e,44.904,0.889,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.3,Other
Gisement du Pataud,44.938,1.012,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.5,Other
Grotte du Sorcier,44.925848,0.967094,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.5,Other
Abri de Cro-Magnon,44.9406,1.0096,megalithic_portal,Cave or Rock Shelter,natural_cave,,2192.8,Other
Cueva de TraÃºno,43.317435,-4.725966,megalithic_portal,Cave or Rock Shelter,natural_cave,,2193.0,Other
Cueva del Bosque del TÃ¡ranu,43.285578,-4.8313257,megalithic_portal,Cave or Rock Shelter,natural_cave,,2193.0,Other
Grotte de l'Oreille d'Enfer,44.942352,1.000098,megalithic_portal,Cave or Rock Shelter,natural_cave,,2193.3,Other
Abri de Lartet,44.9437,0.9978,megalithic_portal,Cave or Rock Shelter,modified_cave,,2193.5,Other
Abri du Poisson,44.9439,0.9982,megalithic_portal,Cave or Rock Shelter,natural_cave,,2193.5,Other
Grotte de Bara-Bahau,44.9239834,0.9219393,megalithic_portal,Cave or Rock Shelter,natural_cave,,2193.5,Other
Montverdun,45.714444,4.066671,pleiades,quarry,utilitarian,2700,2193.5,Other
Cueva de CoÃ­mbre,43.334387,-4.689531,megalithic_portal,Cave or Rock Shelter,natural_cave,,2193.6,Other
Grotte de Grand Roc,44.949,0.998,megalithic_portal,Cave or Rock Shelter,natural_cave,,2194.0,Other
Abri de Laugerie-Basse,44.94973,0.998276,megalithic_portal,Cave or Rock Shelter,natural_cave,,2194.1,Other
Abri de Laugerie-Haute,44.953,1.003,megalithic_portal,Cave or Rock Shelter,natural_cave,,2194.3,Other
Gisement de la Micoque,44.957639,1.006314,megalithic_portal,Cave or Rock Shelter,natural_cave,,2194.7,Other
Abri de la Madeleine,44.9679,1.0289,megalithic_portal,Cave or Rock Shelter,natural_cave,,2195.2,Other
Cueva el Pindal,43.397655,-4.532897,megalithic_portal,Cave or Rock Shelter,natural_cave,,2195.2,Other
Grotte de La ForÃªt,44.976835,1.056051,megalithic_portal,Cave or Rock Shelter,natural_cave,,2195.3,Other
Cueva de Mazaculos,43.388349,-4.569175,megalithic_portal,Cave or Rock Shelter,natural_cave,,2195.4,Other
Abrigo de Falo,43.311533,-4.832354,megalithic_portal,Cave or Rock Shelter,natural_cave,,2195.7,Other
Cueva de La PeÃ±a del Alba,43.312126,-4.835014,megalithic_portal,Cave or Rock Shelter,natural_cave,,2195.8,Other
Abri de la Ferrassie,44.952,0.938,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.0,Other
Gouffre de Blagour,45.09180223,1.475015634,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.0,Other
Gisements de Creysse,44.855,0.567,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.1,Other
Abri Castanet,44.999438,1.101588,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.5,Other
Abri Reverdit,44.999415,1.100501,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.5,Other
Grotte du Moulin de Laguenay,45.096172,1.471958,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.5,Other
Cueva de los Canes,43.329736,-4.79991,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.6,Other
Cueva de El Bosque,43.310971,-4.865956,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.7,Other
"Drachenloch, Paleolithic dwelling cave",46.925277777,9.413055555,wikidata,archaeological_site,utilitarian,40000,2196.7,Other
Abri de Ruth,44.991,1.052,megalithic_portal,Cave or Rock Shelter,natural_cave,,2196.9,Other
Abri du Moustier,44.994424,1.059823,megalithic_portal,Cave or Rock Shelter,natural_cave,,2197.1,Other
Abrigos de Berodia,43.311721,-4.882994,megalithic_portal,Cave or Rock Shelter,natural_cave,,2197.3,Other
Grotte d'Esclauzur,45.103,1.461,megalithic_portal,Cave or Rock Shelter,natural_cave,,2197.5,Other
Cueva de La Covaciella,43.318056,-4.875,megalithic_portal,Cave or Rock Shelter,natural_cave,,2197.7,Other
Belcatre-Hault,45.015,1.108,megalithic_portal,Cave or Rock Shelter,natural_cave,,2197.9,Other
Páramo del Sil,42.820231,-6.488215,pleiades,mine-2,utilitarian,1980,2198.2,Other
Abrigo de Soberaos,43.326645,-4.865742,megalithic_portal,Cave or Rock Shelter,natural_cave,,2198.3,Other
Grottes de Perrier,45.548957,3.197552,megalithic_portal,Cave or Rock Shelter,natural_cave,,2198.3,Other
Chessy-les-Mines,45.888836,4.606207,pleiades,settlement,utilitarian,2280,2198.4,Other
Lucenay,45.912928,4.702564,pleiades,mine,utilitarian,1980,2198.5,Other
Valle Rabón,42.893018,-6.283713,pleiades,mine,utilitarian,1980,2199.0,Other
Grotte de la Colombiere,46.083301544189,5.4000000953674,megalithic_portal,Cave or Rock Shelter,natural_cave,,2199.4,Other
ore miner's house,46.709231549,8.244540821,wikidata,archaeological_site,utilitarian,,2199.4,Other
Cueva de Cordoveganes,43.398468,-4.67155,megalithic_portal,Cave or Rock Shelter,natural_cave,,2199.6,Other
MusÃ©e de Thot,45.035652,1.123258,megalithic_portal,Cave or Rock Shelter,natural_cave,,2199.6,Other
Lascaux Cave,45.054,1.168,curated,modified_cave,modified_cave,17000,2200.3,Other
Grotte de Rouffignac,45.008774,0.987912,megalithic_portal,Cave or Rock Shelter,natural_cave,,2200.5,Other
Puebla del Brollón,42.557586,-7.396161,pleiades,mine,utilitarian,1980,2201.2,Other
Chapelle-aux-Saints,45.159,1.522,megalithic_portal,Cave or Rock Shelter,natural_cave,,2201.7,Other
Grotte de Puy Jarrige,45.159,1.522,megalithic_portal,Cave or Rock Shelter,natural_cave,,2201.7,Other
El Caurel,42.675756,-7.059989,pleiades,mine-2,utilitarian,1980,2202.2,Other
Grottes de Jonas,45.54138,2.99306,megalithic_portal,Cave or Rock Shelter,natural_cave,,2202.8,Other
Hernals,48.218069,16.332406,pleiades,"production, mine-2",utilitarian,1980,2202.9,Other
Cueva de La HerrerÃ­a,43.400152,-4.774718,megalithic_portal,Cave or Rock Shelter,natural_cave,,2203.0,Other
Wenshushan Grottoes,39.6469,98.34099,wikidata,archaeological_site,natural_cave,,2203.6,Other
Cueva El CovarÃ³n,43.408228,-4.776735,megalithic_portal,Cave or Rock Shelter,natural_cave,,2203.9,Other
Grotte de Saint-Sours,45.125627,1.29177,megalithic_portal,Cave or Rock Shelter,natural_cave,,2204.5,Other
Gisement de Grand-Moulin,44.751,-0.16,megalithic_portal,Cave or Rock Shelter,natural_cave,,2205.5,Other
Abri du Morin,44.82,0.079,megalithic_portal,Cave or Rock Shelter,natural_cave,,2206.0,Other
Cueva de la GÃ¼elga,43.336948,-5.10152,megalithic_portal,Cave or Rock Shelter,natural_cave,,2206.8,Other
Cueva del Quintanal,43.41864,-4.835443,megalithic_portal,Cave or Rock Shelter,natural_cave,,2206.8,Other
Cueva de Balmori,43.420884,-4.83098,megalithic_portal,Cave or Rock Shelter,natural_cave,,2206.9,Other
Cueva de La PeÃ±a La Morca,43.343158,-5.098257,megalithic_portal,Cave or Rock Shelter,natural_cave,,2207.3,Other
Abrigo de Samoreli,43.408477,-4.888229,megalithic_portal,Cave or Rock Shelter,natural_cave,,2207.4,Other
Cueva de La Riera,43.423004,-4.850636,megalithic_portal,Cave or Rock Shelter,natural_cave,,2207.7,Other
Cueva de la Coberiza,43.421427,-4.8605,megalithic_portal,Cave or Rock Shelter,natural_cave,,2207.8,Other
Cueva de Trescalabres,43.426214,-4.857545,megalithic_portal,Cave or Rock Shelter,natural_cave,,2208.2,Other
Schellenberger Eishöhle,47.7133,13.0044,wikidata,megalithic_monument,natural_cave,,2208.2,Other
Grottes de ChÃ¢teauneuf,45.5925419,2.9841876,megalithic_portal,Cave or Rock Shelter,natural_cave,,2208.4,Other
Cueva de El Cueto la Mina,43.430048,-4.860334,megalithic_portal,Cave or Rock Shelter,natural_cave,,2208.7,Other
Cueva Tempranas,43.429736,-4.859004,megalithic_portal,Cave or Rock Shelter,natural_cave,,2208.7,Other
Cueva del Buxu,43.35761,-5.0991,megalithic_portal,Cave or Rock Shelter,natural_cave,,2208.8,Other
Krásnohorská Cave,48.78,19.81166667,wikidata,megalithic_monument,natural_cave,,2209.6,Other
Cueva de los Azules,43.359864,-5.131429,megalithic_portal,Cave or Rock Shelter,natural_cave,,2210.0,Other
Tischoferhoehle,47.592251,12.196624,megalithic_portal,Cave or Rock Shelter,natural_cave,,2210.8,Other
Grotte du Peyrat,45.157524,1.140979,megalithic_portal,Cave or Rock Shelter,natural_cave,,2211.9,Other
Dobšinská Ice Cave,48.868333333,20.304444444,wikidata,megalithic_monument,natural_cave,,2212.2,Other
Gisement de Camiac,44.794,-0.275,megalithic_portal,Cave or Rock Shelter,natural_cave,,2213.2,Other
Untersberg,47.792048,13.17233,pleiades,mine,utilitarian,1980,2213.4,Other
Upper Cave / Procha Castle,47.10367,9.490648,wikidata,archaeological_site,natural_cave,,2214.1,Other
Astana Graves,42.881401025,89.52717265,megalithic_portal,Rock Cut Tomb,rock_cut_monumental,,2215.2,Other
Cueva de San Antonio,43.449524,-5.049775,megalithic_portal,Cave or Rock Shelter,natural_cave,,2216.7,Other
Luegsteinhöhle,47.64101,12.164564,wikidata,archaeological_site,natural_cave,,2216.7,Other
Cuevona de Ardines,43.4603631,-5.0676301,megalithic_portal,Cave or Rock Shelter,natural_cave,,2218.3,Other
Cueva de La Lloseta,43.459772,-5.072036,megalithic_portal,Cave or Rock Shelter,natural_cave,,2218.4,Other
Cueva de Tito Bustillo,43.4606631,-5.0676633,megalithic_portal,Cave or Rock Shelter,natural_cave,,2218.4,Other
Cueva del SidrÃ³n,43.386245,-5.328534,megalithic_portal,Cave or Rock Shelter,natural_cave,,2219.0,Other
Cueva de Les Pedroses,43.455162,-5.108986,megalithic_portal,Cave or Rock Shelter,natural_cave,,2219.1,Other
Bystrianska Cave,48.840278,19.596111,wikidata,megalithic_monument,natural_cave,,2219.3,Other
Grotte de Ribbe-Haute,45.69525,2.96877,megalithic_portal,Cave or Rock Shelter,natural_cave,,2219.6,Other
Grotte de Las Agnelas,45.039807,0.381078,megalithic_portal,Cave or Rock Shelter,natural_cave,,2220.5,Other
Red Hands Cave,-33.78234,150.59103,wikidata,archaeological_site,natural_cave,,2222.1,Other
Bezeklik Thousand Buddha Caves,42.955427,89.539726,wikidata,archaeological_site,natural_cave,,2223.2,Other
Harmanecká Cave,48.813889,19.040278,wikidata,megalithic_monument,natural_cave,,2224.6,Other
Abrigo de El MolÃ­n,43.2698,-5.907297,megalithic_portal,Cave or Rock Shelter,natural_cave,,2225.4,Other
Grotte de Campniac,45.17752,0.70257,megalithic_portal,Cave or Rock Shelter,natural_cave,,2225.9,Other
Wildenmannlisloch (Paleolithic living cave),47.167777777,9.255277777,wikidata,archaeological_site,natural_cave,40000,2226.0,Other
Wendelsteinhöhle,47.7033,12.0131,wikidata,megalithic_monument,natural_cave,,2226.3,Other
Cueva de Los MurciÃ©lagos (Fresneo),43.300728,-5.867043,megalithic_portal,Cave or Rock Shelter,natural_cave,,2227.3,Other
Abrigo de La ViÃ±a,43.314703,-5.824363,megalithic_portal,Cave or Rock Shelter,natural_cave,,2227.4,Other
Grotte de Combe SauniÃ¨re,45.239,0.874,megalithic_portal,Cave or Rock Shelter,natural_cave,,2227.6,Other
Cueva de Entrecueves,43.316222,-5.868889,megalithic_portal,Cave or Rock Shelter,natural_cave,,2228.9,Other
Cueva de Conde,43.28754,-5.983,megalithic_portal,Cave or Rock Shelter,natural_cave,,2229.7,Other
Raymonden,45.20694444,0.67361111,megalithic_portal,Cave or Rock Shelter,natural_cave,,2229.8,Other
Laprugne,45.986149,3.741802,pleiades,mine,utilitarian,1980,2230.3,Other
Timalinum/Talamine,42.891567,-7.260016,pleiades,station,utilitarian,1980,2230.7,Other
Abri de Saint-Germain-la-RiviÃ¨re,44.951,-0.327,megalithic_portal,Cave or Rock Shelter,natural_cave,,2231.0,Other
"Alpeel, Paleolithic cave",47.252201,9.440406,wikidata,archaeological_site,natural_cave,40000,2231.0,Other
Altwasser-Höhle,47.25773,9.4324,wikidata,archaeological_site,natural_cave,,2231.8,Other
Cueva de las Caldas,43.337914,-5.908027,megalithic_portal,Cave or Rock Shelter,natural_cave,,2232.4,Other
Cuevas de La Lluera,43.3349506,-5.933514,megalithic_portal,Cave or Rock Shelter,natural_cave,,2232.9,Other
Oviedo,43.3618625,-5.8483581,pleiades,"settlement, settlement-modern",utilitarian,1310,2233.0,Other
Sturmann Cave,47.4360115,10.2352466,wikidata,megalithic_monument,natural_cave,,2233.8,Other
Peak Hill Open Cut Gold Mine,-32.72,148.195,wikidata,megalithic_monument,utilitarian,,2234.4,Other
Grotte de Majolan,44.901993,-0.646124,megalithic_portal,Cave or Rock Shelter,natural_cave,,2234.9,Other
Monterroso,43.1371,-6.657014,pleiades,mine,utilitarian,1980,2236.0,Other
Coveliacae,47.6456947525,11.195694752,pleiades,fort-2,utilitarian,1980,2236.5,Other
Kobelwald Kristallhöhle,47.322888888,9.534333333,wikidata,megalithic_monument,natural_cave,,2236.5,Other
Demänovská Cave of Liberty,48.998611111,19.581944444,wikidata,megalithic_monument,natural_cave,,2236.8,Other
Važecká Cave,49.0563172,19.9718208,wikidata,megalithic_monument,natural_cave,,2237.4,Other
Cueva de Godulfo,43.366342,-5.978322,megalithic_portal,Cave or Rock Shelter,natural_cave,,2237.6,Other
Cueva de Las Mestas,43.385472,-5.974445,megalithic_portal,Cave or Rock Shelter,natural_cave,,2239.4,Other
Maria Grotto,47.5692773,10.5914911,wikidata,megalithic_monument,natural_cave,,2240.6,Other
Cueva Oscura de Ania,43.401706,-5.977662,megalithic_portal,Cave or Rock Shelter,natural_cave,,2241.2,Other
Ore Mines Burgberg,47.53915,10.32238,wikidata,megalithic_monument,utilitarian,,2243.0,Other
Ibollo,43.226959,-6.603493,pleiades,mine,utilitarian,1980,2243.4,Other
Cueva de La Paloma,43.43169,-5.97705,megalithic_portal,Cave or Rock Shelter,natural_cave,,2244.2,Other
Grotte du Trou de la ChÃ¨vre,45.325239,0.588272,megalithic_portal,Cave or Rock Shelter,natural_cave,,2244.5,Other
Grotte de Pair-non-Pair,45.038978,-0.50178,megalithic_portal,Cave or Rock Shelter,natural_cave,,2245.0,Other
Grotte des Bernoux,45.330378,0.589557,megalithic_portal,Cave or Rock Shelter,natural_cave,,2245.0,Other
Grotte des FÃ©es (Prignac-et-Marcamps),45.038,-0.505,megalithic_portal,Cave or Rock Shelter,natural_cave,,2245.0,Other
St-Yrieix-la-Perche,45.516294,1.206102,pleiades,mine-2,utilitarian,1980,2247.5,Other
Alto del Palo,43.271723,-6.610637,pleiades,mine-2,utilitarian,1980,2248.2,Other
Ablaneda,43.391932,-6.252079,pleiades,mine-2,utilitarian,1980,2248.9,Other
La Cueva de la PeÃ±a,43.45497,-6.07299,megalithic_portal,Cave or Rock Shelter,natural_cave,,2249.6,Other
Grotte des Fraux,45.443,0.844,megalithic_portal,Cave or Rock Shelter,natural_cave,,2249.7,Other
"La Raisse - In Favarges, Roman quarry",46.86127,6.74489,wikidata,archaeological_site,utilitarian,2200,2249.7,Other
Abris de Badegoule,45.289,0.231,megalithic_portal,Cave or Rock Shelter,natural_cave,,2250.5,Other
Grotte de Villars,45.4425621,0.785301,megalithic_portal,Cave or Rock Shelter,natural_cave,,2251.3,Other
Belianska Cave,49.228888888,20.311388888,wikidata,megalithic_monument,natural_cave,,2251.5,Other
Cueva de Candamo,43.485715,-6.036927,megalithic_portal,Cave or Rock Shelter,natural_cave,,2251.6,Other
Chifley Cave,-33.8189977,150.0233215,wikidata,megalithic_monument,natural_cave,,2252.3,Other
Grotte de Jovelle,45.360334,0.429866,megalithic_portal,Cave or Rock Shelter,natural_cave,,2252.5,Other
S. Eulalia de Bóveda,42.9801274,-7.6859649,pleiades,"temple-2, monument",rock_cut_monumental,1650,2253.7,Other
La Roche l’Abeille,45.596783,1.240181,pleiades,quarry,utilitarian,1980,2255.0,Other
Espinasse-Vozelle,46.125021,3.322123,pleiades,mine,utilitarian,1980,2255.6,Other
Cave of Baume-les-Messieurs,46.6900372,5.6366109,wikidata,megalithic_monument,natural_cave,,2257.7,Other
Shimojibaru cave,26.37205,126.73727,megalithic_portal,Cave or Rock Shelter,natural_cave,,2258.0,Other
Grotte de la Font-Bargeix,45.466,0.603,megalithic_portal,Cave or Rock Shelter,natural_cave,,2258.7,Other
