id,name,latitude,longitude,site_type_id,reference_sources,province,district,geonames_specific,geonames_province,wikidata_sameas,full_url
273,Arpalik Mevkii ,38.417917,30.677667,2,Kocak_2013,Afyonkarahisar,Icikli,https://www.geonames.org/745753,https://www.geonames.org/325303,,https://luwianstudies.org/sites/arpalik-mevkii
274,Kocapinar,38.466483,30.726317,2,Kocak_2013,Afyonkarahisar,Bozan,,https://www.geonames.org/304184,,https://luwianstudies.org/sites/kocapinar
275,Keldag (Keltepe) Mevkii ,38.507417,30.60055,7,Kocak_2013,Afyonkarahisar,Hallac,https://www.geonames.org/315778,https://www.geonames.org/325303,,https://luwianstudies.org/sites/keldag-keltepe-mevkii
276,Erimli Mevkii ,38.4849,30.626883,2,Kocak_2013,Afyonkarahisar,Karahalli,https://www.geonames.org/8693612,https://www.geonames.org/298299,,https://luwianstudies.org/sites/erimli-mevkii
277,Huyuk Mevkii ,38.562683,30.578617,2,Kocak_2013,Afyonkarahisar,Halimoru,https://www.geonames.org/316329,https://www.geonames.org/311073,,https://luwianstudies.org/sites/huyuk-mevkii
278,Dikici Hoyuk ,38.046,30.16155,2,Kocak_2013-A,Afyonkarahisar,Dikici,https://www.geonames.org/317413,https://www.geonames.org/749780,,https://luwianstudies.org/sites/dikici-hoyuk
279,Huyuk Mevkii (Kabakli),38.1308,30.085667,2,Kocak_2013-A,Afyonkarahisar,Yakakoy,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/huyuk-mevkii-kabakli
280,Uchoyuk,38.688192,31.036641,2,Barjamovic 2010; Kocak_2013-A; Kocak_2014,Afyonkarahisar,Bolvadin,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/uchoyuk
281,Viranici Mevkii ,38.494583,29.658383,2,Kocak_2013-A,Usak,Selcikler,https://www.geonames.org/319190,https://www.geonames.org/323777,,https://luwianstudies.org/sites/viranici-mevkii
282,Dorek Asar Mevkii ,38.4803,29.5681,7,Kocak_2013-A,Usak,Kokez,https://www.geonames.org/12207217,https://www.geonames.org/304827,,https://luwianstudies.org/sites/dorek-asar-mevkii
283,Cayir Uyuk Mevkii ,38.563517,29.565417,2,Kocak_2013-A,Usak,Salmanlar,https://www.geonames.org/299421,https://www.geonames.org/317109,,https://luwianstudies.org/sites/cayir-uyuk-mevkii
284,Belce Hoyuk ,38.588783,29.556467,2,Kocak_2013-A,Usak,Yapagilar,https://www.geonames.org/8693569,https://www.geonames.org/311073,,https://luwianstudies.org/sites/belce-hoyuk
285,Egirdir (Egridir) Hoyuk,37.889583,30.819083,2,Ozsait_2003,Isparta,Altinkum,https://www.geonames.org/8632589,https://www.geonames.org/315202,,https://luwianstudies.org/sites/egirdir-egridir-hoyuk
286,Dortyol Hoyuk ,38.190623,31.241794,2,Ozsait_2003; Ozsait_1988,Isparta,Yalvac,https://www.geonames.org/301303,https://www.geonames.org/311073,,https://luwianstudies.org/sites/dortyol-hoyuk
287,Arak Hoyuk ,38.062939,31.41052,7,Ozsait_2003,Isparta,Calti,https://www.geonames.org/305359,https://www.geonames.org/317109,,https://luwianstudies.org/sites/arak-hoyuk
288,Ordekci Hoyuk ,38.068266,31.263067,2,Ozsait_2003,Isparta,Ordekci,https://www.geonames.org/11361423,https://www.geonames.org/750269,,https://luwianstudies.org/sites/ordekci-hoyuk
289,Iskele Hoyuk ,38.046517,30.950833,2,Ozsait_1994,Isparta,Esinyurt,https://www.geonames.org/12207264,https://www.geonames.org/311073,,https://luwianstudies.org/sites/iskele-hoyuk
290,Gelendost Hoyuk ,38.103908,31.01385,2,Ozsait_1994,Isparta,Gelendost,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/gelendost-hoyuk
291,Findos Hoyuk ,37.877517,30.70935,2,Ozsait_1999,Isparta,Kucuk Gokceli,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/findos-hoyuk
292,Gondurle Hoyuk ,37.903983,30.7152,4,Ozsait_1999; Ozsait_2004,Isparta,Harmanoren,https://www.geonames.org/315725,https://www.geonames.org/311073,,https://luwianstudies.org/sites/gondurle-hoyuk
293,Agil Hoyuk ,38.292583,30.9216,2,Ozsait_1999,Isparta,Kumdanli,https://www.geonames.org/315338,https://www.geonames.org/320392,,https://luwianstudies.org/sites/agil-hoyuk
294,Akmescit ,38.070004,30.984929,2,Ozsait_2004,Isparta,Gelendost,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/akmescit
295,Ayvali-Masat Hoyuk ,38.413369,31.064392,2,Ozsait_2005,Isparta,Ayvali,https://www.geonames.org/8632423,https://www.geonames.org/747712,,https://luwianstudies.org/sites/ayvali-masat-hoyuk
296,Cavdir Hoyuk ,37.146767,29.65745,2,Ozsait_1991,Burdur,Cavdir,https://www.geonames.org/298315,https://www.geonames.org/322165,,https://luwianstudies.org/sites/cavdir-hoyuk
297,Kozluca Hoyuk ,37.4957,30.066667,2,Ozsait_1997; Ozsait and Ozsait_2012,Burdur,Elmacik,https://www.geonames.org/310393,https://www.geonames.org/304827,,https://luwianstudies.org/sites/kozluca-hoyuk
298,Kaymakci,38.6228,27.930367,2,Roosevelt 2007; Roosevelt and Luke 2008; Roosevelt and Luke 2009; Luke and Roosevelt 2009; Roosevelt and Luke 2010; Roosevelt 2010; Roosevelt 2011; Roosevelt and Luke 2012,Manisa,Haciveliler,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kaymakci
299,Eceler Hoyuk,36.814482,29.636977,2,Aksoy and Kose_2005; Momigliano_2013,Mugla,Seki,https://www.geonames.org/323969,https://www.geonames.org/322819,,https://luwianstudies.org/sites/eceler-hoyuk
300,Oinoanda,36.799908,29.561706,2,Poetto_1993,Mugla,Incealiler,,https://www.geonames.org/304827,,https://luwianstudies.org/sites/oinoanda
301,Pinara,36.493837,29.271017,2,Poetto_1993,Mugla,Minare,,,,https://luwianstudies.org/sites/pinara
302,Cardakli/Eski Degirmen Yolu,41.710283,26.529844,2,Erdogdu_1997,Edirne,Yeniimaret,https://www.geonames.org/12207342,https://www.geonames.org/317109,,https://luwianstudies.org/sites/cardakli-eski-degirmen-yolu
303,Yorulmaz Ciftligi/Eski Baglik,41.735918,26.542461,2,Erdogdu_1997,Edirne,Yeniimaret,https://www.geonames.org/739288,https://www.geonames.org/747712,https://www.wikidata.org/wiki/Q1250866,https://luwianstudies.org/sites/yorulmaz-ciftligi-eski-baglik
304,Dustubakyamasi,41.756786,26.536075,2,Erdogdu_1997,Edirne,Edirne ,https://www.geonames.org/6958766,https://www.geonames.org/749780,https://www.wikidata.org/wiki/Q10803142,https://luwianstudies.org/sites/dustubakyamasi
305,Alatepe,41.759111,26.52758,2,Erdogdu_1997,Edirne,Edirne,https://www.geonames.org/10893763,https://www.geonames.org/400665,https://www.wikidata.org/wiki/Q194810,https://luwianstudies.org/sites/alatepe
306,Adatepe,41.779056,26.54912,7,Erdogdu_1997,Edirne,Edirne,https://www.geonames.org/312686,https://www.geonames.org/749780,https://www.wikidata.org/wiki/Q719815,https://luwianstudies.org/sites/adatepe
307,Kaldirim,41.815855,26.553196,7,Erdogdu_1997,Edirne,Edirne,https://www.geonames.org/301261,https://www.geonames.org/749780,https://www.wikidata.org/wiki/Q810796,https://luwianstudies.org/sites/kaldirim
308,Cukurcayir,41.731292,26.572217,2,Erdogdu_1997,Edirne,Umurbey,https://www.geonames.org/8632582,https://www.geonames.org/747712,https://www.wikidata.org/wiki/Q109962127,https://luwianstudies.org/sites/cukurcayir
309,Namazgah,41.710433,26.562301,2,Erdogdu_1997,Edirne,Umurbey,https://www.geonames.org/12207189,https://www.geonames.org/304827,https://www.wikidata.org/wiki/Q108923214,https://luwianstudies.org/sites/namazgah
310,Koprubasi,41.728431,26.557001,2,Erdogdu_1997,Edirne,Yeniimaret,https://www.geonames.org/8632570,https://www.geonames.org/749780,https://www.wikidata.org/wiki/Q31389212,https://luwianstudies.org/sites/koprubasi
311,Ortakci/Kemer Kopru,41.787179,26.752665,2,Erdogdu_1997,Edirne,Kavakli,https://www.geonames.org/317409,https://www.geonames.org/304184,https://www.wikidata.org/wiki/Q4081181,https://luwianstudies.org/sites/ortakci-kemer-kopru
312,Kocatepe,41.735167,26.90065,13,Erdogdu_1997,Edirne,Suloglu,https://www.geonames.org/8632410,https://www.geonames.org/304827,https://www.wikidata.org/wiki/Q1361187,https://luwianstudies.org/sites/kocatepe
313,Ortadegirmen,41.726023,26.897382,2,Erdogdu_1997,Edirne,Suloglu,https://www.geonames.org/7732734,https://www.geonames.org/311046,https://www.wikidata.org/wiki/Q6673902,https://luwianstudies.org/sites/ortadegirmen
314,Tepeyani,41.701575,26.8882,2,Erdogdu_1997,Edirne,Havsa,https://www.geonames.org/1522181,https://www.geonames.org/259244,https://www.wikidata.org/wiki/Q1001370,https://luwianstudies.org/sites/tepeyani
315,Kumocagi/Baglikarkasi ,41.662771,26.865033,2,Erdogdu_1997,Edirne,Musulca,https://www.geonames.org/749722,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kumocagi-baglikarkasi
316,Kaynaklar/Arpac,41.671919,26.874491,2,Erdogdu_1997,Edirne,Havsa,https://www.geonames.org/8632571,https://www.geonames.org/747712,https://www.wikidata.org/wiki/Q10837001,https://luwianstudies.org/sites/kaynaklar-arpac
317,Hisarlik ,41.628771,26.862758,2,Erdogdu_1997,Edirne,Haskoy,https://www.geonames.org/306473,https://www.geonames.org/325303,,https://luwianstudies.org/sites/hisarlik
318,Cevizlik,41.629818,26.85993,2,Erdogdu_1997,Edirne,Haskoy,https://www.geonames.org/745761,https://www.geonames.org/747712,https://www.wikidata.org/wiki/Q628719,https://luwianstudies.org/sites/cevizlik
319,Maya Baba,41.103683,26.396917,7,sele,Edirne,Buyuk Altiagac,https://www.geonames.org/744934,https://www.geonames.org/747712,https://www.wikidata.org/wiki/Q849709,https://luwianstudies.org/sites/maya-baba
320,Acicesme,41.175825,26.353748,2,Erdogdu_1999,Edirne,Kadidondurma,https://www.geonames.org/749728,https://www.geonames.org/747712,https://www.wikidata.org/wiki/Q752699,https://luwianstudies.org/sites/acicesme
321,Taslitepe,38.368614,28.661125,7,Akdeniz_2009; Mimaroglu_2013,Manisa,Gumuscay,https://www.geonames.org/319607,https://www.geonames.org/317109,https://www.wikidata.org/wiki/Q969347,https://luwianstudies.org/sites/taslitepe
322,Erdelli Hoyuk ,38.954072,27.559603,2,Akdeniz_2009; Mimaroglu_2013; Dinc_1991,Manisa,Buknus,https://www.geonames.org/322692,https://www.geonames.org/322819,,https://luwianstudies.org/sites/erdelli-hoyuk
323,Kennez 1,38.846196,27.860771,2,French_1969; Mimaroglu_2013; Akdeniz_2009,Manisa,Pinarcik,https://www.geonames.org/303613,https://www.geonames.org/304827,,https://luwianstudies.org/sites/kennez-1
324,Rahmiye II,38.842524,27.77973,2,French_1969; Mimaroglu_2013; Akdeniz_2009,Manisa,Rahmiye,https://www.geonames.org/8632393,https://www.geonames.org/304827,,https://luwianstudies.org/sites/rahmiye-ii
325,Kulaksizlar,38.813116,27.890284,2,Mimaroglu_2013; Akdeniz_2009; Dinc_1996; Dinc_1997,Manisa,Saricali,https://www.geonames.org/318372,https://www.geonames.org/304827,,https://luwianstudies.org/sites/kulaksizlar
326,Alibeyli Hoyuk,38.704993,27.709599,2,French_1969; Mimaroglu_2013; Akdeniz_2009,Manisa,Alibeyli,https://www.geonames.org/12207252,https://www.geonames.org/304827,,https://luwianstudies.org/sites/alibeyli-hoyuk
327,Baykustepe,38.647667,27.59705,2,Mimaroglu_2013; Akdeniz_2009,Manisa,Mutevelli,https://www.geonames.org/318370,https://www.geonames.org/749780,,https://luwianstudies.org/sites/baykustepe
328,Halitpasa II,38.687133,27.702783,2,French_1969; Mimaroglu_2013,Manisa,Alibeyli,https://www.geonames.org/8693417,https://www.geonames.org/325303,,https://luwianstudies.org/sites/halitpasa-ii
329,Halitpasa I,38.692683,27.708367,7,French_1969; Mimaroglu_2013,Manisa,Alibeyli,https://www.geonames.org/301154,https://www.geonames.org/304827,,https://luwianstudies.org/sites/halitpasa-i
330,Avlutepe Hoyuk,38.707412,27.347765,2,French_1969; Mimaroglu_2013,Manisa,Gulbahce,https://www.geonames.org/324353,https://www.geonames.org/304827,,https://luwianstudies.org/sites/avlutepe-hoyuk
331,Veziroglu Hoyuk,38.6764,27.464717,2,French_1969; Mimaroglu_2013,Manisa,Selimsahlar,https://www.geonames.org/304710,https://www.geonames.org/304827,,https://luwianstudies.org/sites/veziroglu-hoyuk
332,Asartepe,38.692809,27.993306,7,Luke and Roosevelt_2008; Mimaroglu_2013,Manisa,Kilcanlar,https://www.geonames.org/301409,https://www.geonames.org/304827,,https://luwianstudies.org/sites/asartepe
333,Kizbaci Tepesi,38.646275,28.091691,7,Luke and Roosevelt_2009; Roosevelt_2010; Mimaroglu_2013,Manisa,Kemer Damlari,https://www.geonames.org/301407,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kizbaci-tepesi
334,Gedevre Tepesi,38.664,27.9422,7,Luke and Roosevelt_2009; Roosevelt_2010; Mimaroglu_2013,Manisa,Golmarmara,,https://www.geonames.org/749778,,https://luwianstudies.org/sites/gedevre-tepesi
335,Kizciftligi/Trikopi,39.388205,26.80402,7,Beksac_1999,Balikesir,Gomec,https://www.geonames.org/12207404,https://www.geonames.org/322819,,https://luwianstudies.org/sites/kizciftligi-trikopi
336, Catalkaya ,37.825908,27.334211,2,Gunel_2003b; Gunel_2003; Gunel_2003a,Aydin,Kusadasi,https://www.geonames.org/10975579,https://www.geonames.org/298299,,https://luwianstudies.org/sites/catalkaya
337,Phokaia (Eski Foca) ,38.668492,26.752583,2,"Ozyigit_2005, Mimaroglu_2013",Izmir,Ataturk,https://www.geonames.org/739004,https://www.geonames.org/304827,,https://luwianstudies.org/sites/phokaia-eski-foca
338,Nemrut Hoyuk ,38.448381,27.525698,2,Meric_1989; Mimaroglu_2013,Izmir,Asagikizilca,https://www.geonames.org/325253,https://www.geonames.org/317109,,https://luwianstudies.org/sites/nemrut-hoyuk
339,Seytan Deresi,37.5505,28.025667,2,Gunel_2004,Aydin,Camizagili,https://www.geonames.org/302390,https://www.geonames.org/323777,,https://luwianstudies.org/sites/seytan-deresi
340,Alanli (Hamzabali) Hoyuk,37.805999,28.112795,2,Gunel_2005,Aydin,Derekoy,https://www.geonames.org/324912,https://www.geonames.org/298299,,https://luwianstudies.org/sites/alanli-hamzabali-hoyuk
341,Kavaklikoy Hoyuk ,37.765567,28.324533,2,Gunel_2005,Aydin,Bozdogan,https://www.geonames.org/309299,https://www.geonames.org/315202,,https://luwianstudies.org/sites/kavaklikoy-hoyuk
342,Elmacik Hoyuk,38.579203,29.396089,2,"http://www.korumakurullari.gov.tr/Eklenti/33580,elmacik-1987.pdf?0",Usak,Elmacik,https://www.geonames.org/296044,https://www.geonames.org/311046,,https://luwianstudies.org/sites/elmacik-hoyuk
343,Yassitepe/Izmir,38.447867,27.210467,2,Derin_2007; Derin_2015,Izmir,Kazimdirik,https://www.geonames.org/8543765,https://www.geonames.org/317109,,https://luwianstudies.org/sites/yassitepe-izmir
344,Yenikoy/Bilecik ,38.579203,29.396089,2,"Efe, Turteki et al._2015",Usak,Elmacik,https://www.geonames.org/307791,https://www.geonames.org/311046,,https://luwianstudies.org/sites/yenikoy-bilecik
345,Uyuk/Bilecik,40.249765,30.109741,2,"Efe, Turteki et al._2015",Bilecik,Uyuk,https://www.geonames.org/7732332,https://www.geonames.org/750269,,https://luwianstudies.org/sites/uyuk-bilecik
346,Adatepe/Dinar,38.069667,30.260733,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Eldere,https://www.geonames.org/8632182,https://www.geonames.org/304184,,https://luwianstudies.org/sites/adatepe-dinar
347,Akgun Tepe Hoyuk ,38.118017,30.212767,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Akca,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/akgun-tepe-hoyuk
348,Tepe Hoyuk,38.155317,30.211583,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Dombay,https://www.geonames.org/314698,https://www.geonames.org/304827,,https://luwianstudies.org/sites/tepe-hoyuk
349,Goktepe Hoyuk,38.24145,30.266133,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Cayustu,https://www.geonames.org/8632182,https://www.geonames.org/322165,,https://luwianstudies.org/sites/goktepe-hoyuk
350,Kerim Cayiri,38.2069,30.2534,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Karatas,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kerim-cayiri
351,Ismail Hoyugu,38.2719,30.466183,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Kinik,,https://www.geonames.org/311046,,https://luwianstudies.org/sites/ismail-hoyugu
352,Karatepe Hoyuk,38.241033,30.398183,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Dinar,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/karatepe-hoyuk
353,Akpinarli Tepe Hoyuk,38.21135,30.341667,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Turkmen,https://www.geonames.org/305956,https://www.geonames.org/750269,,https://luwianstudies.org/sites/akpinarli-tepe-hoyuk
354,Alparslan Hoyuk,38.2097,30.403267,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Alparslan,,https://www.geonames.org/305268,,https://luwianstudies.org/sites/alparslan-hoyuk
355,Tepeardi Hoyuk,38.21875,30.44185,2,Kocak and Kucukbezci and Kizgut_2016,Afyonkarahisar,Alparslan,,https://www.geonames.org/750269,,https://luwianstudies.org/sites/tepeardi-hoyuk
356,Buyuk und Kucuk Cataltepe,38.189733,30.353067,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Turkmen,https://www.geonames.org/10194285,https://www.geonames.org/317109,,https://luwianstudies.org/sites/buyuk-und-kucuk-cataltepe
357,Orenler Mevkii,38.133367,30.26885,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Akca,,https://www.geonames.org/750269,,https://luwianstudies.org/sites/orenler-mevkii
358,Agillarin Onu Hoyuk (Kirin Uyuk),37.902867,29.895617,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Yuregil,,https://www.geonames.org/325303,,https://luwianstudies.org/sites/agillarin-onu-hoyuk-kirin-uyuk
359,Sarikavak Hoyuk,37.875467,29.803483,2,Kocak and Kucukbezci and Kizgut 2016,Afyonkarahisar,Sarikavak,https://www.geonames.org/10975579,https://www.geonames.org/747712,,https://luwianstudies.org/sites/sarikavak-hoyuk
360,Kusura Hoyuk,38.364853,30.224777,2,Lamb 1937; Lamb 1938,Afyonkarahisar,Kusura,https://www.geonames.org/318559,https://www.geonames.org/750269,,https://luwianstudies.org/sites/kusura-hoyuk
361,Yamanlar,38.224833,29.681817,2,Dedeoglu_2009; ttp://www.kulturportali.gov.tr/turkiye/genel/kulturenvanterisit/yamanlar-hoyugu,Denizli,Yamanlar,https://www.geonames.org/11963543,https://www.geonames.org/315202,,https://luwianstudies.org/sites/yamanlar
362,Hoyuk Mevkii,38.152805,29.614224,2,Abay and Dedeoglu 2005,Denizli,Yahyali,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/hoyuk-mevkii
363,Bademagaci Hoyuk,37.223248,30.497848,2,Gulsun_2003; Duru and Umurtak_2010; Duru and Umurtak_2011,Antalya,Dosemealti,,https://www.geonames.org/298299,,https://luwianstudies.org/sites/bademagaci-hoyuk
364,Perge,36.968533,30.854317,2,Abbasoglu 2007; Martini 2010,Antalya,Barbaros,https://www.geonames.org/8227234,https://www.geonames.org/311046,,https://luwianstudies.org/sites/perge
365,Ozbek Iliksu ,38.395088,26.679327,2,Ersoy - Koparal 2016,Izmir,Urla,https://www.geonames.org/8632465,https://www.geonames.org/298299,,https://luwianstudies.org/sites/ozbek-iliksu
366,Seref Hoyuk/Komama,37.318517,30.334067,2,Becks and Polat Becks and Metin_2016; Ozsait_2007; Ozsait  and Ozsait_1996,Antalya,Korkuteli,https://www.geonames.org/311531,https://www.geonames.org/298299,,https://luwianstudies.org/sites/seref-hoyuk-komama
367,Koyunbeyli Hoyuk,38.58325,29.472583,2,Oy_2015,Usak,Koyunbeyli,https://www.geonames.org/321426,https://www.geonames.org/325303,,https://luwianstudies.org/sites/koyunbeyli-hoyuk
368,Kediyunu Hoyuk,38.657039,29.502551,2,Oy_2015,Usak,Kediyunu,https://www.geonames.org/7732716,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kediyunu-hoyuk
369,Hoyuk (Koyonu) Mevki ,38.381267,30.672267,2,Kocak_2014,Afyonkarahisar,Uzunpinar,https://www.geonames.org/12207212,https://www.geonames.org/325303,,https://luwianstudies.org/sites/hoyuk-koyonu-mevki
370,Pinarbasi Buyuk Hoyuk ,38.312067,30.732217,2,Kocak_2014,Afyonkarahisar,Kilinckaya,https://www.geonames.org/302986,https://www.geonames.org/322819,,https://luwianstudies.org/sites/pinarbasi-buyuk-hoyuk
371,Oynagan Mezarlik Hoyuk,38.30695,30.704,2,Kocak_2014,Afyonkarahisar,Oynagan,https://www.geonames.org/11963576,https://www.geonames.org/325303,,https://luwianstudies.org/sites/oynagan-mezarlik-hoyuk
372,Cafer Hoyuk,38.317083,30.61025,2,Kocak_2014,Afyonkarahisar,Karaadilli,,https://www.geonames.org/304184,,https://luwianstudies.org/sites/cafer-hoyuk
373,Kepir Hoyuk,38.325983,30.653833,2,Kocak_2014,Afyonkarahisar,Suhut,https://www.geonames.org/298722,https://www.geonames.org/322165,,https://luwianstudies.org/sites/kepir-hoyuk
374,Kulak Uyuk Mevkii ,38.380217,30.5892,2,Kocak_2014,Afyonkarahisar,Kulak,https://www.geonames.org/8227239,https://www.geonames.org/317109,,https://luwianstudies.org/sites/kulak-uyuk-mevkii
375,Anayurt Mezarlik und Uyukler Mevkii ,38.458417,30.585967,2,Kocak_2014,Afyonkarahisar,Anayurt,https://www.geonames.org/8632577,https://www.geonames.org/325303,,https://luwianstudies.org/sites/anayurt-mezarlik-und-uyukler-mevkii
376,Boyali Hoyuk,38.259433,30.169,2,Kocak_2014,Afyonkarahisar,Kiziloren,https://www.geonames.org/316470,https://www.geonames.org/315202,,https://luwianstudies.org/sites/boyali-hoyuk
377,Ekinova Hoyuk Mevkii ,38.304667,30.178733,2,Kocak_2014,Afyonkarahisar,Ekinova,https://www.geonames.org/8632413,https://www.geonames.org/298299,,https://luwianstudies.org/sites/ekinova-hoyuk-mevkii
378,Kanlitas Hoyuk,39.697417,30.0829,2,Turkcan_2011; Turkcan_2015,Eskisehir,Asagi Kuzfindik,https://www.geonames.org/314038,https://www.geonames.org/743166,,https://luwianstudies.org/sites/kanlitas-hoyuk
379,Tymion,38.487418,29.431784,2,Lampe_2008; Lampe_2010,Usak,Sukraniye,https://www.geonames.org/12207245,https://www.geonames.org/322819,,https://luwianstudies.org/sites/tymion
380,Batak Degirmen ,41.627375,27.469577,2,http://www.kirklarelienvanteri.gov.tr/sitler.php?id=226; Beksac_2008,Kirklareli,Akarlar,https://www.geonames.org/411183,https://www.geonames.org/322165,,https://luwianstudies.org/sites/batak-degirmen
381,Yenidogan,37.728133,27.3922,,Lohmann_2006; Forer_1937,Aydin,Yenidogan,https://www.geonames.org/9889032,https://www.geonames.org/325303,,https://luwianstudies.org/sites/yenidogan
382,Bagcesmeler ,39.404963,26.950573,,Beksac_2004A,Balikesir,Agacik,https://www.geonames.org/9889137,https://www.geonames.org/325303,,https://luwianstudies.org/sites/bagcesmeler
383,Kucuktepe (Halilbeyli),37.767483,27.736283,7,Akdeniz_1997,Aydin,Halilbeyli,https://www.geonames.org/12207184,https://www.geonames.org/322819,,https://luwianstudies.org/sites/kucuktepe-halilbeyli
384,Golhisar Kalesi ,37.791747,27.914076,14,Akdeniz_1997,Aydin,Kozalakli,https://www.geonames.org/9888759,https://www.geonames.org/317109,,https://luwianstudies.org/sites/golhisar-kalesi
385,Manastir Mevkii Hoyuk,40.499067,27.48245,2,Gunsenin_1996,Balikesir,Avsa,https://www.geonames.org/306766,https://www.geonames.org/305268,,https://luwianstudies.org/sites/manastir-mevkii-hoyuk
386,Ortaca,39.265083,29.835333,2,Efe_1993,Kutahya,Ortaca,https://www.geonames.org/12207253,https://www.geonames.org/304184,,https://luwianstudies.org/sites/ortaca
387,Haydarlar,39.200806,29.986705,2,Efe_1993,Kutahya,Haydarlar,,https://www.geonames.org/317109,,https://luwianstudies.org/sites/haydarlar
388,Kumbag Huyuk ,39.863867,30.496,2,Efe_1993,Eskisehir,Kozkayi,https://www.geonames.org/322692,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kumbag-huyuk
389,Oklubali Hoyuk ,39.826852,30.236726,2,Efe_1992,Eskisehir,Oklubali,https://www.geonames.org/319500,https://www.geonames.org/322819,,https://luwianstudies.org/sites/oklubali-hoyuk
390,Karayahsiler,38.223867,29.734233,2,Dedeoglu_2009,Denizli,Karayahsiler,https://www.geonames.org/12207184,https://www.geonames.org/750269,,https://luwianstudies.org/sites/karayahsiler
391,Karaca,38.194533,29.719617,2,Dedeoglu_2009,Denizli,Karayahsiler,https://www.geonames.org/7503211,https://www.geonames.org/311046,,https://luwianstudies.org/sites/karaca
392,Degirmen,38.175897,29.7634,2,Dedeoglu_2009,Denizli,Bekirli,https://www.geonames.org/7732344,https://www.geonames.org/749778,,https://luwianstudies.org/sites/degirmen
393,Deniz Hoyuk,38.214033,29.815567,2,Dedeoglu_2009,Denizli,Civril,https://www.geonames.org/298935,https://www.geonames.org/304827,,https://luwianstudies.org/sites/deniz-hoyuk
394,Incekoy Hoyuk,38.246267,29.7838,2,Dedeoglu_2009,Denizli,Incekoy,https://www.geonames.org/325491,https://www.geonames.org/750269,,https://luwianstudies.org/sites/incekoy-hoyuk
395,Seraserli Hoyuk,38.231249,29.801856,2,Dedeoglu_2009,Denizli,Seraserli,https://www.geonames.org/299427,https://www.geonames.org/317109,,https://luwianstudies.org/sites/seraserli-hoyuk
396,Savram Hoyuk,38.232114,29.777227,2,Dedeoglu_2009,Denizli,Incekoy,https://www.geonames.org/10346824,https://www.geonames.org/317109,,https://luwianstudies.org/sites/savram-hoyuk
397,Tuglu Hoyuk,38.252626,29.839599,2,Dedeoglu_2009,Denizli,Tuglu,https://www.geonames.org/10350637,https://www.geonames.org/304827,,https://luwianstudies.org/sites/tuglu-hoyuk
398,Kesilmis Hoyuk,38.2888,29.83755,2,Dedeoglu_2009,Denizli,Civril,https://www.geonames.org/741301,https://www.geonames.org/325303,,https://luwianstudies.org/sites/kesilmis-hoyuk
399,Belence Hoyuk,38.625277,29.840337,2,Dedeoglu_2013,Usak,Cogurlu,,https://www.geonames.org/315202,,https://luwianstudies.org/sites/belence-hoyuk
400,Gurpinar Hoyuk,38.401467,29.715767,2,Dedeoglu_2009,Denizli,Gurpinar,https://www.geonames.org/314698,https://www.geonames.org/322819,,https://luwianstudies.org/sites/gurpinar-hoyuk
401,Sulumenler Hoyuk,38.343923,29.669798,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/312686,https://www.geonames.org/315202,,https://luwianstudies.org/sites/sulumenler-hoyuk
402,Kuyuyolu Hoyuk,38.330133,29.66225,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/324019,https://www.geonames.org/311046,,https://luwianstudies.org/sites/kuyuyolu-hoyuk
403,Cingenoren Hoyuk,38.32732,29.64791,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/8632415,https://www.geonames.org/322819,,https://luwianstudies.org/sites/cingenoren-hoyuk
404,Orucgazi Hoyuk,38.31375,29.63665,2,Dedeoglu_2009,Denizli,Karabedirler,https://www.geonames.org/10375669,https://www.geonames.org/311046,,https://luwianstudies.org/sites/orucgazi-hoyuk
