lat,lon,country,site_name,site_type,feature_type,n_dates
52.677778,5.675278,NL,Tollebeek,hoard,hoard,2
51.55,5.12,NL,Aardhorst,,,4
51.27,5.58,NL,Budel,,,2
52.62,6.68,NL,Gramsbergen,,,2
51.98,6.02,NL,Lathum,,,2
51.29,5.32,NL,Luikgestel,,,2
51.5,5.78,NL,Milheeze,,,4
51.28,5.75,NL,Nederweert,,,1
52.77,6.45,NL,Pesse,,,2
52.2,6.83,NL,Usselo,,,6
53.01635,6.734068,NL,Eext Gemeinde Anlo (1937),,,5
51.95,6.2833,NL,Doetichem-Dichteren 8,,,2
53.0167,6.2333,NL,Doroshivtsi III Dorotchivtsy III Dorochivtsy III,,,2
52.2977,6.573,NL,Wierzawice 31,,,3
51.2356,5.803,NL,Tungelroyse Beek VP1,,,1
51.3667,5.5276,NL,Geldrop I,,,3
52.9151,6.0081,NL,Olga Grande Sul Olga Granda 4,,,1
53.0587,6.2367,NL,Duurswoude Oud Leger,,,3
51.3661,5.5271,NL,Genay,,,1
51.5164,5.8244,NL,Milheeze-Hogeloop,,,2
51.2371,5.6101,NL,Budel IV,,,1
52.37,7.01,NL,Denekamp Klokkenberg,,,1
51.2333,5.95,NL,Horn-Haelen,,,3
52.895,6.497222,NL,Hijken De Utrecht,,,2
52.33733,5.665998,NL,Harderwijk Beekhuizer Zand,,,2
52.6082,6.6676,NL,Gran Dolina,,,1
51.5666,6.7333,NL,Diring Yuriakh,,,1
51.9833,6.0167,NL,Latrote,,,1
52.2035,6.8328,NL,Ust Menza II,,,1
50.2398,4.8998,BE,"Abri de Autours, Anseremme",collective burial,collective burial,5
50.25,4.9,BE,Abri des Autours,,,7
50.35,4.8667,BE,Abri du Chaveau,,,2
50.8067,3.6786,BE,Abri du Pape,,,4
50.113,4.7436,BE,Abri Lechat,,,24
50.4254,3.9865,BE,Al Zèpe,mine,mine,39
50.6744,5.5134,BE,Alleur,,,6
50.2395,4.8996,BE,Anseremme,,,3
50.5958,3.7516,BE,Aubechies,,,1
50.5667,3.6833,BE,"Aubechies, Coron Maton",settlement,settlement,4
51.5,4.1917,BE,Aven Ackers,,,7
50.6288,5.1178,BE,Avennes,,,4
50.8,4.4,BE,Boitsfort,,,2
51.2544,5.4789,BE,Boomkwekerij,,,4
50.75,5.76,BE,Bosch St.Pietersvoeren,,,10
50.7872,4.3167,BE,Bosse de la Tomb,,,1
50.2236,4.8867,BE,Bosstraat,,,8
50.2041,4.8653,BE,Cave Q in Waulsort,,,19
50.219,4.9363,BE,Chaleux Cave,,,19
50.66,4.71,BE,Chaumont-Gistoux,settlement,settlement,2
50.5875,3.6861,BE,Couture de la Chaussée,enclosure,enclosure,51
50.3767,5.5236,BE,Crisbiet,,,2
50.6727,5.2054,BE,Darion,settlement,settlement,7
50.3365,4.2903,BE,Darion-Colia,,,21
50.6514,3.3364,BE,De Kip,,,2
51.25,5.4667,BE,De Waag,,,8
51.2916,4.2606,BE,Doel-Deurganckdok,settlement,settlement,40
51.2083,3.4483,BE,Dok,,,32
51.2553,4.1883,BE,Donk,,,28
50.7302,3.383,BE,Eindegoorheide,,,4
50.857,3.6319,BE,Ename Stuw,,,16
50.5827,5.4047,BE,Engis,,,5
50.7675,2.8367,BE,Ferme de l' Hosté,,,6
51.2208,4.2819,BE,Flabaert,,,12
50.2219,4.9597,BE,Fond Chenai,,,6
50.1128,4.7436,BE,Fond de Forêt,,,2
50.2358,4.8816,BE,Freyr Cave,,,3
50.2227,4.9578,BE,"Furlooz, Trou Rosette",,,6
50.35,3.93,BE,Givry,settlement,settlement,4
50.4667,4.8667,BE,Grognon,,,11
51.4082,4.9943,BE,Grotte d' Engis,,,15
50.6197,3.7508,BE,Grotte de la Martina,,,4
50.7653,2.8358,BE,Grotte de Remouchamps,,,2
50.37,4.46,BE,Grotte des Sarrazins,,,10
50.3667,5.5333,BE,Grotte du Coleoptere,,,3
50.3833,5.5333,BE,Grotte du Coléoptère,,,5
50.2167,4.8833,BE,Grotte Margaux,,,16
50.5667,5.6833,BE,Grotte Walou,,,4
50.57,4.04,BE,Gué de Plantin,,,8
51.0809,3.5426,BE,Hansbeke Voordestraat,,,4
50.42,4.02,BE,Harmignies CBR,,,12
50.199,4.8132,BE,"Hastiere, Cave B",,,25
51.1054,3.273,BE,Hertsberge,,,4
50.5867,3.6864,BE,Hodainry,,,2
50.6647,5.1867,BE,Hof-ten-Damme,settlement,settlement,56
50.4261,3.9597,BE,Hoogeinds Voorhoofd,,,24
51.2263,5.3153,BE,Huccorgne - Hermitage,,,7
50.5342,5.8139,BE,Huizerhof,,,12
50.6737,4.9797,BE,Jandrain-Jandrenouille,,,7
50.9833,5.35,BE,Kapelberg,,,8
50.7661,2.8358,BE,Kemmelberg,,,14
50.8692,3.81,BE,Kerkakkers,,,12
50.9074,3.5254,BE,Kruishoutem,single grave,single grave,12
51.1747,2.8775,BE,La Bonne Fortune,,,1
50.15,5.2667,BE,Lamsoul,collective burial,collective burial,6
51.1444,2.8702,BE,Leffinge,,,6
50.5731,5.7364,BE,"Liege, St. Lambert Sq.",,,3
51.2333,5.3,BE,Lommel-Fabriek,,,4
50.7125,5.2814,BE,Longchamp,,,2
50.4004,5.1338,BE,Magrite Cave,,,3
50.4167,4.7833,BE,Malonne,,,1
50.9202,4.7689,BE,Marrant,,,26
50.1177,5.0063,BE,Martouzin-Neuville,collective burial,collective burial,5
50.5153,4.0483,BE,Mastellebrug,,,5
50.2238,4.7988,BE,Maurenne 1,,,7
51.4333,4.7333,BE,"Meer I, Meirberg",,,21
51.4425,4.7358,BE,Meerberg,,,4
50.5801,5.4089,BE,"Megarnie, Liege",,,4
51.2226,4.2822,BE,Melsele-Hof,,,6
50.2605,4.9119,BE,Mesvin-Sans-Pareil,,,2
51.1905,5.118,BE,Mol,single grave,single grave,10
51.2202,4.2822,BE,Molenheide,,,5
50.2003,4.9478,BE,Mont-à-Henry,,,16
50.3756,3.7295,BE,Mont-sur-March,,,8
50.7949,5.0393,BE,Moordenaarsven,,,40
50.4738,4.0088,BE,Obourg,mine,mine,10
50.8428,3.5983,BE,Oudenaarde-Donk,settlement,settlement,11
51.3667,5.0,BE,Paardsdrank,,,14
50.5769,5.6755,BE,Petit-Spiennes,,,8
50.65,5.56,BE,Place Saint-Lambert,settlement,settlement,36
50.6492,4.2639,BE,Plateau des Tailles / Grande Fange IV,,,2
50.45,5.29,BE,"Pont-de-Bonne \""""Rocher du Vieux Chateau\""""",,,15
50.9519,4.0461,BE,Prinsenveld,,,8
50.9167,5.7,BE,Rekem,open-air,open-air,14
50.6637,5.4616,BE,Rocher du Chaveau,,,4
50.3492,4.8661,BE,Rocher du Chaveau / Grand Abri,,,2
50.8134,5.6742,BE,Rocher du Chaveau / Grotte 1,,,2
50.72,5.81,BE,Rullen,,,15
51.03,5.66,BE,Saint-Denijs-Westrem,,,12
50.4458,4.6217,BE,Sambreville,,,2
50.4833,5.0167,BE,Sclaigneaux,,,4
51.3098,4.2637,BE,Sint-Andries,,,8
51.05,5.3666,BE,Sonnisse Heide,,,12
50.425,3.9874,BE,Spiennes,mine,mine,19
50.42,3.98,BE,"Spiennes \""""Camp-Ã -Cayaux\""""",flint-mine,flint-mine,98
50.7189,3.3563,BE,Spiere,enclosure,enclosure,7
50.4795,4.7045,BE,Spy cave,,,3
50.4728,5.6753,BE,Station Leduc,,,9
50.4802,4.1204,BE,Strepy,mine,mine,3
50.48,4.017,BE,"Strepy, Mons",,,3
50.5152,4.0283,BE,Thieusies,,,3
51.1333,4.1833,BE,Tielrode,,,3
50.4344,5.2906,BE,Trou al 'Wesse,,,8
50.2125,4.9625,BE,Trou de Frontal,,,9
50.4755,5.5787,BE,"Trou de la Heid, Comblain-au-Pont",single grave,single grave,3
50.1206,4.7378,BE,Trou des Nutons,,,3
50.3496,4.8663,BE,Trou du Frontal,,,17
50.4333,5.5333,BE,Trou Jadot,,,5
50.1199,4.7253,BE,Trou-des-Blaireaux,,,3
50.3093,4.8204,BE,"Trous de Nots, Salet",collective burial,collective burial,3
50.6139,5.2319,BE,Vaux-et-Bor,,,2
50.6137,5.2319,BE,Vaux-et-Borset,,,12
51.2667,4.2117,BE,Verrebroeck,,,256
50.7642,5.0797,BE,Vliegveld,,,4
51.11,3.21,BE,Waardamme-Vijvers,,,12
51.145,5.745,BE,Wange,,,1
50.3264,5.5311,BE,Wéris I,gallery grave,gallery grave,10
50.36,4.88,BE,l'Abri sous roche du Chaveau,,,7
50.7047,5.26805,BE,Waremme-Longchamps,,,6
50.38,4.03,BE,Bosse de la Tombe,,,2
50.78,5.03,BE,Wange-Neerhespenveld,,,3
50.6108,3.74386,BE,"Irchonwelz \""La Bonne Fortune\""",,,1
50.4279,3.96079,BE,Mesvin-sans-Pareil,,,6
50.4733,4.00965,BE,Obourg,,,2
50.4754,5.57475,BE,trou de la Heid,,,3
50.9832,3.5168,BE,Deinze Aquafin,,,3
51.3103,4.2649,BE,Doel,,,1
50.588141247726,3.6855697631836,BE,"Blicquy, Couture de la Chaussée",settlement,settlement,11
50.341464,4.289944,BE,Thuin,settlement,settlement,2
50.427112121698,5.5323028564453,BE,"Gotte Lechat, Hamoir",hoard,hoard,8
50.922434,5.695846,BE,Rekem 10,,,3
51.380728,4.971042,BE,Weelde-Paardsdrank,,,6
50.5,4.0,BE,Thieusis,settlement,settlement,4
50.66667,5.45,BE,Awans,settlement,settlement,4
50.618583,3.759056,BE,Irchonwelz,enclosure,enclosure,1
50.348098020148,4.8736354708672,BE,"Massif de Chauveau, Godinne-sur-Meuse",single grave,single grave,2
50.436721,4.796795,BE,"Malonne, Petit-Ry",,,1
51.169444,3.339167,BE,"Oedelem ""Wulfsberge""",grave (mound),grave (mound),26
51.064266,5.088053,BE,Tessenderlo,grave (cremation),grave (cremation),34
51.316291,4.850953,BE,"Beerse (Antwerp, B.)",grave (cremation),grave (cremation),6
50.883328,3.780177,BE,Velzeke Paddestraat,grave (cremation),grave (cremation),52
50.882152,3.77192,BE,Velzeke Provinciebaan,grave (cremation),grave (cremation),20
50.587153,3.692938,BE,Blicquy,grave (cremation),grave (cremation),38
51.058753,3.765288,BE,Destelbergen/Eenbeekeinde,grave (cremation),grave (cremation),57
51.232485,4.503895,BE,Wijnegem,grave (cremation),grave (cremation),2
51.123815,4.461817,BE,Kontich,grave (cremation),grave (cremation),4
51.084701,3.446094,BE,Aalter-Langevoorde,grave (cremation),grave (cremation),4
50.896746,2.854793,BE,Boezinge,grave (cremation),grave (cremation),2
51.181333,4.602012,BE,Broechem,grave (cremation),grave (cremation),6
51.049589,4.099441,BE,Dendermonde-Grembergen,grave (cremation),grave (cremation),2
51.028732,4.140043,BE,Dendermonde-Hoogveld,grave (cremation),grave (cremation),10
51.15845,3.758913,BE,Kluizendok,grave (cremation),grave (cremation),6
51.13267,3.44292,BE,Knesselare-Westvoorde,grave (cremation),grave (cremation),8
51.018854,3.039091,BE,Kortemark-Voshoek,grave (cremation),grave (cremation),2
50.816969,3.277392,BE,Kortrijk-Bouvekerke,grave (cremation),grave (cremation),2
50.964157,3.976562,BE,Lede-Domein Mesen,grave (cremation),grave (cremation),10
51.080668,3.573111,BE,Merendree,grave (cremation),grave (cremation),2
51.12919,3.48625,BE,Ursel,grave (cremation),grave (cremation),18
50.869667,2.986855,BE,Zonnebeke-Groeve Wienerberger,grave (cremation),grave (cremation),2
50.053139,4.493396,BE,"Couvin (Namur, B.)",cave,cave,6
51.192616,3.151887,BE,"Varsenare ""d´Hooghe Noene""",grave (cremation),grave (cremation),4
50.983333,3.527222,BE,Deinze,grave,grave,8
51.106205,3.690799,BE,"Evergem ""Ralingen""",grave,grave,2
51.072034,3.747621,BE,"Ghent, Hogeweg",grave,grave,2
51.14564,3.403245,BE,"Knesselare, Flabbaert",grave,grave,3
51.035225,3.037387,BE,"Kortemark, Koutermolenstraat",grave,grave,8
51.114993,3.104611,BE,"Saint-Andries ""Refuge""",grave,grave,11
51.227404,4.095108,BE,"Sint-Gillis-Waas ""Kluizemolen""",grave,grave,8
51.111667,3.220278,BE,"Waardamme ""Vijvers""",grave,grave,14
51.047287,4.011977,BE,"Zele ""Kamershoek""",grave,grave,6
51.119197,5.055871,BE,Meerhout-Zittaart,grave,grave,2
51.321839,4.862013,BE,"Beerse ""Krommenhof""",ditch,ditch,10
51.44565,5.0433,BE,Poppel,grave (cremation),grave (cremation),2
51.103773,5.553832,BE,Wijshagen-De Rieten,grave (cremation),grave (cremation),8
51.003889,3.801389,BE,Melle,hoard,hoard,3
51.011539,3.928659,BE,Schellebelle,hoard,hoard,6
50.771389,3.878611,BE,Geraardsbergen,hoard,hoard,4
51.006944,3.885278,BE,Wetteren,hoard,hoard,2
50.842778,3.604167,BE,Oudenaarde,hoard,hoard,2
51.03,4.098889,BE,Dendermonde,hoard,hoard,2
51.004167,3.9725,BE,Wichelen,hoard,hoard,4
51.068611,4.039722,BE,Zele,hoard,hoard,2
51.099444,4.241111,BE,Bornem,hoard,hoard,2
50.99474,5.07225,BE,Schoonaarde,hoard,hoard,4
50.12674,5.18623,BE,Han-sur-Lesse,,,14
51.251349,3.281391,BE,Damme,grave (cremation),grave (cremation),2
51.208871,3.449053,BE,Maldegem,grave (cremation),grave (cremation),6
50.949909,3.129447,BE,Roeselare,grave (cremation),grave (cremation),4
51.174673,3.318221,BE,"Oedelem, Drie Koningen",grave,grave,2
51.053889,3.721667,BE,Gent,hoard,hoard,2
51.25,5.48,BE,Achel,open-air,open-air,2
50.35,4.85,BE,Bois Laiterie,cave,cave,7
50.35,4.87,BE,Chauveau,shelter,shelter,4
50.38,5.53,BE,Coleoptere,cave,cave,9
50.45,5.01,BE,Goyet,cave,cave,6
50.48,5.62,BE,Halleux,cave,cave,1
51.05,5.37,BE,Helchteren,open-air,open-air,3
50.57,5.17,BE,Huccorgne,open-air,open-air,11
50.63,6.03,BE,Konnerzvenn,,,2
50.43,5.53,BE,Lechat,shelter,shelter,8
51.23,5.3,BE,Lommel,open-air,open-air,1
50.45,3.93,BE,Maisieres Canal,open-air,open-air,9
50.43,4.8,BE,Malonne Petit Ri,,,1
50.23,4.88,BE,Margaux (Belgique),cave,cave,3
50.27,4.92,BE,Martina,shelter,shelter,2
50.8,5.58,BE,Meer,,,10
50.92,5.68,BE,Neerharen De Kip,,,1
50.93,5.68,BE,Opgrimbie Dune,,,2
50.38,4.58,BE,Presles,,,3
50.48,4.97,BE,Princesse,cave,cave,2
50.48,5.72,BE,Remouchamps,cave,cave,8
50.45,3.82,BE,Saint Ghislain,,,4
50.62,3.88,BE,Sarrazins,cave,cave,1
50.48,5.03,BE,Sclayn,cave,cave,2
50.48,4.7,BE,Spy,cave,cave,14
50.35,5.47,BE,Sy Verlaine,cave,cave,2
50.47,5.25,BE,Trou Al Wesse,cave,cave,11
50.22,4.87,BE,Trou da Somme,,,2
50.37,4.87,BE,Trou de Burnot,,,1
50.05,4.48,BE,Trou de l Abime,cave,cave,3
50.12,4.75,BE,Trou des Blaireaux,,,16
50.23,4.95,BE,Trou des Nutons (Furfooz),,,6
50.55,5.17,BE,Trou Dubois,,,1
50.22,4.92,BE,Trou Magrite,cave,cave,28
50.57,5.68,BE,Trou Walou,cave,cave,29
50.6,5.32,BE,Verlaine,cave,cave,1
51.37,5.0,BE,Weelde Paardsdrank,,,4
50.98,5.35,BE,Zonhoven,open-air,open-air,1
50.4442,5.2833,BE,Trou Al'Wesse,,,3
50.479,4.6763,BE,Spy Betche-aux-Rotches,,,27
50.2142,4.9519,BE,Renard,,,6
50.4825,4.9517,BE,Grotte de la Princesse Pauline,,,5
50.7851,5.4503,BE,Tonnelnaya,,,1
50.4456,5.0133,BE,Goyet 3,,,10
50.4854,5.0259,BE,Scladina Sclayn,,,3
50.06,4.513,BE,Trou de l'Abime,,,4
50.4804,3.9803,BE,Maisieres Canal champ de fouille,,,21
50.666,5.5858,BE,Gritten,,,3
50.5625,5.1806,BE,Hui,,,1
50.507,5.662,BE,Hallines Levert,,,1
50.4068,5.5197,BE,Szeged-Othalom,,,1
51.2658,4.2108,BE,Verrebroek Dok 2,,,5
50.41,4.62,BE,Climautsi  II Klimautsy II Klimauts II Climautsy II,,,1
50.47,5.0,BE,FalkensteinhÔøΩhle,,,1
50.8667,4.8667,BE,Trou Da Somme,,,4
50.5739,5.579,BE,Megyaszo,,,1
50.5618,5.1785,BE,Grotte du Figuier,,,1
51.3293,5.0398,BE,Korhaan zone 4,,,4
50.7731,3.4808,BE,Rosalinde,,,1
47.9089,13.5119,AT,Abtsdorf/Atersee,pfahlbau,pfahlbau,4
47.4882,13.7281,AT,Amfalterboden,,,3
48.149,16.2445,AT,Antonshöhe,,,6
47.3774,13.204,AT,Arthurstollen,mine,mine,30
47.9162,13.5339,AT,Attersee,pfahlbau,pfahlbau,3
47.2844,15.7097,AT,Baierdorf,settlement,settlement,3
48.6925,16.8692,AT,Bernhardsthal,opfergrube,opfergrube,4
48.3316,16.3615,AT,Bisamberg,,,2
48.198,15.763,AT,Böheimkirchen,settlement,settlement,36
48.1092,16.292,AT,Brunn,settlement,settlement,102
47.3833,13.1333,AT,"Buchberg, Puchenstuben",settlement,settlement,2
47.4032,11.7904,AT,"Buchberg, Wiesing",settlement,settlement,2
48.2455,14.328,AT,Ebelsberg,settlement,settlement,2
48.7,16.5667,AT,Falkenstein,settlement,settlement,30
48.4398,15.7881,AT,Feuersbrunn,grave,grave,2
47.4498,16.6082,AT,Frankenau,settlement,settlement,4
48.34,15.71,AT,Franzhausen,b,b,19
48.3481,15.7224,AT,Franzhausen I,,,8
48.68,15.6,AT,Frauenhofen,settlement,settlement,11
48.3027,14.2645,AT,Freinberg,,,16
47.0867,9.9029,AT,Friaga Wald,,,24
48.65,16.4166,AT,Friebritz,,,16
48.3365,15.8023,AT,Gemeinlebarn,,,3
47.6001,16.6098,AT,"Girm, Göllnergasse/Hotterweg",,,2
48.5087,15.9426,AT,Glaubendorf,,,10
48.416,16.837,AT,"Grub an der March, Unterhaspel",,,3
47.4554,13.7108,AT,"Grubach 2, Dachsteinsüdseite",,,3
48.75,16.5833,AT,Guttenbrunn,miscellaneous,miscellaneous,11
48.4558,15.7205,AT,Hadersdorf,settlement,settlement,8
48.4501,15.7168,AT,Hadersdorf (cerca de la estación),,,3
46.5833,14.1333,AT,Hafnersee,,,4
47.5334,13.6489,AT,"Hallstatt, Appold Mine",,,92
48.429,16.217,AT,Hatzenbach,,,4
48.576,15.827,AT,Heidenstatt,,,6
48.5632,16.0771,AT,Hollabrunn,,,8
46.817,15.2375,AT,"Hörbing, Deutschlandsberg",,,3
48.6333,16.1,AT,Immendorf,,,6
47.3687,12.3873,AT,Jochberg,,,15
48.6102,15.6573,AT,Kamegg,,,36
46.589,14.1652,AT,Keutschacher See,settlement,settlement,15
48.2818,15.4636,AT,Kicking,,,5
48.6643,16.5905,AT,Kleinhadersdorf,b,b,38
47.3333,13.1833,AT,Klinglberg,,,16
47.4751,13.7427,AT,"Königreich T3, Tiefkar, Dachsteingebirge",,,3
47.48,13.7339,AT,"Königreich, Langkare, Östliches Langkar",,,3
47.4862,13.756,AT,"Königreich, Törlgrube, Dachsteingebirge",,,3
47.4085,15.0175,AT,Kulm bei Trofaiach,,,4
47.5176,14.8298,AT,Kupferschmelzplatz S 1,,,6
47.4667,13.7,AT,"Lackenmoosalm, Lackenofengrube U 1, Dachsteingebirge",,,6
48.3044,16.359,AT,Langenzersdorf,,,11
47.4872,13.6872,AT,Langkaralm,,,3
47.8333,16.2833,AT,Lichtenwörth,,,10
47.4986,13.7551,AT,Maisenberg,,,3
47.4334,11.8829,AT,"Mariahilferbergl, Brixlegg",,,3
48.5872,16.4944,AT,Michelstetten,settlement,settlement,127
47.805,13.485,AT,Misling/Attersee II,,,8
48.1836,14.7094,AT,Mitterkirchen,,,2
48.6423,15.7008,AT,Mold,settlement,settlement,24
47.8114,13.3884,AT,Mooswinkel,settlement,settlement,18
47.8389,16.4572,AT,Müllendorf,,,3
48.03,16.378,AT,Münchendorf,house,house,4
48.45,16.23,AT,Niederhollabrunn,b,b,2
48.3666,15.55,AT,Oberbergern,b,b,2
48.13,14.22,AT,Oelkam,,,17
48.5833,16.4667,AT,Olgersdorf,settlement,settlement,4
48.2667,15.7167,AT,Ossarn,,,4
47.1994,9.3423,AT,Peggau,,,5
47.4034,13.1818,AT,Pingen-Hochmoos,,,3
47.716,16.187,AT,Pitten,,,5
48.6948,15.5655,AT,Poigen,settlement,settlement,3
48.239,15.696,AT,Pottenbrunn,,,2
48.7,15.8667,AT,Pulkau,settlement,settlement,4
48.2267,15.666,AT,Ratzersdorf an der Traisen,,,8
48.33,15.698,AT,Reichersdorf,,,4
48.6358,15.6306,AT,Rosenburg,settlement,settlement,68
47.7972,13.3938,AT,Scharfling,,,14
48.5667,16.4667,AT,Schletz,settlement,settlement,99
47.6347,16.3616,AT,Schwarzenbach,,,9
47.8053,13.4495,AT,See,,,8
48.4991,16.2305,AT,Steinabrunn,settlement,settlement,14
48.4108,16.845,AT,Stillfried,settlement,settlement,6
48.4141,16.837,AT,Stillfried an der March,,,33
48.4724,15.735,AT,Straß im Straßertale,settlement,settlement,2
48.59,15.65,AT,Thunau,,,44
48.5869,15.6426,AT,Thunau am Kamp,,,26
48.1,16.421,AT,Unterlanzendorf,,,8
47.5,41.41,AT,Unterpullendorf,,,8
48.3333,41.44,AT,Unterwölbing,,,3
48.3246,15.607,AT,Unterwölbling,settlement,settlement,3
46.85,10.91,AT,Vent,,,10
47.4349,14.6717,AT,Vorwald,,,3
48.2168,15.3498,AT,Wachberg,,,2
48.4728,16.4153,AT,Wetzleinsdorf,settlement,settlement,10
48.2269,15.3439,AT,Windeck bei Melk,,,2
47.95,16.8333,AT,Winden am See,settlement,settlement,8
47.8155,16.4081,AT,Zillingtal,settlement,settlement,8
47.077719,10.071713,AT,"Kupfergruba, Gafluna valley, Silbertal",,,2
47.430188,11.949433,AT,Mauken,,,1
47.410897,11.941978,AT,Raum,,,3
47.43703,11.949338,AT,"Sommerau, Hintersommerau",,,2
47.331929,13.183593,AT,St. Veit-Klinglberg,,,16
47.481913,14.477284,AT,Versunkene Kirche,,,1
48.72,16.58,AT,Falkenstein-Schanzboden,hillfort,hillfort,13
48.31,16.36,AT,Lang-Enzersdorf,,,3
48.1,16.28,AT,Brunn am Gebirge (Flur Wolfholz),settlement,settlement,56
48.28,14.25,AT,"Leonding-\""Gendarmerieposten\""",settlement,settlement,3
48.21,14.367,AT,Olkam,settlement,settlement,3
47.8044,13.4484,AT,See am Mondsee,pile dwelling,pile dwelling,6
48.3,16.87,AT,Baumgarten,,,3
47.89,16.65,AT,Donnerskirchen,,,3
47.6,16.6,AT,Girm,settlement,settlement,6
48.42,16.84,AT,Grub an der March,settlement,settlement,9
48.08,16.29,AT,Mödling,,,3
47.7997,13.3996,AT,Mondsee-Scharfling,pile dwelling,pile dwelling,8
48.47,15.73,AT,Strati im Stratiertale,,,2
47.331595,13.182131,AT,St.Veit-Klinglberg,mine,mine,52
48.444076,16.846483,AT,Buhuberg,,,12
47.437501,11.95239,AT,Mauk E,mine,mine,22
47.392967,11.787889,AT,Buchberg,mine,mine,8
48.249714,14.458307,AT,"Gusen; site: ""Berglitzl""",,,2
47.410157,15.017058,AT,Kulm; site: bei Trofaiach,fortified settlement,fortified settlement,4
47.286582,11.567133,AT,Volders,pyre location (ustrine),pyre location (ustrine),2
47.429452,11.938673,AT,Mauk F / Schwarzenberg-Moos,mine,mine,14
48.402131,16.841418,AT,"Mannersdorf, March",grave,grave,6
47.282546,12.431251,AT,Einödberg,mine,mine,2
47.56245,13.64854,AT,Hallstatt,mine,mine,10
48.08746,15.40122,AT,Kilb,mine,mine,8
47.118056,10.666667,AT,"Fließ, Pillerhöhe",,,10
47.320352,14.0464,AT,"St. Nikolai, Sölkpass",,,1
47.439596,11.954105,AT,Mauk A,workshop,workshop,26
47.305219,11.635862,AT,Weer,,,8
47.079075,10.673877,AT,Faggen,mine,mine,2
47.592244,12.196193,AT,Kufstein,,,8
47.21584,11.419185,AT,Igls,,,4
47.303252,11.448128,AT,Kiechlberg,,,10
47.468116,12.011389,AT,Kundl,cultural layer,cultural layer,18
47.435096,11.951216,AT,Mauk D,workshop,workshop,14
47.4167,13.1333,AT,Mühlbach-Mitterberg,workshop,workshop,4
47.97,13.95,AT,Aggsbach,open-air,open-air,7
48.4,14.42,AT,Alberndorf in der Riedmark,open-air,open-air,6
47.68,14.3,AT,Gamssulzenhohle,cave,cave,7
48.45,15.93,AT,Gross Weikersdorf,open-air,open-air,1
48.47,15.98,AT,Grossweikersdorf,,,4
48.47,15.72,AT,Grubgraben,open-air,open-air,24
48.65,15.65,AT,Horn (Raberstrasse),open-air,open-air,1
47.03,15.18,AT,Krems Galgenberg,open-air,open-air,15
47.22,15.33,AT,Kugelsteinhohle,cave,cave,8
48.47,15.67,AT,Langenlois,open-air,open-air,4
48.07,15.72,AT,Langmannersdorf,open-air,open-air,2
47.32,15.37,AT,Mixnitz Drachenhohle,,,1
47.92,14.43,AT,Nixloch,cave,cave,2
47.63,14.17,AT,Ramesch Knochenhohle,cave,cave,2
47.68,13.2,AT,Schlenken Durchgangshohle,cave,cave,3
48.28,14.43,AT,Stratzing,open-air,open-air,12
47.65,12.72,AT,Unken,,,2
48.32,15.4,AT,Willendorf,open-air,open-air,35
47.32035,14.0464,AT,St. Nikolai Sölkpass,,,1
48.6818,16.1121,AT,Alberndorf I,,,12
48.323,15.399,AT,Willendorf II,,,61
48.4303,15.606,AT,Stratzing/Krems-Rehberg Galgenberg,,,19
48.4686,15.6881,AT,Langenlois B,,,6
48.2943,15.8795,AT,Langmannersdorf A,,,5
48.4189,16.8339,AT,Krnawetberg,,,13
48.3333,15.4,AT,Schwallenbach,,,6
48.4667,15.9833,AT,Gross-Weikersdorf [Ruppersthal],,,2
47.611,13.696,AT,Salzofenhohle,,,2
48.6,15.65,AT,Kamen' Dyrovatyi,,,1
48.4149,15.5993,AT,Krems-Wachtberg,,,21
47.2,15.35,AT,Lusakert I,,,3
47.6822,14.2978,AT,Gamssulzen-Hohle,,,1
48.2,15.75,AT,BÔøΩheimkirchen,,,2
45.96543,7.70179,CH,Alp Hermettji,rockshelter,rockshelter,11
46.32682,7.99214,CH,Altersheim,open air,open air,1
46.23654,7.3596,CH,avenue Ritz,open air,open air,18
46.69547,6.57313,CH,en Raillon,open air,open air,1
46.23057,7.34692,CH,Petit Chasseur I,open air,open air,24
46.23294,7.35865,CH,place de la Planta,open air,open air,7
46.23289,7.40724,CH,Pranoé,open air,open air,4
46.2324,7.4065,CH,Pranoé-Villa Chamartin,open air,open air,3
47.468,7.594,CH,Aesch,gallery grave,gallery grave,18
47.2931,8.4308,CH,"Affoltern, Zwillikon-Weid",settlement,settlement,4
46.4674,6.3827,CH,Allaman - En Verex,,,6
47.4172,7.1122,CH,Alle - Noir Bois,,,12
47.4284,7.1262,CH,"Alle, Noir Bois",settlement,settlement,3
47.1573,9.2454,CH,"Alt St. Johann SG, Vorder Selun-Muelten und Seeli",,,4
47.3727,9.5292,CH,"Altstätten SG, Bürg 2",,,4
47.5,9.428,CH,Arbon Bleiche,settlement,settlement,20
47.496,7.617,CH,Arlesheim - Birseck-Ermitage,b,b,13
46.969,6.87,CH,"Auvernier, La Saunerie",settlement,settlement,39
46.975,6.883,CH,"Auvernier, Port",settlement,settlement,15
46.9753,6.879,CH,"Auvernier, Tranchée du Tram",settlement,settlement,3
46.5624,9.6802,CH,"Avagna, Colm da Boys, Tinzener",,,3
46.2724,7.4141,CH,Ayent VS-le Château,,,3
47.2048,8.5245,CH,Baar - Früebergstrasse,,,8
47.1942,8.5222,CH,"Baar ZG, Martinspark",,,15
