lat,lon,country,site_name,site_type,feature_type,n_dates
16.348458,48.982897,YE,HDOR 410,settlement,settlement,3
15.8,49.6,YE,"SU 151-1, Kheshiya Wadi Sana",settlement,settlement,3
15.85,49.5,YE,"SU 037-3, Khuzmum Wadi Sana",settlement,settlement,1
15.7,48.7,YE,"C-30-4, Wadi Harou",settlement,settlement,3
15.4,48.8,YE,"C-51-1, Wadi Sissib",settlement,settlement,2
15.86,49.53,YE,"SU 134-3, Wadi Sana (Khuzma)",settlement,settlement,1
15.87,49.53,YE,"C67-2, Wadi Sana",settlement,settlement,3
15.7,49.3,YE,"C15-3, Wadi Atuf/Wadi Idm",settlement,settlement,4
15.68,49.38,YE,"C15-2, Wadi Atuf/Wadi Idm",settlement,settlement,1
15.65,49.35,YE,"C17-2, Wadi Atuf/Wadi Idm",settlement,settlement,1
16.438714,43.144801,YE,"C32-2, Wadi Harad",settlement,settlement,1
15.47,45.32,YE,Al-Mujarshab,,,1
15.467498,45.313321,YE,Ma'rib,settlement,settlement,23
13.03809,44.901425,YE,Sabir,settlement,settlement,24
13.020414,45.14112,YE,Ma'layba,settlement,settlement,9
14.7,48.04,YE,"Wadi Erda, Hadramawt",open air site,open air site,3
15.14,49.13,YE,"Wadi Masilah Hdor 1213, Hadramawt",open air site,open air site,2
15.1,49.1,YE,"Wadi Dbl, Hadramawt",settlement,settlement,2
15.612,50.361,YE,Wadi Sana cave II,cave,cave,1
16.95,43.7667,YE,Al-Saada,,,61
15.270176,45.143396,YE,Yalâ,settlement,settlement,5
23.54,58.65,OM,Bandar Jissa 1,,,4
23.49,58.73,OM,Bandar Khayran,,,4
23.52,58.72,OM,Bandar Khayran 11,,,6
23.52,58.73,OM,Bandar Khayran 3,,,12
23.52,58.74,OM,Bandar Khayran 5,,,6
22.6,59.47,OM,Bir Bira 1,,,10
23.2,58.99,OM,Daghmar 1,,,8
22.29,59.82,OM,Dhaffah 2,,,6
23.08,59.05,OM,Dibab 1,,,6
22.83,59.24,OM,GAS 1 (Wadi Shab 1),,,2
22.52,59.77,OM,Khawr Jaramah 12,,,6
23.25,58.9,OM,Khor Milkh 1,settlement,settlement,9
23.24,58.9,OM,Khor Milkh 2,,,2
23.62,58.47,OM,Qurum North 1,,,2
23.64,58.49,OM,Ras al-Hamra 1,,,171
23.63,58.48,OM,Ras al-Hamra 12,,,92
23.62,58.48,OM,Ras al-Hamra 7,,,3
22.42,59.83,OM,Ras al-Jins 37,,,3
22.43,59.83,OM,Ras al-Junayz 2,,,6
22.22,59.8,OM,Ras al-Khabbah 1,,,6
21.71,59.48,OM,Ras Shaqallah 1,,,9
20.24,57.84,OM,Ras Shirab 1,,,6
23.61,58.45,OM,Saruq,,,17
19.83,57.75,OM,Shuwayr 1,,,9
22.55,59.61,OM,Shyia 3,,,6
22.55,59.62,OM,Shyia 4e,,,9
23.57,58.52,OM,Wadi Wutayya,settlement,settlement,17
23.624395,58.528061,OM,RH6 Muscat,,,4
22.605632,59.466672,OM,Bir Bira,,,1
22.4919,59.7183,OM,Khawr Jaramah,,,1
23.6442,58.4933,OM,Ras al-Hamra,,,9
22.4236,59.8381,OM,Ras al-Junayz,,,1
23.25879,56.744863,OM,Bat (Wadi Sharsah),irrigation channel,irrigation channel,5
23.628406,58.481545,OM,Ra's al-Hamra 5,settlement,settlement,40
23.629182,58.481056,OM,Ra's al-Hamra 10,settlement,settlement,5
23.623402,58.481925,OM,Ra's al-Hamra 6,settlement,settlement,42
17.169,54.321,OM,KR-108 (Jebel Qara),rock shelter,rock shelter,3
23.631722,58.481193,OM,Ra's al-Hamra 3,settlement,settlement,2
23.63015,58.482258,OM,Ra's al-Hamra 4,settlement,settlement,3
17.154,54.268,OM,GQ-13/23 (Jebel Qara),rock shelter,rock shelter,3
24.07,55.69,AE,Ain al Faidha,,,12
25.37,55.4,AE,Al Qassimiya,,,4
25.52,55.54,AE,al-Madar (Point 69),,,2
25.52,55.56,AE,ar-Ramlah 3,,,3
25.52,55.58,AE,ar-Ramlah 6,,,6
24.47,52.31,AE,Dalma 11,settlement,settlement,22
25.56,55.56,AE,Ile d´ Akab,,,7
25.45,55.5,AE,Jazirat al-Hamra 1,,,2
25.45,55.49,AE,Jazirat al-Hamra 2,,,2
25.69,55.8,AE,Jazirat al-Hamra 4,,,4
24.28,53.23,AE,Marawah Site 1,,,6
24.28,53.25,AE,Marawah Site 11,,,4
25.5,55.51,AE,Point 70,,,2
25.49,55.55,AE,Point 81,,,2
25.3595,55.3923,AE,Sharjah,,,10
25.483333,55.55,AE,Tell Abraq,settlement,settlement,26
24.665623,55.239796,AE,Saruq Al-Hadid,settlement,settlement,41
24.2689,53.262,AE,Island of Merawah,settlement,settlement,1
24.274406,53.260005,AE,"MR 11, Marawah Island",settlement,settlement,3
29.60472,48.02167,KW,H3,settlement,settlement,1
26.1877,50.4992,BH,Ancient Saar,,,4
26.1959,50.4881,BH,Saar,,,16
26.133295,50.51645,BH,Wadi al-Sail,cemetery,cemetery,9
25.69,51.36,QA,Khor 2 (M et D),,,12
25.52,51.46,QA,Khor 3 (FB-FPP),,,2
25.68,51.48,QA,Khor FB,,,4
25.69,51.48,QA,Khor FPP,cemetery,cemetery,9
24.71,51.3,QA,Shagra A,,,2
24.83,51.4,QA,Site XXXVII,,,4
25.574722,51.486389,QA,Simaisma,cemetery,cemetery,2
39.3891270419973,67.2031413977523,UZ,Sarazm Period I,,,1
50.5134,5.0625,KZ,Lebyazhinka 4,settlement,settlement,21
50.593,56.83,KZ,Tanabergen,,,2
43.5369715029275,77.3277751697371,KZ,Tusuzai,,,16
48.4744851703703,84.8548961485319,KZ,Begash,,,4
44.9575867357751,78.8596474033206,KZ,Tasbas,,,11
37.95,58.23,TM,Jeitun,,,32
38.067,57.037,TM,Monjukli Depe,,,12
37.6,60.62,TM,Akcha,,,1
37.07,60.93,TM,Chagylly,,,2
37.92,58.18,TM,Dashli,,,1
38.88,54.18,TM,Djebel,,,1
37.53,60.68,TM,Geoksyur 1,,,3
37.79,58.51,TM,Kara,,,1
37.45,60.67,TM,Mullali,,,1
38.07,57.82,TM,Tilkin,,,1
37.98,57.83,TM,Togolok,,,4
37.5,60.72,TM,Yalangach,,,1
38.9775796364276,58.710913258512,TM,Anau,,,19
38.95,61.2833,TM,Pors Nehue (HÔøΩdic),,,1
37.5474,61.0904,TM,Popovo,,,2
38.1506026962055,62.3255134712581,TM,Ojakly,,,2
49.4041737125899,102.953056876038,MN,Egiin Gol,,,7
10.4612553312386,99.100337882261,TH,Khao Sam Kheo,,,31
9.41250017211488,98.5245798968783,TH,Phu Khao Thong,,,4
17.5026535225525,103.210845085001,TH,Ban Chiang,,,51
15.0555354044946,100.768355887346,TH,Phromthin Tat,,,16
17.3627504764532,103.10195413004,TH,Ban Na Di,,,8
15.2121430651043,102.27563193988,TH,Ban Lum Khao,,,26
16.8094231729734,102.329905155901,TH,Non Nok Tha,,,9
30.2678,30.94,EG,Abu Ghalib,,,1
30.0319,31.075,EG,Abu Roash,funerary complex,funerary complex,18
29.895,31.2022,EG,Abusir,,,23
26.183,31.922,EG,Abydos,,,53
26.175,31.908,EG,Abydos Umm el-Qa'ab,,,54
25.2444,32.55,EG,Adaïma,,,32
27.316,27.333,EG,Ain Dalla,,,21
27.6617,30.9056,EG,Amarna,,,44
21.6166,31.1,EG,Askut,fortress,fortress,2
25.7378,32.6203,EG,Assasif,,,1
26.9308,31.4867,EG,Badari,,,22
22.0,30.1166,EG,Bir Kiseiba,,,42
22.6,29.86,EG,Bir Kiseiba E-79-1,,,2
22.63,30.01,EG,Bir Kiseiba E-79-3,,,2
21.85,31.2833,EG,Buhen,,,14
31.1964,30.7447,EG,Buto,settlement,settlement,40
29.8083,31.2058,EG,Dahshur,funerary complex,funerary complex,14
25.4993,28.9908,EG,Dakhla,,,138
29.7932,31.2463,EG,datiert Jahr,,,1
25.7378,32.6074,EG,Deir el-Bahari,,,93
25.7372,32.6064,EG,Deir el-Bahari (?),,,5
25.7289,32.6014,EG,Deir el-Medina,,,116
27.0672,29.9783,EG,"Djara 90/1, surface",,,39
29.8713,31.2164,EG,Djoser,,,1
23.7333,32.45,EG,Dra Abu el Naga,,,46
27.75,30.9,EG,Dungul oasis site 8718-1-11,,,6
21.4833,30.9666,EG,Dynasty XII,,,2
24.4167,27.65,EG,Eastpans 95/1-1,,,34
25.8363,32.6983,EG,El Abadiya,,,2
25.16,32.83,EG,El Kab 1,,,24
29.8833,31.3333,EG,El Omari,settlement,settlement,16
27.6514,31.7067,EG,el-Badari,,,12
26.59,31.24,EG,El-Badari,,,6
29.9,31.35,EG,"el-Omari, pit A 16",,,5
26.6167,31.7667,EG,El-Salamoni,,,2
25.8333,32.5,EG,el-Tarif,,,3
25.2933,32.5564,EG,Esna,,,3
25.2933,0.0,EG,Farafra,,,4
27.05,27.95,EG,Farafra Ain Dalla XIIIb,,,26
27.0572,27.9645,EG,Farafra Rajih-Bir Murr,,,2
27.0571,27.9645,EG,"Farafra, Hidden Valley",,,1
29.5,30.5,EG,Fayoum,,,33
22.5,30.75,EG,Gebel Nabta,,,131
22.7103,30.5047,EG,Gebel Nabta E-77-1,,,21
25.4833,32.4833,EG,Gebelein,,,3
29.9758,31.1306,EG,Giza,,,167
25.7167,32.6,EG,Heqanakht,,,4
25.1,32.78,EG,Hierakonpolis,,,45
25.0916,32.7744,EG,Hierakonpolis 11A,,,36
29.2333,30.0666,EG,Illahun,,,58
25.4833,30.6333,EG,Kharga,,,20
22.6667,30.1167,EG,Kiseiba Scarp,,,6
29.55,31.2167,EG,Lisht,,,5
25.6872,32.6396,EG,"Luxor, Statue",,,1
25.75,32.75,EG,MA 21/83,,,85
29.9666,31.25,EG,Maadi,settlement,settlement,39
26.1704,32.7238,EG,Mahgar Canal 1,,,4
26.1667,32.7167,EG,Mahgar Dendera 2,,,5
26.2125,32.6,EG,"Makhadma 4, foyer 1",,,3
25.7,32.5833,EG,"Malkata, Pala",,,3
25.772,32.6,EG,Medinet Habu,,,3
30.3166,30.85,EG,Merimde,,,37
29.3883,31.157,EG,Meydum,,,10
29.3883,31.1569,EG,Meydum Sneferu Pyramid,funerary complex,funerary complex,15
30.9083,32.0183,EG,"Minshat Abu Omar, tomb 1590",,,2
22.55,30.73,EG,Nabta,,,251
26.3728,31.915,EG,Naga ed-Dêr,,,24
25.915,32.7286,EG,Naqada,,,74
25.9667,32.6667,EG,"Naqada Khatara 1, 50-55cm",,,10
25.9,32.7167,EG,Naqada North Town 78-65A,,,9
36.5333,32.5,EG,Nazlet Safaha,,,5
29.5922,30.6619,EG,Qasr el-Sagha I/79,,,24
25.7278,32.6103,EG,Ramesseum,,,1
25.1803,27.4061,EG,Regenfeld 87/2,,,34
27.1,31.0167,EG,Rifeh,,,1
29.8333,31.1333,EG,Saqqara,,,313
26.5333,32.4167,EG,Semanineh H,,,4
28.7006,29.5308,EG,Seton Hill 99/8,,,2
29.3,25.78,EG,"Site 75, 1",,,5
22.51,31.83,EG,"Site 8905 A, C",,,4
29.76,30.75,EG,Site E-29-G1,,,2
29.56,30.66,EG,Site E-29-G3,,,1
29.58,30.83,EG,Site E-29-H1,,,1
25.06,32.79,EG,Site E71P5,,,4
29.16,26.98,EG,"Sitra BOS.83/11, Steinplatz 2",,,11
29.8333,26.1667,EG,Siwa 75/29,open air site,open air site,10
20.4333,30.3333,EG,Soleb,,,21
29.5,31.2167,EG,Tarkhan,grave,grave,9
30.7861,31.8227,EG,Tell el Daba,,,65
30.7864,31.8231,EG,Tell el Dab'a,settlement,settlement,91
31.3333,34.2667,EG,Tell es-Sakan,settlement,settlement,26
25.7206,32.6103,EG,Thebes,settlement,settlement,75
25.7403,32.6014,EG,Tomb KV62,,,7
25.7383,32.6078,EG,Tomb of Meketre TT,,,4
25.7314,32.6133,EG,Tomb of Qent,,,2
29.9791,31.149,EG,Tuna el-Gebel,funerary complex,funerary complex,18
23.21,26.43,EG,Wadi Bakht,,,65
25.6,30.717,EG,Wadi Deir,rock shelter,rock shelter,16
29.9667,31.3,EG,Wadi Digla,open air site,open air site,7
23.105,26.1036,EG,Wadi el-Akhdar BOS.80/12-1,,,63
24.21,32.85,EG,Wadi Kubbaniya,,,10
22.0,28.0,EG,Wadi Safsaf site 77 B-1,,,8
26.3192,34.0169,EG,"Wadi Sodmein Cave, layer 1",,,10
23.0233,26.1428,EG,Wadi Wassa,,,2
24.0,25.0,EG,Willmann's Camp BOS.81/61,,,16
28.55,33.99,EG,Abu Madi I,settlement,settlement,33
30.61,33.38,EG,Mushabi 103,,,2
30.61,34.4,EG,Qadesh Barnea 3,,,6
28.57,33.93,EG,Ujrat el-Mehed 1,settlement,settlement,4
28.81,33.93,EG,Wadi Tbeik,,,1
22.33,28.5,EG,84M31,,,2
24.43,27.65,EG,Abu Ballas sw,,,78
26.56,29.38,EG,Abu Gerara,,,4
26.51,27.66,EG,Abu Minqar,,,62
27.33,26.0,EG,Abu Nuss FAII,,,4
25.18,29.57,EG,Abu Tartur,,,38
29.89,31.19,EG,Abusir Nord,,,2
22.5,32.33,EG,Afyeh,,,9
27.17,25.83,EG,Ammonite Hills,,,4
25.67,28.83,EG,Bashendi,,,4
22.68,29.92,EG,Bir Kiseiba E794,,,4
22.83,30.03,EG,Bir Kiseiba scarp,,,10
22.72,29.98,EG,Bir Kiseiba two hill,,,4
22.75,29.33,EG,Bir Safsaf,,,2
22.85,28.78,EG,Bir Tarfawi 20,,,2
25.83,32.5,EG,Bucheum,,,14
22.72,32.12,EG,Catfish Cave,,,6
25.56,28.59,EG,Chufu,,,14
25.48,30.36,EG,Dabadib,,,1
25.72,28.73,EG,Dakhla dje Edmonton,,,2
27.29,29.72,EG,Djara,,,54
22.49,19.63,EG,Djebel Eghei,,,1
22.02,26.1,EG,Djebel Kamil,,,16
25.5,25.5,EG,Djebel Muftahsw,,,1
23.33,31.52,EG,Dungal,,,4
23.47,31.58,EG,Dungal site 8773,,,2
23.5,29.83,EG,Dykearea,,,2
24.76,29.2,EG,Eastpans,,,34
22.65,30.02,EG,El Adam E798,,,13
22.65,30.07,EG,El Adam E801,,,8
22.87,30.22,EG,El Aed,,,2
28.83,26.17,EG,El Arag,,,4
22.77,30.28,EG,El Balaad,,,3
22.83,30.75,EG,El Beid,,,2
22.48,29.92,EG,El Feel,,,4
22.82,30.22,EG,El Ghorab,,,11
27.83,28.5,EG,El Haiz Bahari,,,8
25.17,32.83,EG,El Kab,,,3
25.62,29.14,EG,El Kharafish,,,10
22.75,30.75,EG,El Kortein,,,6
26.37,31.64,EG,El Salamuni,,,3
31.36,31.63,EG,Er Regaa,,,2
25.08,25.66,EG,Erg Libyen (Willmannscp),,,3
29.33,30.5,EG,Fayum A80,,,20
29.67,26.5,EG,Gara,,,2
16.53,11.43,EG,Gara Tchia Bo,,,7
23.18,26.15,EG,Gilf Kebir,,,10
25.23,25.87,EG,Glass Area,,,24
25.12,25.62,EG,Great Sand Sea,,,19
29.42,25.83,EG,Hatiet Um El Hiyus,,,6
25.12,32.8,EG,Hierakonpolis II,,,2
25.0,28.42,EG,Jaqub,,,12
23.33,26.0,EG,Jebel Muftah,,,2
25.6501,30.6301,EG,Kharga 18,,,4
25.65,30.63,EG,Kharga E7616,,,14
25.67,32.67,EG,Khattara KH6A,,,6
24.5,30.63,EG,KS043,,,22
24.08,32.42,EG,Kubbaniya E78.4,,,5
26.12,32.75,EG,Maghara canal 1,,,4
26.17,32.58,EG,Makhadma,,,6
30.33,30.67,EG,Merimde-Benisalame,,,15
24.96,30.87,EG,Midauwara 05,,,8
26.1,32.33,EG,Nagada cimetiere,,,19
25.65,32.72,EG,Nagada KH1,,,6
26.1,32.17,EG,Nagada KH3,,,4
25.5,32.67,EG,North Town 78165A,,,2
29.33,30.67,EG,Qasr el Sagha,,,47
27.0,31.25,EG,Qau Badari,,,5
25.0,30.0,EG,Red desert (We Kharga),,,4
24.74,27.13,EG,Regenfeld,,,42
23.17,25.0,EG,Serir Dalma,,,2
28.45,29.27,EG,Seton Hill,,,2
29.5,25.08,EG,Shyiata,,,2
28.67,26.67,EG,Sitra,,,36
29.33,25.17,EG,Siwa,,,4
29.63,26.5,EG,Siwa 7530,,,2
29.83,26.17,EG,Siwa 76117,,,4
25.47,32.67,EG,South Town NW,,,8
23.33,25.88,EG,Wadi Akhdar,,,70
22.28,28.67,EG,Wadi Arid,,,4
23.18,26.03,EG,Wadi Bakht 82/16,,,3
23.28,26.3,EG,Wadi el Bakht,,,14
19.0,26.33,EG,Wadi Hussein,,,2
27.83,31.5,EG,Wadi Nubie,,,2
22.5,29.08,EG,Wadi Saf Saf,,,5
24.21,27.55,EG,Westpans,,,8
30.77,33.45,EG,Lagama 3 D,,,1
30.8,33.45,EG,Lagama 7,,,4
30.8,33.43,EG,Lagama Nord 8,,,1
30.62,33.38,EG,Mushabi 1,,,17
30.63,33.42,EG,Mushabi 18,,,1
30.63,34.42,EG,Qadesh Barnea 8,,,2
30.62,34.4,EG,QB 501,,,2
31.22,34.03,EG,Site A 306a,,,1
28.82,33.94,EG,Tbeik,settlement,settlement,4
30.037864,31.241221,EG,Zagreb mummy,funerary complex,funerary complex,16
27.05561,31.335039,EG,Deir Tasa,,,6
29.859999,31.219311,EG,Saqqara Step Pyramid Complex,funerary complex,funerary complex,14
26.105504,32.718544,EG,Semaineh,,,4
26.0,32.366667,EG,"Abadiyeh, Halfia Gibli",,,4
26.083333,32.683333,EG,Taramsa-1,,,4
30.64805,34.42261,EG,Tell el-Qudeirat,,,8
29.6053,30.7322,EG,E29G1E,open air site,open air site,2
29.5808,30.6703,EG,"Qasr El Sagha VIIA/80 (aka Qasr El Sagha VIIA/81, E29G3, or Site R)",open air site,open air site,11
29.5842,30.8344,EG,E29H1 [aka E29H1 (L Basin)],open air site,open air site,13
29.5889,30.7942,EG,Kom W (aka E29H2),open air site,open air site,15
29.3389,30.5083,EG,FS1,open air site,open air site,3
29.3333,30.5,EG,FS2,open air site,open air site,3
29.5925,30.6758,EG,Qasr El Sagha VIIC/80,open air site,open air site,29
29.5875,30.8799,EG,Kom K,open air site,open air site,23
29.5869,30.8272,EG,L1 (L Basin),open air hearth,open air hearth,14
29.5972,30.8761,EG,K1 (K Basin),open air hearth,open air hearth,9
29.5923,30.8887,EG,Upper K,silos,silos,9
28.7767,26.9283,EG,Sitra 83/11,open air site,open air site,17
28.7,26.9,EG,Sitra 83/06,open air site,open air site,1
28.7,26.5,EG,Sitra 83/07,open air site,open air site,2
29.3211,25.2024,EG,Shyiata - Siwa 75/1,open air site,open air site,1
29.2856,25.8304,EG,Hatiet Um El Hiyus - Siwa 75/5,open air site,open air site,3
29.6008,26.5123,EG,Gara - Siwa 75/27,open air site,open air site,1
28.9129,26.4067,EG,El Arag - Siwa 76/11-10,open air site,open air site,1
29.6333,26.5,EG,Siwa 75/30,open air site,open air site,1
29.8333,26.1694,EG,Site 76/24,open air site,open air site,2
30.3011,30.8403,EG,Merimde Beni Salame,settlement,settlement,22
30.2677,30.94,EG,Merimde Abu Ghalib,settlement,settlement,1
30.9647,30.7683,EG,Sais,settlement,settlement,8
30.5528,32.0994,EG,Tell El Maskhuta,,,2
30.9489,31.9658,EG,Undefined site Eastern Delta,,,2
29.9489,31.305,EG,Tura,tura caves,tura caves,2
29.8823,31.2929,EG,Ma'asara Tomb 6,funerary complex,funerary complex,2
29.5083,31.2167,EG,Tarkhan tomb 2050,funerary complex,funerary complex,19
29.5114,31.2485,EG,Tarkhan tomb 2053,funerary complex,funerary complex,1
29.51,31.22,EG,Tarkhan tomb 2054,funerary complex,funerary complex,2
29.5084,31.225,EG,Tarkhan (unspecified),funerary complex,funerary complex,1
29.51,31.2,EG,Kafr Ammar tomp 1060,funerary complex,funerary complex,6
29.85,31.2167,EG,Saqqara [1],funerary complex,funerary complex,12
29.8732,31.2154,EG,Saqqara [2],funerary complex,funerary complex,28
29.8661,31.217,EG,Saqqara Horemheb Tomb,funerary complex,funerary complex,11
29.2361,30.9707,EG,Illahun [1],funerary complex,funerary complex,40
29.8189,31.2254,EG,Dahshur Senusret III boat pit,funerary complex,funerary complex,15
29.8817,31.2181,EG,Saqqara tomb 3357,funerary complex,funerary complex,56
29.7903,31.2091,EG,Dahshur Sneferu Bent Pyramid,funerary complex,funerary complex,5
29.8759,31.2213,EG,Saqqara Mereruka Mastaba,funerary complex,funerary complex,3
29.8752,31.2218,EG,Saqqara Teti Pyramid,funerary complex,funerary complex,20
29.9779,31.1343,EG,Giza Khufu boat pit south,funerary complex,funerary complex,3
29.869,31.2164,EG,Saqqara Unas Pyramid Cemetery,funerary complex,funerary complex,1
29.8966,31.2045,EG,Abusir Ptahshepses Mastaba,funerary complex,funerary complex,7
29.895,31.2023,EG,Abusir Neferirkare Pyramid,funerary complex,funerary complex,2
29.9732,31.1328,EG,Giza plateau,funerary complex,funerary complex,5
29.7917,31.2235,EG,Dahshur Amenemhat III Pyramid,funerary complex,funerary complex,2
30.0321,31.0749,EG,Abu Roash Djedefre Pyramid Temple,funerary complex,funerary complex,19
29.979,31.1339,EG,Giza Khufu Pyramid,funerary complex,funerary complex,46
29.9752,31.1382,EG,Giza Sphinx Temple,funerary complex,funerary complex,3
29.9724,31.1281,EG,Giza Menkaure Pyramid,funerary complex,funerary complex,34
29.8388,31.215,EG,Saqqara (South) Shepseskaf Mastaba el-Faraoun,funerary complex,funerary complex,18
29.8712,31.2166,EG,Saqqara Temple Complex associated with Step Pyramid,funerary complex,funerary complex,31
29.9757,31.1305,EG,Giza Khafre Pyramid,funerary complex,funerary complex,29
29.8682,31.215,EG,Saqqara Unas Pyramid,funerary complex,funerary complex,13
29.8663,31.2132,EG,Saqqara Sekhemkhet Pyramid,funerary complex,funerary complex,4
29.8734,31.2189,EG,Saqqara Userkaf South Pyramid Temple,funerary complex,funerary complex,21
29.8976,31.2033,EG,Abusir Sahure Pyramid,funerary complex,funerary complex,14
29.7738,31.2169,EG,Saqqara [4],funerary complex,funerary complex,3
29.5746,31.225,EG,Lisht Amenemhet I Pyramid,funerary complex,funerary complex,2
29.3896,31.1585,EG,Meydum Tomb 17,funerary complex,funerary complex,3
29.9732,31.1339,EG,Giza Royal Production Centre,funerary complex,funerary complex,8
29.8409,31.213,EG,Saqqara mortuary chapel of Queen Neith,funerary complex,funerary complex,2
29.9792,31.131,EG,Giza Western Cemetery,funerary complex,funerary complex,8
29.0856,30.9344,EG,Unlabelled grave southwestern Fayum,funerary complex,funerary complex,30
29.2074,30.978,EG,Illahun [2],funerary complex,funerary complex,2
29.8723,31.2165,EG,Saqqara [6],funerary complex,funerary complex,4
29.88,31.22,EG,Saqqara [7],funerary complex,funerary complex,2
29.8712,31.2165,EG,Saqqara [8],funerary complex,funerary complex,3
29.8544,31.2189,EG,Saqqara [9],funerary complex,funerary complex,1
29.5605,31.222,EG,Lisht [1],funerary complex,funerary complex,2
29.2333,30.9667,EG,Illahun [3],funerary complex,funerary complex,1
29.56,31.2209,EG,Lisht [2],funerary complex,funerary complex,1
29.1333,30.9,EG,Sedment,funerary complex,funerary complex,12
29.8402,31.2134,EG,Saqqara Pepy II Pyramid,funerary complex,funerary complex,1
29.2,30.95,EG,Gurob tomb 23,funerary complex,funerary complex,2
30.0,31.0,EG,Undefined site southwest of Cairo,funerary complex?,funerary complex?,2
29.72006,34.782805,EG,Jebel Hamra,desert kite,desert kite,3
30.6483,34.4222,EG,Tel Qadesh Barnea,settlement,settlement,21
28.649665,33.897141,EG,Sheikh 'Awad,settlement,settlement,1
29.036667,33.459167,EG,Serabit el-Khadim,mining settlement,mining settlement,3
30.193056,34.421111,EG,Kuntillet Ajrud,settlement,settlement,14
28.646389,33.651667,EG,Mount Serbal,shrine,shrine,1
29.18,33.94,EG,Moyat Daba'iya,settlement,settlement,1
28.477,33.325,EG,Ujrat-el-Mehed 1,plein air,plein air,1
29.8711,31.2164,EG,Saqqara Reg.,,,6
25.524,29.128,EG,Dakhla site 166 (33/435-C7-2),,,8
26.1833,31.9166,EG,Umm al-Qaab,,,6
-28.583,17.083,ZA,/hei-/khomas,,,8
-28.508,20.61,ZA,Abrahamsdam,,,2
-29.97,17.193,ZA,AK2006/006,,,4
-32.194,18.858,ZA,Andriesgrond,,,2
-32.5,19.519,ZA,Aspoort Cave,,,8
-28.533,20.233,ZA,Augrabies,,,6
-32.318,18.316,ZA,Baboon Point Terrace,,,6
-22.265,29.188,ZA,Balerno Main Shelter,,,14
-22.25,29.183,ZA,Balerno Shelter 3,,,8
-29.52,31.229,ZA,Ballito Bay,,,8
-29.319,29.567,ZA,Barnes Shelter,,,2
-27.3,23.333,ZA,Batlharos 1,,,2
-23.12,28.97,ZA,Beauley,,,6
-29.999,29.058,ZA,Belleview,,,14
-30.367,17.833,ZA,Bethelsklip,,,4
-28.434,20.553,ZA,Biesje Poort 2,,,12
-31.467,23.217,ZA,Biesjesfontein 1,,,2
-29.8,18.983,ZA,Bitterputs 1,,,2
-24.81,27.79,ZA,Blaauwbank Donga (RU 7/78),,,2
-29.691,31.064,ZA,Blackburn Ridge,,,2
-28.303,23.117,ZA,Blinkklipkop,,,12
-28.355,16.807,ZA,Bloeddrift 23,,,6
-34.4,21.22,ZA,Blombos Cave,,,16
-34.4,21.217,ZA,Blombosfontein 1,,,22
-28.133,20.8,ZA,Bloubos 5,,,2
-28.067,20.85,ZA,Bloubos 7,,,4
-31.133,25.05,ZA,Blydefontein,,,56
-22.317,29.283,ZA,Blyklip,,,8
-28.768,16.577,ZA,Boegoeberg 1,,,5
-30.367,25.0,ZA,Bokfontein 56,,,38
-28.471,20.113,ZA,Bokvasmaak 3,,,3
-28.5,20.233,ZA,Bokvasmaak 4,,,4
-31.317,27.817,ZA,Bonawe,,,8
-34.2,18.383,ZA,Bonteberg Shelter,,,4
-33.383,22.183,ZA,Boomplaas,,,72
-30.687,30.377,ZA,Borchers Shelter,,,6
-27.017,31.983,ZA,Border Cave,,,121
