name,lat,lon,type,classification,gc_distance_km,source,department,province,district,ubigeo,code
Paraviento Pampa Poroma 12,-15.04515399,-75.080301506,Sitio Arqueologico,site,44.99,MinCultura_BIP,,,,110304,
"LÍNEAS Y GEOGLIFOS DE NASCA, SECTOR DE PAMPAS CHAUCHILLA SECTOR I, II, III, IV Y V",-14.970110025666665,-74.92679200349998,PAISAJE ARQUEOLOGICO,landscape,45.01,INGEMMET,,,,,ZA010731
TANKARPATA-,-13.6226438309999,-72.2256374039999,Sitio Arqueologico,site,45.02,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
"LÍNEAS Y GEOGLIFOS DE NASCA, SECTOR DE PAMPAS CHAUCHILLA SECTOR I, II, III, IV Y V",-14.959460700200008,-74.9041624048,PAISAJE ARQUEOLOGICO,landscape,45.05,INGEMMET,,,,,ZA010731
Runayupana – Sector 2,-13.604720898,-74.00534551599999,Sitio Arqueologico,site,45.12,MinCultura_BIP,,,,051108,
INKA WASI,-13.628914775,-72.2355572969999,Sitio Arqueologico,site,45.14,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
"LÍNEAS Y GEOGLIFOS DE NASCA, SECTOR DE PAMPAS CHAUCHILLA SECTOR I, II, III, IV Y V",-14.965775321650005,-74.91523920982502,PAISAJE ARQUEOLOGICO,landscape,45.14,INGEMMET,,,,,ZA010731
Filipllio Mojo,-13.7982156429999,-72.5694935899999,Sitio Arqueologico,site,45.17,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Runayupana – Sector 1,-13.604176633333331,-74.00634721666664,Sitio Arqueologico,site,45.22,MinCultura_BIP,,,,051108,
Santura,-14.165122354,-73.2979467479999,Sitio Arqueologico,site,45.23,INC_GeoGPSPeru,apurimac,aymaraes,soraya,,
AYAHUAYCOCH,-13.5450398379999,-72.0664408439999,Sitio Arqueologico,site,45.33,INC_GeoGPSPeru,cusco,cusco,qorqha,,
Cajiamarca,-13.7943335829999,-72.5570353439999,Sitio Arqueologico,site,45.41,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Santura,-14.166872351428571,-73.29748121857143,Sitio Arqueologico,site,45.42,MinCultura_BIP,,,,030413,
Ica la Vieja,-14.4090592929999,-75.6436885919999,Sitio Arqueologico,site,45.46,INC_GeoGPSPeru,ica,ica,ocucaje,,
PISAQ,-13.428752692363638,-71.83530014222724,PARQUE ARQUEOLOGICO,monumental,45.47,INGEMMET,,,,,ZA000024
Paraviento Pampa Poroma 4,-15.031696505999998,-75.04281205800001,Sitio Arqueologico,site,45.48,MinCultura_BIP,,,,110304,
Geoglifo y Paraviento Cerro Lomas de Marcona,-15.123360550000001,-75.23026017100003,Paisaje Cultural Arqueologico,landscape,45.48,MinCultura_BIP,,,,110304,
Intihuatana - Colcaraccay,-13.603107773382355,-74.01023455926472,Paisaje Arqueológico,landscape,45.52,MinCultura_BIP,,,,051108,
NEGRO PUGIO,-13.6310913469999,-72.2322809499999,Sitio Arqueologico,site,45.52,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
CHINCHERO-(,-13.5537557289999,-72.0795628949999,Sitio Arqueologico,site,45.54,INC_GeoGPSPeru,cusco,cusco,qorqha,,
Sinte,-14.174040624999998,-73.30773601666668,Sitio Arqueologico,site,45.62,MinCultura_BIP,,,,030413,
Pumaqocha,-13.5991885299999,-74.007378076,Sitio Arqueologico,site,45.77,INC_GeoGPSPeru,ayacucho,vilcashuaman,vischongo,,
Waskatay,-13.1194439709999,-73.0516683819999,Sitio Arqueologico,site,45.84,INC_GeoGPSPeru,cusco,la convencion,vilcabamba,,
Paravientos Pampa Poroma 3,-15.031611066,-75.03119025999999,Sitio Arqueologico,site,46.03,MinCultura_BIP,,,,110304,
CCACCACCOLLO,-13.461701553264703,-71.888627853,SITIO ARQUEOLOGICO,site,46.04,INGEMMET,,,,,ZA009957
"LÍNEAS Y GEOGLIFOS DE NASCA, SECTOR DE PAMPAS CHAUCHILLA SECTOR I, II, III, IV Y V",-14.965192908848485,-74.89524599506058,PAISAJE ARQUEOLOGICO,landscape,46.06,INGEMMET,,,,,ZA010731
Paraviento Pampa Paloma,-15.045423818,-75.05779529,Elemento Arqueologico Aislado,isolated_element,46.11,MinCultura_BIP,,,,110304,
MUTUYKANCHA,-13.5495087699999,-72.0593793479999,Sitio Arqueologico,site,46.13,INC_GeoGPSPeru,cusco,cusco,qorqha,,
CERRO CORONADO SECTOR A,-14.388262930499991,-75.61491241012502,PAISAJE ARQUEOLOGICO,landscape,46.13,INGEMMET,,,,,ZA010613
Taunuri Mojo,-13.8023410679999,-72.5582092489999,Sitio Arqueologico,site,46.14,INC_GeoGPSPeru,apurimac,grau,gamarra,,
SAQSAYWAMAN,-13.6489843079999,-72.2549514489999,Sitio Arqueologico,site,46.15,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
NECROPOLIS DE CHAUCHILLA,-14.98194481725001,-74.92718363587501,SITIO ARQUEOLOGICO,site,46.16,INGEMMET,,,,,ZA010339
"LÍNEAS Y GEOGLIFOS DE NASCA, SECTOR DE PAMPAS CHAUCHILLA SECTOR I, II, III, IV Y V",-14.970642352333337,-74.90241392866666,PAISAJE ARQUEOLOGICO,landscape,46.25,INGEMMET,,,,,ZA010731
Sacsayhuaman,-13.505441192499998,-71.96974392359373,Parques Arqueológicos Nacionales,monumental,46.28,MinCultura_BIP,,,,070101,
Cerro Coyvillie,-13.804542196,-72.5597381369999,Sitio Arqueologico,site,46.28,INC_GeoGPSPeru,apurimac,grau,gamarra,,
UCHUMAYO 1,-12.9306549009999,-72.6881154609999,Sitio Arqueologico,site,46.35,INC_GeoGPSPeru,cusco,la convencion,maranura,,
Cerro Turunjasai,-13.8102183549999,-72.5681118689999,Sitio Arqueologico,site,46.42,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Cerro Sulcaymar,-13.795507353,-72.5379519979999,Sitio Arqueologico,site,46.47,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Paravientos Pampa Poroma 18,-15.066941700000001,-75.093369478,Paisaje Cultural Arqueologico,landscape,46.52,MinCultura_BIP,,,,110304,
HUAYLLAPATA,-12.9232471589999,-72.6771293479999,Sitio Arqueologico,site,46.53,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Cerro Acero,-13.7837133979999,-72.5106679299999,Sitio Arqueologico,site,46.67,INC_GeoGPSPeru,apurimac,grau,gamarra,,
HUAYLLAPATA,-12.9232005279999,-72.6800130969999,Sitio Arqueologico,site,46.68,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
CAMINO TRAMO MARKAWASI - PUKAMARKA,-13.50709287837396,-71.96463099983654,PAISAJE CULTURAL ARQUEOLOGICO,pathway,46.7,INGEMMET,,,,,ZA002656
Paraviento Pampa Poroma 14,-15.058951967999999,-75.07149745199999,Sitio Arqueologico,site,46.79,MinCultura_BIP,,,,110304,
SAN LORENZO,-13.604355669937497,-74.03931849631249,SITIO ARQUEOLOGICO,site,46.83,INGEMMET,,,,,ZA010693
Tahuantinsuyu,-13.336250049285713,-71.62529877928571,Sitio Arqueologico,site,46.91,MinCultura_BIP,,,,081101,
CAMINO INCA TRAMO HAWKAYPATA - IZCUCHACA,-13.516684897617726,-71.97877088879227,PAISAJE CULTURAL ARQUEOLOGICO,pathway,46.93,INGEMMET,,,,,ZA002654
MOSOCLLAQTA,-13.512698443111118,-71.97031126811112,SITIO ARQUEOLOGICO,site,46.96,INGEMMET,,,,,ZA009958
PACHAQSIMI,-13.6121877859999,-72.1643199919999,Sitio Arqueologico,site,47.05,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
Paravientos Pampa Poroma 19,-15.071947643333333,-75.09248961166666,Paisaje Cultural Arqueologico,landscape,47.06,MinCultura_BIP,,,,110304,
Mesa Redonda,-13.513696024117644,-71.9702339917647,Paisaje Arqueológico,landscape,47.07,MinCultura_BIP,,,,080101,
Paraviento Pampa Poroma 13,-15.064723752,-75.07630406999999,Sitio Arqueologico,site,47.13,MinCultura_BIP,,,,110304,
CAMINO INCA TRAMO HAWKAYPATA - CHANCA,-13.520054240540158,-71.98077968613023,PAISAJE CULTURAL ARQUEOLOGICO,pathway,47.16,INGEMMET,,,,,ZA002653
LLAULLIPUQUIO,-13.511746257357137,-71.96416238364286,SITIO ARQUEOLOGICO,site,47.18,INGEMMET,,,,,ZA010282
Huaca de Loro,-14.968001630000002,-74.87762293749999,Sitio Arqueologico,monumental,47.19,MinCultura_BIP,,,,110305,
Cerro Sajahuana,-13.819270253,-72.5698300379999,Sitio Arqueologico,site,47.23,INC_GeoGPSPeru,apurimac,grau,gamarra,,
USHNO OSQOLLO,-13.51343339316666,-71.963571689,SITIO ARQUEOLOGICO,site,47.37,INGEMMET,,,,,ZA010382
Teteqaqa,-13.515028468181816,-71.96547685363637,Sitio Arqueologico,site,47.44,MinCultura_BIP,,,,080101,
CAMINO INCA TRAMO QORIKANCHA - WANAKAURI,-13.519929710110796,-71.97503514686149,PAISAJE CULTURAL ARQUEOLOGICO,pathway,47.44,INGEMMET,,,,,ZA002655
Pukin Sector IV,-13.53146845,-71.995037076,Sitio Arqueologico,site,47.57,MinCultura_BIP,,,,080106,
Pumamarka,-13.504921623175672,-71.94158258324325,Parques Arqueológicos Nacionales,monumental,47.64,MinCultura_BIP,,,,080105,
Qowiqarana,-13.51331786423077,-71.95689559000002,Paisaje Arqueológico,landscape,47.7,MinCultura_BIP,,,,080101,
Paraviento Pampa Poroma 15,-15.075926363333332,-75.08714582,Paisaje Cultural Arqueologico,landscape,47.71,MinCultura_BIP,,,,110304,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C., S.1 H. AYAR-C.",-13.53635110625,-72.0015392267778,PAISAJE ARQUEOLOGICO,landscape,47.73,INGEMMET,,,,,ZA010067
GEOGLIFOS PAMPA DE OCUCAJE,-14.403150734769234,-75.68021365792308,PAISAJE ARQUEOLOGICO,landscape,47.81,INGEMMET,,,,,ZA010035
Campo Barrido y Paraviento Pampa Poroma,-15.041988314,-75.015055094,Sitio Arqueologico,site,47.85,MinCultura_BIP,,,,110304,
PUMAMARKA,-13.505623066803569,-71.93874353091071,PARQUE ARQUEOLOGICO,monumental,47.85,INGEMMET,,,,,ZA000463
Carretera a Ollabamba,-13.7980340839999,-72.5134372539999,Sitio Arqueologico,site,47.94,INC_GeoGPSPeru,apurimac,grau,gamarra,,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.2,3 Y 4 COCHACOCHAYOC-J.",-13.543874040986491,-72.01209291805407,PAISAJE ARQUEOLOGICO,landscape,47.94,INGEMMET,,,,,ZA010068
Qhataq'asapatallacta,-13.534220998461537,-71.98902448692307,Zona Arqueologica,other,48.15,MinCultura_BIP,,,,080106,
Cuncuhuiri,-13.826601052,-72.5656303779999,Sitio Arqueologico,site,48.16,INC_GeoGPSPeru,apurimac,grau,gamarra,,
NN,-13.371720562,-71.6677157479999,Sitio Arqueologico,site,48.27,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.2,3 Y 4 COCHACOCHAYOC-J.",-13.549546867166669,-72.01676209833332,PAISAJE ARQUEOLOGICO,landscape,48.27,INGEMMET,,,,,ZA010068
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.2,3 Y 4 COCHACOCHAYOC-J.",-13.5500315192353,-72.01773104488235,PAISAJE ARQUEOLOGICO,landscape,48.27,INGEMMET,,,,,ZA010068
Gentilmachay,-13.8088560289999,-72.5276056209999,Sitio Arqueologico,site,48.31,INC_GeoGPSPeru,apurimac,grau,gamarra,,
QHATAQ'ASAPATALLACTA,-13.536405828964863,-71.99013936892065,ZONA ARQUEOLOGICA,other,48.31,INGEMMET,,,,,ZA000466
Quishuarpampa,-13.854691736,-72.6162518249999,Sitio Arqueologico,site,48.41,INC_GeoGPSPeru,apurimac,grau,gamarra,,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.5, 6, 7 Y 8 JAQUIRA-Q.",-13.559203099076914,-72.03292025192309,PAISAJE ARQUEOLOGICO,landscape,48.41,INGEMMET,,,,,ZA010069
Paravientos Pampa Poroma 2,-15.04629028,-75.011777644,Sitio Arqueologico,site,48.43,MinCultura_BIP,,,,110304,
Paravientos Loma Corre Viento,-14.43096878857143,-75.75068757571428,Sitio Arqueologico,site,48.46,MinCultura_BIP,,,,110104,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.5, 6, 7 Y 8 JAQUIRA-Q.",-13.560400864769232,-72.03424973946154,PAISAJE ARQUEOLOGICO,landscape,48.46,INGEMMET,,,,,ZA010069
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.5, 6, 7 Y 8 JAQUIRA-Q.",-13.553543805454552,-72.02060524854545,PAISAJE ARQUEOLOGICO,landscape,48.47,INGEMMET,,,,,ZA010069
"CIT HAWKAYPATA-CHANCA, SEC.I H-C, S.5, 6, 7 Y 8 JAQUIRA-Q.",-13.558040868700004,-72.02612631960002,PAISAJE ARQUEOLOGICO,landscape,48.63,INGEMMET,,,,,ZA010069
Ñaupallacta,-14.195385106666665,-73.288347385,Sitio Arqueologico,site,48.69,MinCultura_BIP,,,,030413,
MACHUAYAQ-J,-13.6016564939999,-72.1109619949999,Sitio Arqueologico,site,48.69,INC_GeoGPSPeru,cusco,cusco,qorqha,,
LÍNEAS Y GEOGLIFOS DE LA PAMPA DE OCUCAJE SECTOR IV,-14.440511631947372,-75.7764059876579,PAISAJE ARQUEOLOGICO,landscape,48.76,INGEMMET,,,,,ZA010459
NN,-13.3768781869999,-71.6669144449999,Sitio Arqueologico,site,48.81,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
Cochahuachi,-13.8394992629999,-72.5780341259999,Sitio Arqueologico,site,48.82,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Chunquipucro,-13.8481396589999,-72.5948383289999,Sitio Arqueologico,site,48.83,INC_GeoGPSPeru,apurimac,grau,gamarra,,
Pampa Caracoles 3,-15.066181062000002,-75.043100388,Sitio Arqueologico,site,48.88,MinCultura_BIP,,,,110304,
GARABITO 1,-12.9224209179999,-72.722828466,Sitio Arqueologico,site,48.89,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Geoglifos Pampa Caracoles A,-15.060647607142858,-75.03126610285713,Paisaje Cultural Arqueologico,landscape,48.91,MinCultura_BIP,,,,110304,
PEQUEÑO JAR,-13.659519203,-72.2203108859999,Sitio Arqueologico,site,48.92,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
Araway Sector I,-13.535466545555556,-71.97584103444446,Paisaje Arqueológico,landscape,48.93,MinCultura_BIP,,,,080106,
Araway Sector II,-13.536101515357144,-71.97685324392857,Paisaje Arqueológico,landscape,48.94,MinCultura_BIP,,,,080106,
PINTURAS RU,-13.575450836,-72.0535296699999,Sitio Arqueologico,site,48.98,INC_GeoGPSPeru,cusco,cusco,qorqha,,
Chayacuchayocmachay,-13.8338395099999,-72.5630586799999,Sitio Arqueologico,site,49.0,INC_GeoGPSPeru,apurimac,grau,gamarra,,
FARALLONES,-13.577908124066663,-72.05630742966666,SITIO ARQUEOLOGICO,site,49.08,INGEMMET,,,,,ZA010309
Paravientos Pampa Poroma 1,-15.05137986,-75.00849088625,Sitio Arqueologico,site,49.1,MinCultura_BIP,,,,110304,
RUMIQENCHA,-13.660147838,-72.2175693979999,Sitio Arqueologico,site,49.12,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
GARABITO 2,-12.9269168189999,-72.7379327879999,Sitio Arqueologico,site,49.2,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Araway Sector IV,-13.539781197058822,-71.97839035294116,Paisaje Arqueológico,landscape,49.23,MinCultura_BIP,,,,080106,
Pampa Caracoles B,-15.066715987999999,-75.035049952,Sitio Arqueologico,site,49.33,MinCultura_BIP,,,,110304,
Utaparo,-13.7865601739999,-72.4630330399999,Sitio Arqueologico,site,49.33,INC_GeoGPSPeru,apurimac,abancay,curahuasi,,
Pampa Caracoles A,-15.06130374888889,-75.02337275111114,Sitio Arqueologico,site,49.36,MinCultura_BIP,,,,110304,
"CIT HAWKAYPATA-CHANCA,SEC.I H-C, S.9, 10, 11 Y 12 QUISHUARCANCHA-E.",-13.573944274553188,-72.04145753046808,PAISAJE ARQUEOLOGICO,landscape,49.43,INGEMMET,,,,,ZA010070
URPIPATA 1,-12.9038700639999,-72.6971218059999,Sitio Arqueologico,site,49.44,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
"CIT HAWKAYPATA-CHANCA,SEC.I H-C, S.9, 10, 11 Y 12 QUISHUARCANCHA-E.",-13.572705151891894,-72.03842163364865,PAISAJE ARQUEOLOGICO,landscape,49.46,INGEMMET,,,,,ZA010070
Pampa Caracoles 02,-15.078380421999999,-75.05553272,Sitio Arqueologico,site,49.49,MinCultura_BIP,,,,110304,
POROMATE 2,-12.9442518829999,-72.7782405379999,Sitio Arqueologico,site,49.5,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C,S.13, 14 Y 15 ESCALERAYOQ-C.",-13.581278177714292,-72.05461893578571,PAISAJE ARQUEOLOGICO,landscape,49.5,INGEMMET,,,,,ZA010071
NN,-13.3823719949999,-71.6633579359999,Sitio Arqueologico,site,49.53,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
"CIT HAWKAYPATA-CHANCA, SEC.I H-C,S.13, 14 Y 15 ESCALERAYOQ-C.",-13.579224837698117,-72.0495852700566,PAISAJE ARQUEOLOGICO,landscape,49.55,INGEMMET,,,,,ZA010071
"CIT HAWKAYPATA-CHANCA, SEC.I H-C,S.13, 14 Y 15 ESCALERAYOQ-C.",-13.583037361772728,-72.05695792886368,PAISAJE ARQUEOLOGICO,landscape,49.55,INGEMMET,,,,,ZA010071
"CIT HAWKAYPATA-CHANCA,SEC.I H-C, S.9, 10, 11 Y 12 QUISHUARCANCHA-E.",-13.57614958521739,-72.04333032947828,PAISAJE ARQUEOLOGICO,landscape,49.56,INGEMMET,,,,,ZA010070
"CIT HAWKAYPATA-CHANCA,SEC.I H-C, S.9, 10, 11 Y 12 QUISHUARCANCHA-E.",-13.576815157064514,-72.04449095590324,PAISAJE ARQUEOLOGICO,landscape,49.57,INGEMMET,,,,,ZA010070
PANTIMARKA,-13.660475511,-72.2081531979999,Sitio Arqueologico,site,49.62,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
Chapalla,-13.672275048888887,-74.23309539888889,Zona Arqueologica,other,49.65,MinCultura_BIP,,,,051002,
GARABITO 4,-12.9233290559999,-72.7399825919999,Sitio Arqueologico,site,49.66,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
URPIPATA 2,-12.8998287829999,-72.6938059149999,Sitio Arqueologico,site,49.67,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
HAMPATOPAMP,-13.6260505659999,-72.1381579399999,Sitio Arqueologico,site,49.73,INC_GeoGPSPeru,cusco,anta,huanoquite,,
Llaqtapata,-13.657428922222222,-74.20548251555554,Zona Arqueologica,other,49.76,MinCultura_BIP,,,,051002,
Cerro Calabasuyoc,-14.1584732059999,-75.2207815989999,Sitio Arqueologico,site,49.8,INC_GeoGPSPeru,ica,palpa,tibillo,,
Qellaykancha,-13.341479933750001,-71.57651771125,Sitio Arqueologico,site,49.87,MinCultura_BIP,,,,081101,
Marcavalle,-13.529110076470587,-71.94391292352941,Sitio Arqueologico,site,49.9,MinCultura_BIP,,,,080108,
Chabelapata,-13.8450629949999,-72.5669177139999,Sitio Arqueologico,site,49.92,INC_GeoGPSPeru,apurimac,grau,gamarra,,
POROMATE 1,-12.9415420749999,-72.7815628499999,Sitio Arqueologico,site,49.94,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Pampa Caracoles 01,-15.082313862000001,-75.053449358,Sitio Arqueologico,site,49.98,MinCultura_BIP,,,,110304,
HUAYNAPATA,-12.9233910849999,-72.7471584039999,Sitio Arqueologico,site,50.01,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
HAMPATOPAMP,-13.6281519599999,-72.135537585,Sitio Arqueologico,site,50.07,INC_GeoGPSPeru,cusco,anta,huanoquite,,
Qoriwayrachina,-13.0855587859999,-73.0694436479999,Sitio Arqueologico,site,50.07,INC_GeoGPSPeru,cusco,la convencion,vilcabamba,,
Anqaramachay,-13.668625436000003,-74.234597204,Zona Arqueologica,other,50.08,MinCultura_BIP,,,,051002,
Qolqapampa,-13.528411095714285,-71.93760151285714,Sitio Arqueologico,site,50.15,MinCultura_BIP,,,,080105,
NN,-13.2632206009999,-73.4274486219999,Sitio Arqueologico,site,50.31,INC_GeoGPSPeru,ayacucho,la mar,chungui,,
QORQORCHA,-13.6070124049999,-72.0884861679999,Sitio Arqueologico,site,50.34,INC_GeoGPSPeru,cusco,cusco,qorqha,,
POROMATE 3,-12.9369531999999,-72.7807005719999,Sitio Arqueologico,site,50.35,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Machu Qatus,-13.661788075294115,-74.22673774176472,Zona Arqueologica,other,50.37,MinCultura_BIP,,,,051002,
Paravientos Pampa Poroma 16,-15.070209385999998,-75.01993766,Sitio Arqueologico,site,50.41,MinCultura_BIP,,,,110304,
Pampa Caracoles C,-15.08659438,-75.053141616,Sitio Arqueologico,site,50.42,MinCultura_BIP,,,,110304,
Tipin,-13.8133728459999,-72.4937126059999,Sitio Arqueologico,site,50.44,INC_GeoGPSPeru,apurimac,grau,gamarra,,
PUCACASA I,-13.6294358129999,-72.1293899999999,Sitio Arqueologico,site,50.5,INC_GeoGPSPeru,cusco,cusco,huanoquite,,
NN,-13.2656723289999,-73.4368378229999,Sitio Arqueologico,site,50.53,INC_GeoGPSPeru,ayacucho,la mar,chungui,,
QOMPO,-13.644121847,-72.1576215379999,Sitio Arqueologico,site,50.54,INC_GeoGPSPeru,cusco,anta,huanoquite,,
CCENOTA,-14.238718990615382,-73.33741685853845,SITIO ARQUEOLOGICO,site,50.55,INGEMMET,,,,,ZA010307
Cerro Justo Pastor,-15.153393821999998,-75.185749646,Sitio Arqueologico,site,50.62,MinCultura_BIP,,,,110304,
POROMATE 4,-12.9334829269999,-72.7796165339999,Sitio Arqueologico,site,50.64,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
NN,-13.3898610449999,-71.6556248479999,Sitio Arqueologico,site,50.66,INC_GeoGPSPeru,cusco,paucartambo,colquepata,,
CHOCCO WIRKI,-13.5551938925,-71.980154088,PAISAJE ARQUEOLOGICO,landscape,50.66,INGEMMET,,,,,ZA010854
Lomas de Marcona 07,-15.140266078,-75.157303072,Sitio Arqueologico,site,50.69,MinCultura_BIP,,,,110304,
Paraviento Pampa Poroma 17,-15.076804902000001,-75.02698608799999,Sitio Arqueologico,site,50.72,MinCultura_BIP,,,,110304,
LÍNEAS Y GEOGLIFOS DE LA PAMPA DE OCUCAJE SECTOR V,-14.387198517393944,-75.70802693403029,PAISAJE ARQUEOLOGICO,landscape,50.75,INGEMMET,,,,,ZA010458
WIMPILLAY,-13.543304852309287,-71.95342449837628,ZONA DE RESERVA ARQUEOLOGICA,other,50.83,INGEMMET,,,,,ZA000461
PUCACASA II,-13.6315544029999,-72.1267047199999,Sitio Arqueologico,site,50.84,INC_GeoGPSPeru,cusco,cusco,huanoquite,,
Cerro Caracoles,-15.066611435714288,-75.00243285285714,Sitio Arqueologico,site,50.9,MinCultura_BIP,,,,110304,
Lomas de Marcona 05,-15.13770357,-75.146977158,Sitio Arqueologico,site,50.94,MinCultura_BIP,,,,110304,
POROMATE 7,-12.9303763959999,-72.7798558959999,Sitio Arqueologico,site,50.95,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
"C.I.QORIKANCHA-WANAKAURI,S.WIMPILLAY-PUKAKANCHA SEG.1 Y 2",-13.543934055400005,-71.95047895963333,PAISAJE ARQUEOLOGICO,landscape,51.04,INGEMMET,,,,,ZA010032
GARABITO 3,-12.907800962,-72.7374876709999,Sitio Arqueologico,site,51.07,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Llactapata,-13.0749982549999,-73.0688896679999,Sitio Arqueologico,site,51.09,INC_GeoGPSPeru,cusco,la convencion,vilcabamba,,
PUCACASA II,-13.6395234629999,-72.1363239769999,Sitio Arqueologico,site,51.15,INC_GeoGPSPeru,cusco,anta,huanoquite,,
CHIMPA AYLL,-13.6095908639999,-72.0773092789999,Sitio Arqueologico,site,51.15,INC_GeoGPSPeru,cusco,cusco,qorqha,,
Geoglifos Pampa Caracoles B,-15.091811224285717,-75.04857130857143,Paisaje Cultural Arqueologico,landscape,51.16,MinCultura_BIP,,,,110304,
Cerro Minas,-13.654878585999999,-74.229411194,Zona Arqueologica,other,51.19,MinCultura_BIP,,,,051002,
HUACA PINILLA,-14.361064233681818,-75.66362747381817,SITIO ARQUEOLOGICO,monumental,51.19,INGEMMET,,,,,ZA010393
Lomas de Marcona 09,-15.142544363333334,-75.15036078666667,Sitio Arqueologico,site,51.25,MinCultura_BIP,,,,110304,
Puente Viseca,-14.6737288369999,-74.196874508,Sitio Arqueologico,site,51.27,INC_GeoGPSPeru,ayacucho,lucanas,lucanas,,
POROMATE 5,-12.9283630009999,-72.7832547579999,Sitio Arqueologico,site,51.32,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Sitio 3 ( En la Ruta 2),-14.504670981999999,-75.96248691000001,Sitio Arqueologico,site,51.38,MinCultura_BIP,,,,110104,
Dispersión de Ceramica y Malacologico Cerro Queso Grande,-14.406662054,-75.76112090400001,Sitio Arqueologico,site,51.38,MinCultura_BIP,,,,110104,
LLAQTAPATA,-12.9014018139999,-72.7331513629999,Sitio Arqueologico,site,51.48,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Qotakalli,-13.54535175145161,-71.94428358645163,Zona Arqueologica,other,51.49,MinCultura_BIP,,,,080105,
Muyumuyu,-14.148838454166667,-73.13600644833333,Sitio Arqueologico,site,51.63,MinCultura_BIP,,,,030414,
Lomas de Marcona 08,-15.132292214,-75.121506502,Sitio Arqueologico,site,51.64,MinCultura_BIP,,,,110304,
HUAYNAPATA,-12.9063597109999,-72.7463806769999,Sitio Arqueologico,site,51.65,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Lomas de Marcona 01,-15.133588755,-75.12374134166667,Sitio Arqueologico,site,51.66,MinCultura_BIP,,,,110304,
WAYNATAUQARAY,-13.545011769723406,-71.94003479004255,ZONA ARQUEOLOGICA,other,51.66,INGEMMET,,,,,ZA009985
POROMATE 6,-12.926614196,-72.7869552269999,Sitio Arqueologico,site,51.68,INC_GeoGPSPeru,cusco,la convencion,santa ana,,
Wayna Tauqaray,-13.544886071428573,-71.93876329000001,Zona de Reserva Arqueológica,other,51.72,MinCultura_BIP,,,,080105,
KATUNQE,-13.6821504949999,-72.2086552,Sitio Arqueologico,site,51.73,INC_GeoGPSPeru,cusco,anta,chinchaypug,,
Pampa Las Treinta Libras 20,-15.09868816,-75.05007539,Sitio Arqueologico,site,51.77,MinCultura_BIP,,,,110304,
HUACA CORDOVA SECTOR III,-14.36499943572726,-75.68658768145455,SITIO ARQUEOLOGICO,monumental,51.91,INGEMMET,,,,,ZA010466
CAMINO PREHISPANICO S.T.CACHONA-OCCOPATA,-13.57113183668236,-71.98520530315295,PAISAJE ARQUEOLOGICO,pathway,51.97,INGEMMET,,,,,ZA010053
"MUYU MUYU - SECTOR A, B, C",-14.150163595780485,-73.1315960857805,ZONA ARQUEOLOGICA MONUMENTAL,monumental,51.98,INGEMMET,,,,,ZA008302
"C.I.QORIKANCHA-WANAKAURI,S.WIMPILLAY-PUKAKANCHA SEG.1 Y 2",-13.550690808933334,-71.94421059813331,PAISAJE ARQUEOLOGICO,landscape,52.02,INGEMMET,,,,,ZA010032
