name,lat,lon,type,classification,gc_distance_km,source,department,province,district,ubigeo,code
Condevilla Señor 1,-12.02188668,-77.08887187363638,Sitio Arqueologico,site,352.83,MinCultura_BIP,,,,150135,
NN,-15.8450381959999,-70.4459199949999,Sitio Arqueologico,site,352.84,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Isla San Lorenzo 11,-12.084033946249999,-77.21905463874998,Sitio Arqueologico,site,352.93,MinCultura_BIP,,,,070101,
NN,-16.0107587129999,-70.7683587829999,Sitio Arqueologico,site,352.95,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Yanamarca,-11.3393532,-75.70003373583333,Paisaje Cultural Arqueologico,landscape,353.04,MinCultura_BIP,,,,120702,
Hullata Baja 1,-16.010628622,-70.7654985799999,Sitio Arqueologico,site,353.08,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Huayk´o Lindero,-15.605798163076923,-69.97411053692306,Sitio Arqueologico,site,353.11,MinCultura_BIP,,,,210108,
YANAMARCA,-11.337647327350002,-75.700799435725,ZONA ARQUEOLOGICA MONUMENTAL,monumental,353.25,INGEMMET,,,,,ZA000311
Chaupi K´apisi,-15.607399468,-69.9738122855,Sitio Arqueologico,site,353.28,MinCultura_BIP,,,,210108,
Estancia Santa María,-11.941920583999998,-76.93396382,Sitio Arqueologico,site,353.3,MinCultura_BIP,,,,150132,
Isla San Lorenzo 12,-12.085541549999999,-77.229975582,Sitio Arqueologico,site,353.31,MinCultura_BIP,,,,070101,
Yanamarca,-11.336862520357144,-75.70126449607143,Zona Arqueologica Monumental,monumental,353.35,MinCultura_BIP,,,,120702,
Apacheta 2,-15.86037632,-70.464197896,Elemento Arqueologico Aislado,isolated_element,353.43,MinCultura_BIP,,,,211103,
Cerro K'apisi,-15.608493149999997,-69.97205595692309,Sitio Arqueologico,site,353.48,MinCultura_BIP,,,,210108,
NN,-15.9147048909999,-70.5686846669999,Sitio Arqueologico,site,353.52,INC_GeoGPSPeru,puno,san roman,cabanillas,,
ISLA SAN LORENZO 14,-12.086849596022159,-77.23758896269253,SITIO ARQUEOLOGICO,site,353.54,INGEMMET,,,,,ZA006531
Adoratorio,-11.940111724000001,-76.936264934,Sitio Arqueologico,site,353.59,MinCultura_BIP,,,,150132,
NN,-15.9182101259999,-70.5725971819999,Sitio Arqueologico,site,353.67,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Isla San Lorenzo 5 Sector Panteón,-12.07618135857143,-77.21927077000001,Sitio Arqueologico,site,353.72,MinCultura_BIP,,,,070101,
Parque Pata,-15.610882051481482,-69.97083768296295,Sitio Arqueologico,monumental,353.77,MinCultura_BIP,,,,210108,
YURA,-16.458653629506934,-71.635558552421,SITIO ARQUEOLOGICO,site,353.77,INGEMMET,,,,,ZA003244
Q´aq´acancha,-15.614798025999999,-69.978348506,Sitio Arqueologico,site,353.78,MinCultura_BIP,,,,210108,
Isla San Lorenzo 16,-12.084606648000001,-77.238113876,Sitio Arqueologico,site,353.79,MinCultura_BIP,,,,070101,
Isla San Lorenzo 13,-12.080232208571429,-77.23020211142857,Sitio Arqueologico,site,353.85,MinCultura_BIP,,,,070101,
MARCAHUAY,-15.8111124529999,-70.3586353619999,Sitio Arqueologico,site,353.9,INC_GeoGPSPeru,puno,puno,mañazo,,
Pampa de Cueva,-11.994220143125002,-77.0551503575,Sitio Arqueologico,site,353.96,MinCultura_BIP,,,,150112,
Chullpa de Asiruni Pata,-15.711439808,-70.16273757799999,Sitio Arqueologico,site,353.97,MinCultura_BIP,,,,210104,
Chullpas de Puca Chupa,-15.724378748333335,-70.18752424,Sitio Arqueologico,site,353.99,MinCultura_BIP,,,,210104,
Isla San Lorenzo 5 Sector Estación Sanitaria,-12.073381818888889,-77.21998859444446,Sitio Arqueologico,site,354.04,MinCultura_BIP,,,,070101,
Cerro Santa María,-11.929910934000002,-76.92480766199999,Paisaje Arqueológico,landscape,354.05,MinCultura_BIP,,,,150132,
Cerro Muleria 2C,-11.99989224,-77.06909680249998,Sitio Arqueologico,site,354.06,MinCultura_BIP,,,,150117,
Cerro Muleria,-12.001271006666665,-77.0725865377778,Sitio Arqueologico,site,354.1,MinCultura_BIP,,,,150117,
Huaca Chavarria,-11.997145620666666,-77.06437513266668,Sitio Arqueologico,monumental,354.11,MinCultura_BIP,,,,150117,
Laguna Saytococha,-15.9096887879999,-70.5461658409999,Sitio Arqueologico,site,354.16,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Estancia San Fernando,-11.978214745555555,-77.02919862333334,Sitio Arqueologico,site,354.29,MinCultura_BIP,,,,150132,
Cerro Pacífico Sector 1A,-12.002905541428573,-77.08083356714285,Sitio Arqueologico,site,354.33,MinCultura_BIP,,,,150117,
Isla San Lorenzo 4,-12.071568011818181,-77.22247331272727,Sitio Arqueologico,site,354.34,MinCultura_BIP,,,,070101,
Huaca Mercurio Alto,-11.9991812579999,-77.0734962989999,Sitio Arqueologico,monumental,354.35,INC_GeoGPSPeru,lima,lima,los olivos,,
Cerro San Jeronimo,-11.989785372222222,-77.0549199061111,Sitio Arqueologico,site,354.39,MinCultura_BIP,,,,150112,
Chullpa 03 Cerro Patas,-15.71171999,-70.15426819199999,Sitio Arqueologico,site,354.42,MinCultura_BIP,,,,210104,
Chullpa 02 Cerro Patas,-15.712485496666666,-70.15495544833334,Sitio Arqueologico,site,354.46,MinCultura_BIP,,,,210104,
Chullpa 01 Cerro Patas,-15.713041146666667,-70.15587631166666,Sitio Arqueologico,site,354.47,MinCultura_BIP,,,,210104,
Chullpa 01 Cerro Jejasan,-15.710345774,-70.15020306000001,Sitio Arqueologico,site,354.49,MinCultura_BIP,,,,210104,
Cerro Pacifíco Sector 1B,-12.000619547142858,-77.07981563999999,Sitio Arqueologico,site,354.51,MinCultura_BIP,,,,150117,
Abra San Fernando,-11.975338924999997,-77.028564815,Sitio Arqueologico,site,354.55,MinCultura_BIP,,,,150132,
Chullpa 05 Cerro Patas,-15.712098044285714,-70.15213259285714,Sitio Arqueologico,site,354.57,MinCultura_BIP,,,,210104,
Huaca Cerro Segundo B,-11.998649988,-77.0768890119999,Sitio Arqueologico,monumental,354.57,INC_GeoGPSPeru,lima,lima,los olivos,,
Chullpa 04 Cerro Patas,-15.713196452,-70.154003846,Sitio Arqueologico,site,354.58,MinCultura_BIP,,,,210104,
Cerro Mulería,-11.999234075263159,-77.0793893563158,Sitio Arqueologico,site,354.63,MinCultura_BIP,,,,150117,
Garagay,-12.003033458888888,-77.08761145111112,Zona Arqueologica Monumental,monumental,354.65,MinCultura_BIP,,,,150135,
Cerro La Cruz,-11.983758365,-77.0517577955,Sitio Arqueologico,site,354.83,MinCultura_BIP,,,,150112,
COVIDA,-11.994208164337953,-77.07602696595012,ZONA ARQUEOLOGICA,other,354.97,INGEMMET,,,,,ZA008803
Huaca Lechuza,-12.0050235129999,-77.0988438039999,Sitio Arqueologico,monumental,354.99,INC_GeoGPSPeru,provincia constituc*,callao,callao,,
Sankachi,-15.627282180526317,-69.97752480526316,Zona Arqueologica,other,355.04,MinCultura_BIP,,,,210108,
Pazos A y B,-12.0016126019999,-77.0941068029999,Sitio Arqueologico,site,355.1,INC_GeoGPSPeru,lima,lima,san martín de porres,,
Huaca Lechuza,-12.004059951428571,-77.09930331428572,Sitio Arqueologico,monumental,355.11,MinCultura_BIP,,,,150135,
PAZOS C,-12.00193195803878,-77.09525485489466,ZONA ARQUEOLOGICA,other,355.13,INGEMMET,,,,,ZA008831
Isla San Lorenzo 3,-12.066905748749999,-77.22988040999999,Sitio Arqueologico,site,355.16,MinCultura_BIP,,,,070101,
Chullpa 03 Cerro Jejasan,-15.714489270000001,-70.143517608,Sitio Arqueologico,site,355.24,MinCultura_BIP,,,,210104,
Chullpa 04 Cerro Jejasan,-15.715112624,-70.14268607199999,Sitio Arqueologico,site,355.34,MinCultura_BIP,,,,210104,
Molino de Quimillone,-15.9618559079999,-70.6244752439999,Sitio Arqueologico,site,355.36,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Chullpa 05 Cerro Jejasan,-15.714929549999999,-70.140706714,Sitio Arqueologico,site,355.42,MinCultura_BIP,,,,210104,
Quimillone 3,-15.9451017419999,-70.5904049719999,Sitio Arqueologico,site,355.42,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Huaca Santa Rosa,-11.995258607,-77.088024316,Sitio Arqueologico,monumental,355.44,MinCultura_BIP,,,,150135,
Isla San Lorenzo 2,-12.065439538000001,-77.23264258,Sitio Arqueologico,site,355.44,MinCultura_BIP,,,,070101,
Huaca Taboada A,-12.0020980549999,-77.1040897119999,Sitio Arqueologico,monumental,355.54,INC_GeoGPSPeru,provincia constituc*,callao,callao,,
Sillustani,-15.7235555529999,-70.1548698869999,Sitio Arqueologico,site,355.55,INC_GeoGPSPeru,puno,puno,atuncolla,,
Quimillone 4,-15.9467637039999,-70.5905301949999,Sitio Arqueologico,site,355.58,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Isla San Lorenzo 1,-12.071254941666666,-77.24806262,Sitio Arqueologico,site,355.6,MinCultura_BIP,,,,070101,
Quimillone 1,-15.9528618829999,-70.6017971049999,Sitio Arqueologico,site,355.61,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Aznapuquio Sector C,-11.985867515,-77.07260975666667,Sitio Arqueologico,site,355.63,MinCultura_BIP,,,,150117,
Huaca Taboada B,-12.0012985769999,-77.1046435139999,Sitio Arqueologico,monumental,355.64,INC_GeoGPSPeru,provincia constituc*,callao,callao,,
Aznapuquio Sector D,-11.98452526,-77.07083768000001,Sitio Arqueologico,site,355.68,MinCultura_BIP,,,,150117,
Cerro de Pasco 1,-11.963440777999999,-77.027399714,Sitio Arqueologico,site,355.68,MinCultura_BIP,,,,150132,
HUACA TABOADA,-12.001620709285323,-77.10609443765509,ZONA ARQUEOLOGICA,monumental,355.68,INGEMMET,,,,,ZA008816
Sillustani,-15.724292512708333,-70.15291203062499,Sitio Arqueologico,site,355.72,MinCultura_BIP,,,,210104,
"Aznapuquio - Área Intangible ""B""",-11.98485795,-77.073244054,Sitio Arqueologico,site,355.76,MinCultura_BIP,,,,150117,
Kasapatac - Kakallinca,-16.442322713287673,-71.56274356657534,Sitio Arqueologico,site,355.78,MinCultura_BIP,,,,040107,
PAZOS A,-11.996756642886428,-77.0981458974764,ZONA ARQUEOLOGICA,other,355.78,INGEMMET,,,,,ZA008829
Pazos C,-11.9968379299999,-77.0993027119999,Sitio Arqueologico,site,355.83,INC_GeoGPSPeru,lima,lima,san martín de porres,,
Cerro Llank'ako,-15.604043522790697,-69.91559499232557,Sitio Arqueologico,site,355.89,MinCultura_BIP,,,,210107,
Sillustani,-15.71849222809524,-70.13735274809524,Zona Arqueologica,other,355.94,MinCultura_BIP,,,,210104,
Cerro de Pasco 2 Sector B,-11.96038505125,-77.02780143625,Sitio Arqueologico,site,356.0,MinCultura_BIP,,,,15032,
Cerro de Pasco 2 sector A,-11.9606335525,-77.029112685,Sitio Arqueologico,site,356.04,MinCultura_BIP,,,,150110,
QUEBRADA TINAJONES III,-16.47821941421884,-71.62742661652358,SITIO ARQUEOLOGICO,site,356.1,INGEMMET,,,,,ZA003243
Tojomarca,-15.816324068,-70.324870588,Sitio Arqueologico,site,356.11,MinCultura_BIP,,,,210109,
Monte Miraflores,-11.957836686,-77.02544307399998,Sitio Arqueologico,site,356.14,MinCultura_BIP,,,,150132,
Pampa De Las Chivas,-11.983090625555555,-77.07739003777777,Zona Arqueologica,other,356.14,MinCultura_BIP,,,,150117,
Isla Umayo,-15.736961449104475,-70.16917277119403,Sitio Arqueologico,site,356.15,MinCultura_BIP,,,,210104,
JUNIPE,-15.3817198276,-69.47897686206667,SITIO ARQUEOLOGICO,site,356.17,INGEMMET,,,,,ZA010225
Cerro Babilonia,-11.903457995,-76.91974800125,Sitio Arqueologico,site,356.44,MinCultura_BIP,,,,150132,
TINAJONES III,-16.486749699698073,-71.63713678679773,SITIO ARQUEOLOGICO,site,356.46,INGEMMET,,,,,ZA003239
Wanina Kunka,-15.631559741176469,-69.95755213117648,Zona Arqueologica,other,356.47,MinCultura_BIP,,,,210108,
HUACUCHARA-CERRO MANTO,-16.450616912567572,-71.5640844440811,SITIO ARQUEOLOGICO,site,356.53,INGEMMET,,,,,ZA000474
HUACA EL TRANVIA,-11.982923753600016,-77.08700898460002,ZONA ARQUEOLOGICA,monumental,356.62,INGEMMET,,,,,ZA008699
Brazo Babilonia Sur,-11.908150144,-76.93442737000001,Sitio Arqueologico,site,356.68,MinCultura_BIP,,,,150132,
NN,-16.0220464779999,-70.7159363,Sitio Arqueologico,site,356.69,INC_GeoGPSPeru,puno,san roman,cabanillas,,
TINGO GRANDE I,-16.465619134531856,-71.59052737736289,SITIO ARQUEOLOGICO,site,356.69,INGEMMET,,,,,ZA003591
Cerro Wanina,-15.634533723614453,-69.95889571542166,Sitio Arqueologico,site,356.7,MinCultura_BIP,,,,210108,
TINGO GRANDE II,-16.468033527692516,-71.59248770539335,SITIO ARQUEOLOGICO,site,356.83,INGEMMET,,,,,ZA003592
Huaca El Rosario,-11.983235409333334,-77.092528406,Sitio Arqueologico,monumental,356.86,MinCultura_BIP,,,,150135,
Quimillone 2,-15.9834970719999,-70.6368231789999,Sitio Arqueologico,site,356.86,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Los Jazmines,-11.979138494,-77.085672696,Zona Arqueologica,other,356.93,MinCultura_BIP,,,,150135,
Qda. Achacune 2,-16.011670046,-70.6899846909999,Sitio Arqueologico,site,356.97,INC_GeoGPSPeru,puno,san roman,cabanillas,,
NN,-16.4606271039999,-71.5713449109999,Sitio Arqueologico,site,357.15,INC_GeoGPSPeru,arequipa,arequipa,jacobo hunter,,
Qda. Achacune 1,-16.011405867,-70.685656364,Sitio Arqueologico,site,357.16,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Ojecancha,-15.9890717989999,-70.6417267459999,Sitio Arqueologico,site,357.17,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Achacune,-16.0085330679999,-70.6797645569999,Sitio Arqueologico,site,357.17,INC_GeoGPSPeru,puno,san roman,cabanillas,,
TINAJONES II,-16.494237763656507,-71.63707909679783,SITIO ARQUEOLOGICO,site,357.2,INGEMMET,,,,,ZA003238
Cerro la Regla 2,-11.991196089230767,-77.11673448153846,Sitio Arqueologico,site,357.23,MinCultura_BIP,,,,150135,
Qda. Achacune 3,-16.0157786149999,-70.6915516449999,Sitio Arqueologico,site,357.29,INC_GeoGPSPeru,puno,san roman,cabanillas,,
Cerro La Regla - Parcela A,-11.99194996261904,-77.11955851801586,Sitio Arqueologico,site,357.3,MinCultura_BIP,,,,070101,
Campamento media luna,-11.898118042857144,-76.92772314285715,Sitio Arqueologico,settlement,357.36,MinCultura_BIP,,,,150132,
TINGO GRANDE III,-16.468540758903053,-71.5828719008255,SITIO ARQUEOLOGICO,site,357.36,INGEMMET,,,,,ZA003604
Cerro La Regla - Parcela B,-11.989957751999999,-77.119176702,Sitio Arqueologico,site,357.48,MinCultura_BIP,,,,070101,
CAMINO PREHISPANICO JAUJA - SAN RAMON,-11.12137482037119,-75.35228591490865,PAISAJE CULTURAL ARQUEOLOGICO,pathway,357.57,INGEMMET,,,,,ZA001551
Pampa Falda del Misti,-16.3698034479999,-71.3828424379999,Sitio Arqueologico,site,357.58,INC_GeoGPSPeru,arequipa,arequipa,chiguata,,
Tambo Agua Dulce,-16.3883538169999,-71.4188243859999,Sitio Arqueologico,site,357.62,INC_GeoGPSPeru,arequipa,arequipa,chiguata,,
NN,-16.0090457619999,-70.6708083929999,Sitio Arqueologico,site,357.67,INC_GeoGPSPeru,puno,san roman,cabanillas,,
TINAJONES I,-16.500027024066483,-71.63637118508865,SITIO ARQUEOLOGICO,site,357.8,INGEMMET,,,,,ZA003237
Cerro Colorado 3,-11.889997212,-76.923164,Paisaje Arqueológico,landscape,357.94,MinCultura_BIP,,,,150132,
Huaca Santa Lucia,-11.980676380454547,-77.11339854318182,Sitio Arqueologico,monumental,358.12,MinCultura_BIP,,,,070101,
Cerro Mentira,-11.915713044,-76.980040646,Sitio Arqueologico,site,358.14,MinCultura_BIP,,,,150132,
El Naranjal,-11.961699472857143,-77.0759192857143,Sitio Arqueologico,site,358.2,MinCultura_BIP,,,,150117,
Andenes de Paucarpata,-16.43530157671875,-71.49964336890625,Sitio Arqueologico,site,358.22,MinCultura_BIP,,,,040112,
Tambo de Leon,-16.3796701409999,-71.3874352299999,Sitio Arqueologico,site,358.33,INC_GeoGPSPeru,arequipa,arequipa,chiguata,,
Oquendo 3,-11.979031918571431,-77.11579836857143,Sitio Arqueologico,site,358.4,MinCultura_BIP,,,,070101,
Canto Grande,-11.897617292291665,-76.94861980666667,Sitio Arqueologico,site,358.42,MinCultura_BIP,,,,150132,
QUEBRADA HUAYRONDO I,-16.48094771920219,-71.58459031011358,SITIO ARQUEOLOGICO,site,358.49,INGEMMET,,,,,ZA003593
Fundo Naranjal,-11.967916328,-77.095851092,Sitio Arqueologico,site,358.54,MinCultura_BIP,,,,150135,
Alineamiento Apacheta,-11.913416880000002,-76.984851518,Sitio Arqueologico,site,358.6,MinCultura_BIP,,,,150132,
Montículo 1,-11.978180651111112,-77.12236550444446,Sitio Arqueologico,site,358.8,MinCultura_BIP,,,,070101,
Adoratorio Jicamarca,-11.903674412,-76.96884548599999,Sitio Arqueologico,site,358.8,MinCultura_BIP,,,,150132,
Cadena Media Luna Sur,-11.893415039285712,-76.94837685428571,Sitio Arqueologico,site,358.83,MinCultura_BIP,,,,150132,
Manzanillo 1,-11.966984086666665,-77.10002738333333,Sitio Arqueologico,site,358.84,MinCultura_BIP,,,,150135,
Cerro Colorado 2,-11.873332383888888,-76.90787330000002,Paisaje Arqueológico,landscape,358.86,MinCultura_BIP,,,,150132,
CAMINO COLONIAL HUAYRONDO,-16.48022191988919,-71.57386224995292,SITIO ARQUEOLOGICO,pathway,358.95,INGEMMET,,,,,ZA003603
Infantas I,-11.951414833076923,-77.07261187153847,Sitio Arqueologico,site,359.06,MinCultura_BIP,,,,150117,
Huaca Oquendo Montículo 1,-11.974419748999999,-77.12370255300002,Sitio Arqueologico,monumental,359.24,MinCultura_BIP,,,,070101,
Chupas,-11.26588393875,-75.679231175,Zona Arqueologica Monumental,monumental,359.31,MinCultura_BIP,,,,120704,
Huaca Oquendo Montículo 2,-11.972920647999999,-77.122302468,Sitio Arqueologico,monumental,359.32,MinCultura_BIP,,,,070101,
Chullpas Suventune,-15.760670013636364,-70.15134874545456,Sitio Arqueologico,site,359.37,MinCultura_BIP,,,,210114,
CORIPATA,-16.444785627495847,-71.49501158613015,SITIO ARQUEOLOGICO,site,359.38,INGEMMET,,,,,ZA009465
MACHU LLAQTA,-15.777246084163451,-70.18331415528257,ZONA ARQUEOLOGICA MONUMENTAL,monumental,359.39,INGEMMET,,,,,ZA002942
Chullpas Paraccaya,-15.763288798333333,-70.155535545,Sitio Arqueologico,site,359.42,MinCultura_BIP,,,,210114,
Infantas II o Santa Luzmila Sector 1,-11.94783675125,-77.0726286525,Sitio Arqueologico,site,359.42,MinCultura_BIP,,,,150117,
CERRO SAN IGNACIO I,-16.48363553898338,-71.57096792157898,SITIO ARQUEOLOGICO,site,359.43,INGEMMET,,,,,ZA003596
A-86,-16.3492599399999,-71.3050103579999,Sitio Arqueologico,site,359.44,INC_GeoGPSPeru,arequipa,arequipa,chiguata,,
Micaela Bastidas,-11.943092153,-77.0637156259999,Sitio Arqueologico,site,359.46,INC_GeoGPSPeru,lima,lima,comas,,
Montículos Oquendo,-11.9704114119999,-77.120972821,Sitio Arqueologico,site,359.51,INC_GeoGPSPeru,provincia constituc*,callao,callao,,
A-9,-15.3886017689999,-69.4264306459999,Sitio Arqueologico,site,359.51,INC_GeoGPSPeru,puno,moho,moho,,
Palacio Oquendo - Sector 1,-11.9687881825,-77.11803819375001,Sitio Arqueologico,monumental,359.53,MinCultura_BIP,,,,070101,
Sombreruni (apacheta 4),-16.3492861779999,-71.3026739189999,Sitio Arqueologico,site,359.56,INC_GeoGPSPeru,arequipa,arequipa,chiguata,,
Huaca Huerto Naranjal,-11.953799397777779,-77.08827747555557,Sitio Arqueologico,monumental,359.58,MinCultura_BIP,,,,150135,
CERRO SAN IGNACIO II,-16.48494981555955,-71.56912236338788,SITIO ARQUEOLOGICO,site,359.66,INGEMMET,,,,,ZA003597
QUEBRADA SAN IGNACIO,-16.484786670027706,-71.56769728406373,SITIO ARQUEOLOGICO,site,359.71,INGEMMET,,,,,ZA003602
Collique 3,-11.9312067549999,-77.0452231949999,Sitio Arqueologico,site,359.75,INC_GeoGPSPeru,lima,lima,comas,,
QUEBRADA HUAYRONDO II,-16.488933580030476,-71.57495100074236,SITIO ARQUEOLOGICO,site,359.76,INGEMMET,,,,,ZA003605
Yumina,-16.443989156451615,-71.48572010548386,Sitio Arqueologico,site,359.77,MinCultura_BIP,,,,040116,
Hatun Orcco Sector 3,-15.763011687499999,-70.14754849125,Sitio Arqueologico,site,359.79,MinCultura_BIP,,,,210114,
ANDENES DE SAMANILLA,-16.373992263687505,-71.34689783672918,PAISAJE ARQUEOLOGICO,landscape,359.79,INGEMMET,,,,,ZA010388
Palacio Oquendo - Sector 2,-11.966948858333332,-77.12007632833333,Sitio Arqueologico,monumental,359.81,MinCultura_BIP,,,,070101,
Complejo Geoglifo Las Flores,-11.884024599999998,-76.94976254277779,Paisaje Arqueológico,monumental,359.83,MinCultura_BIP,,,,150132,
Sinchi Roca,-11.930237516666667,-77.04517607916668,Sitio Arqueologico,site,359.85,MinCultura_BIP,,,,150110,
TINAJONES IV,-16.521430327066494,-71.63724196240997,SITIO ARQUEOLOGICO,site,359.86,INGEMMET,,,,,ZA003240
Pillo - Socabaya,-16.47631431088236,-71.54677034039216,Monumento Arqueológico Prehispánico,monumental,359.92,MinCultura_BIP,,,,040122,
Cerro Pro - Parcela B,-11.946009063999998,-77.07921350199999,Monumento Arqueológico Prehispánico,monumental,359.92,MinCultura_BIP,,,,150117,
Cerro Pan de Azucar,-11.96179008533333,-77.11233148900003,Sitio Arqueologico,site,359.95,MinCultura_BIP,,,,150135,
Camino Oquendo,-11.9660364409999,-77.1210763909999,Sitio Arqueologico,pathway,359.95,INC_GeoGPSPeru,provincia constituc*,callao,callao,,
YAUMANPATA,-11.292859330812496,-75.74722490621876,SITIO ARQUEOLOGICO,site,359.97,INGEMMET,,,,,ZA010879
Cumbre de Huacuas,-11.241040789999998,-75.64288457849999,Zona Arqueologica Monumental,monumental,359.99,MinCultura_BIP,,,,120704,
Chuquitanta Sector 3,-11.958945656190474,-77.10789254619047,Paisaje Arqueológico,landscape,360.02,MinCultura_BIP,,,,150135,
Hatun Orcco Sector 2,-15.76482824,-70.14553264599999,Sitio Arqueologico,site,360.07,MinCultura_BIP,,,,210114,
Chuquitanta Sector 2,-11.957440790000001,-77.1061302345,Paisaje Arqueológico,landscape,360.08,MinCultura_BIP,,,,150135,
ALBERTAZO,-16.431953786060944,-71.45565929036565,SITIO ARQUEOLOGICO,site,360.08,INGEMMET,,,,,ZA009461
MARKAPUNTA,-11.651852840501398,-76.47914480844875,SITIO ARQUEOLOGICO,site,360.08,INGEMMET,,,,,ZA002727
